parent,relation,child
596,inheritance,594
596,using,279
6,inheritance,307
6,inheritance,89
6,inheritance,364
6,inheritance,49
6,inheritance,306
6,inheritance,309
6,inheritance,603
6,inheritance,283
6,inheritance,520
6,inheritance,551
6,inheritance,383
6,inheritance,466
6,inheritance,251
6,inheritance,628
6,inheritance,267
6,inheritance,386
6,inheritance,384
6,inheritance,732
6,inheritance,353
6,inheritance,322
6,inheritance,258
6,inheritance,437
6,inheritance,71
6,inheritance,385
6,inheritance,798
6,inheritance,442
6,inheritance,323
6,inheritance,990
6,inheritance,974
6,inheritance,1005
6,inheritance,57
6,inheritance,56
6,inheritance,1007
6,inheritance,291
6,inheritance,1008
6,inheritance,1092
6,inheritance,1031
6,inheritance,663
6,inheritance,207
6,inheritance,839
6,inheritance,433
6,inheritance,44
605,using,429
605,inheritance,36
605,using,46
605,inheritance,194
605,using,1119
607,using,705
608,see_also,250
609,using,666
609,using,321
609,using,86
61,using,413
61,using,246
610,subframe,51
610,subframe,48
610,inheritance,748
616,using,634
616,inheritance,1129
617,inheritance,700
618,using,496
618,inheritance,231
627,using,704
627,inheritance,672
627,inheritance,723
628,causative_of,136
629,using,477
631,using,633
631,using,1016
634,inheritance,706
635,inheritance,662
635,using,636
635,using,429
635,see_also,361
636,using,609
638,using,465
638,inheritance,801
638,inheritance,844
638,using,845
638,see_also,1018
638,inheritance,1083
639,see_also,1018
640,causative_of,641
641,inchoative_of,643
650,inchoative_of,649
651,using,371
655,inheritance,244
656,using,723
656,inheritance,1220
656,inheritance,1264
656,inheritance,1231
656,inheritance,1262
656,inheritance,1342
66,causative_of,67
66,using,1436
66,see_also,1436
660,using,629
661,perspective_on,660
661,perspective_on,558
662,perspective_on,361
662,perspective_on,564
662,using,106
662,using,668
662,using,431
663,causative_of,361
664,see_also,544
664,inheritance,59
664,using,604
665,using,447
665,using,727
668,see_also,783
668,using,811
669,inheritance,1057
670,using,592
671,using,673
682,see_also,683
689,using,669
689,using,821
691,inheritance,1136
692,see_also,705
692,inheritance,1090
7,inheritance,761
70,see_also,237
70,see_also,53
712,using,14
712,using,2
712,using,670
712,inheritance,273
712,inheritance,272
712,inheritance,1098
719,inheritance,274
719,inheritance,475
719,inheritance,1137
719,inheritance,284
719,inheritance,922
719,inheritance,215
719,inheritance,1464
719,inheritance,797
719,inheritance,1096
719,inheritance,767
719,inheritance,281
719,inheritance,1372
719,inheritance,1151
719,inheritance,1114
719,inheritance,475
719,inheritance,691
719,inheritance,815
719,inheritance,668
719,inheritance,1490
719,inheritance,1205
719,inheritance,304
719,inheritance,318
719,inheritance,310
719,inheritance,643
721,inheritance,722
721,using,237
723,inheritance,726
723,using,724
723,inheritance,1100
734,using,730
734,inheritance,729
739,inheritance,741
742,using,1130
743,using,1073
750,using,754
750,using,755
760,using,761
762,using,789
763,inheritance,762
765,causative_of,438
770,inheritance,599
770,inheritance,600
771,perspective_on,770
771,perspective_on,244
772,inheritance,142
772,inheritance,467
772,inheritance,201
772,inheritance,140
772,inheritance,135
772,inheritance,141
773,perspective_on,486
773,perspective_on,772
773,perspective_on,99
773,perspective_on,170
773,inheritance,943
773,inheritance,1438
774,causative_of,475
777,perspective_on,223
777,perspective_on,222
782,inheritance,310
782,inheritance,354
782,inheritance,825
782,inheritance,950
782,inheritance,1172
782,inheritance,1337
782,inheritance,909
783,inheritance,811
788,inchoative_of,511
793,perspective_on,792
793,perspective_on,691
793,perspective_on,348
793,using,1185
794,inheritance,152
795,precedes,139
795,inheritance,151
80,using,82
800,using,417
800,inheritance,865
805,perspective_on,804
805,perspective_on,803
806,inheritance,807
807,inheritance,804
808,using,809
81,using,114
81,using,124
81,using,22
81,inheritance,160
81,inheritance,184
81,using,150
81,using,134
81,using,154
81,using,151
81,inheritance,1
81,using,782
81,inheritance,850
81,inheritance,857
81,inheritance,605
81,inheritance,48
81,inheritance,51
81,using,104
81,using,848
81,inheritance,90
81,inheritance,808
81,inheritance,1058
812,perspective_on,1005
812,perspective_on,57
814,inheritance,511
816,perspective_on,554
816,perspective_on,817
816,inheritance,818
816,inheritance,819
817,inheritance,814
817,inheritance,130
818,perspective_on,814
819,perspective_on,130
823,perspective_on,822
823,perspective_on,824
825,inheritance,823
830,using,831
837,inheritance,655
838,using,766
839,causative_of,795
84,inchoative_of,88
84,inheritance,718
84,using,514
84,using,970
84,inheritance,464
841,perspective_on,840
841,perspective_on,953
842,subframe,843
842,inheritance,784
842,subframe,844
843,precedes,844
844,using,406
847,causative_of,718
848,subframe,850
848,inheritance,940
85,inheritance,83
86,perspective_on,393
86,inheritance,432
86,using,1112
86,using,1117
86,using,1072
86,using,1177
862,inheritance,66
867,using,1004
867,using,1011
88,using,766
88,inheritance,681
88,inheritance,314
88,inheritance,325
88,inheritance,330
88,using,1012
887,inheritance,889
887,inheritance,892
889,subframe,890
889,subframe,886
89,causative_of,84
89,inheritance,847
892,perspective_on,893
892,subframe,894
892,subframe,888
898,inheritance,905
901,precedes,900
901,precedes,904
903,subframe,900
903,subframe,901
903,subframe,904
921,precedes,678
928,using,929
934,subframe,288
934,subframe,439
934,subframe,936
934,subframe,937
934,inheritance,938
935,perspective_on,940
936,precedes,937
936,inheritance,47
939,inheritance,935
939,perspective_on,848
94,inheritance,669
94,inheritance,627
94,inheritance,1068
94,inheritance,1071
94,inheritance,1041
94,inheritance,1173
94,inheritance,704
941,inheritance,498
941,see_also,498
944,perspective_on,133
944,perspective_on,943
944,perspective_on,954
949,inheritance,222
950,inchoative_of,300
957,perspective_on,712
957,perspective_on,1455
96,see_also,120
967,perspective_on,968
967,perspective_on,969
968,inheritance,966
97,using,475
972,causative_of,681
973,inheritance,1002
974,causative_of,817
975,perspective_on,605
975,perspective_on,976
977,inheritance,106
977,inheritance,979
979,inheritance,650
981,precedes,982
99,inheritance,1075
993,perspective_on,994
599,inheritance,1076
168,inheritance,313
168,inheritance,312
168,inheritance,136
168,inheritance,122
168,inheritance,132
168,using,546
168,inheritance,533
168,using,402
168,inheritance,208
168,inheritance,18
168,using,74
168,inheritance,161
168,inheritance,81
168,inheritance,795
168,inheritance,269
168,using,515
168,inheritance,936
168,inheritance,950
168,inheritance,3
168,inheritance,454
168,inheritance,1165
168,inheritance,288
168,inheritance,84
168,inheritance,810
168,inheritance,610
168,using,1047
168,inheritance,965
168,inheritance,178
168,inheritance,528
168,inheritance,1176
168,inheritance,354
168,using,1395
168,inheritance,1402
168,inheritance,782
137,using,556
137,inheritance,719
137,inheritance,439
137,inheritance,107
1188,using,1475
1188,metaphorical_projection,446
1188,metaphorical_projection,446
1188,metaphorical_projection,1126
1050,using,284
1050,using,1051
1050,using,1135
1050,inheritance,1184
1050,inheritance,1187
1050,inheritance,1475
1165,perspective_on,461
1165,using,1138
1165,perspective_on,256
1201,inheritance,1202
1201,using,116
1204,subframe,1165
1204,subframe,1202
239,precedes,269
256,precedes,47
256,precedes,922
266,precedes,239
268,subframe,266
268,subframe,269
268,subframe,239
268,subframe,646
268,subframe,767
284,using,645
284,inheritance,1045
312,inchoative_of,318
461,precedes,922
461,precedes,47
47,inchoative_of,284
922,precedes,47
938,subframe,284
938,subframe,47
938,subframe,461
990,causative_of,312
1093,using,1094
1095,subframe,59
1095,subframe,1094
1095,subframe,637
1231,using,1224
1231,using,1226
1231,using,1292
398,using,1021
398,using,1071
443,using,745
443,using,746
59,using,112
637,using,1088
776,perspective_on,443
776,perspective_on,59
1221,precedes,1238
1238,precedes,1352
1246,using,1306
1261,subframe,1260
1261,subframe,1281
1279,using,1318
1279,using,1327
1281,using,1316
1281,using,1289
1281,using,1349
1281,using,1327
1281,inheritance,1341
1281,inheritance,1282
1281,using,1342
1282,using,1342
1316,inheritance,1329
1316,inheritance,1330
1316,causative_of,1343
1318,inheritance,1343
1328,using,1324
1328,using,1342
1328,subframe,1289
1328,subframe,1316
1328,subframe,1349
1328,using,1281
1328,using,1327
1328,subframe,1238
1328,subframe,1352
1341,using,1342
1342,subframe,1364
1349,subframe,1358
1349,using,1289
1349,using,217
1355,subframe,217
1355,subframe,1328
1355,subframe,656
465,perspective_on,928
465,using,928
964,inheritance,465
257,precedes,297
293,subframe,472
293,subframe,473
293,subframe,474
293,using,618
293,perspective_on,521
293,perspective_on,522
294,precedes,295
295,precedes,298
296,precedes,257
472,perspective_on,294
472,perspective_on,296
472,precedes,473
473,perspective_on,257
473,perspective_on,295
473,precedes,474
474,inheritance,298
474,inheritance,297
521,subframe,296
521,subframe,257
521,subframe,297
522,subframe,294
522,subframe,295
522,subframe,298
1112,using,1113
672,using,1112
1182,causative_of,1186
1182,using,444
206,using,444
444,using,705
444,using,692
491,using,857
73,using,488
74,using,350
75,see_also,349
943,perspective_on,942
943,perspective_on,201
943,perspective_on,73
953,inheritance,206
954,inheritance,1004
1084,inheritance,1085
1084,inheritance,1104
1104,using,1106
264,using,406
265,using,264
393,using,613
393,inheritance,813
393,inheritance,901
393,inheritance,1103
393,inheritance,1119
395,using,401
395,inheritance,1084
395,using,102
401,using,784
784,perspective_on,264
784,perspective_on,265
784,using,406
42,using,326
42,inheritance,913
42,using,945
42,inheritance,338
779,using,40
779,using,43
779,using,41
779,using,338
779,using,352
779,using,370
779,using,365
779,using,274
779,using,23
779,perspective_on,42
779,perspective_on,336
779,inheritance,911
779,using,1141
779,using,1434
910,causative_of,42
911,inheritance,912
911,inheritance,914
911,inheritance,916
911,inheritance,917
911,inheritance,918
911,inheritance,919
914,perspective_on,913
914,perspective_on,915
919,inheritance,920
1022,inheritance,1024
1022,inheritance,1023
1022,inheritance,1020
196,using,549
978,inheritance,987
978,inheritance,980
978,inheritance,1147
980,perspective_on,988
980,perspective_on,989
987,perspective_on,985
987,perspective_on,986
1209,see_also,860
1209,see_also,884
375,using,373
597,using,598
597,using,375
754,see_also,755
1044,using,355
1289,inheritance,1356
1289,inheritance,1357
1289,inheritance,1359
1391,see_also,1383
1391,see_also,1392
1392,using,904
212,using,243
212,see_also,243
212,causative_of,469
214,perspective_on,3
214,perspective_on,620
214,using,1095
214,perspective_on,610
214,perspective_on,562
251,causative_of,440
276,inheritance,213
276,inheritance,252
276,inheritance,362
276,inheritance,611
276,inheritance,359
276,inheritance,648
276,inheritance,395
276,inheritance,388
276,inheritance,123
276,inheritance,696
276,inheritance,717
276,inheritance,398
276,inheritance,1098
276,inheritance,1414
276,inheritance,1426
276,inheritance,1441
276,inheritance,1566
283,causative_of,304
3,using,59
3,using,11
3,inheritance,259
3,inheritance,334
3,using,216
3,using,50
3,using,51
3,using,250
3,using,245
3,using,57
3,see_also,216
3,see_also,59
3,see_also,58
3,see_also,443
3,using,56
3,using,333
3,using,120
3,using,679
3,inheritance,58
3,subframe,747
3,subframe,509
3,using,713
3,using,753
3,using,183
3,inheritance,54
3,inheritance,317
304,using,318
306,causative_of,464
307,causative_of,308
307,inchoative_of,355
308,precedes,355
309,causative_of,310
317,using,247
322,causative_of,320
331,causative_of,333
353,causative_of,313
452,using,647
464,inchoative_of,517
466,causative_of,63
470,using,471
470,inheritance,820
480,causative_of,317
49,using,216
49,using,235
49,using,238
49,using,245
49,inheritance,480
49,subframe,56
49,subframe,57
49,inheritance,264
49,inheritance,927
49,see_also,216
49,see_also,53
49,see_also,56
49,see_also,57
49,see_also,52
49,causative_of,3
505,using,1441
517,inheritance,518
517,using,1001
602,subframe,308
602,subframe,355
63,using,33
63,see_also,468
63,see_also,364
63,see_also,285
63,see_also,470
63,see_also,466
63,see_also,54
63,see_also,471
71,causative_of,452
798,inheritance,799
798,using,883
9,causative_of,458
906,inchoative_of,310
392,using,1467
611,inheritance,612
611,inheritance,1466
611,inheritance,1474
611,inheritance,1471
611,inheritance,563
197,using,594
197,inheritance,448
197,inheritance,740
2,inheritance,33
2,using,282
2,using,261
2,using,29
2,using,38
2,using,253
2,using,80
2,using,26
2,using,110
2,using,430
2,using,27
2,using,218
2,using,28
2,using,119
2,using,416
2,using,198
2,using,118
2,using,262
2,using,31
2,using,34
2,using,405
2,using,35
2,using,271
2,using,426
2,using,290
2,inheritance,632
2,using,688
2,using,752
2,inheritance,30
2,inheritance,32
2,using,738
2,inheritance,36
2,inheritance,780
2,using,931
2,perspective_on,932
2,using,955
2,using,37
253,inheritance,552
253,using,526
253,using,272
262,using,789
272,using,482
272,inheritance,431
272,using,343
272,using,885
272,using,861
272,inheritance,1122
28,using,727
28,inheritance,447
28,using,270
28,using,982
36,using,739
37,using,197
37,inheritance,548
37,using,593
37,using,550
37,using,720
37,inheritance,737
37,inheritance,733
37,using,555
37,using,479
37,inheritance,456
37,inheritance,394
37,inheritance,971
37,inheritance,1367
456,inheritance,1153
456,inheritance,82
463,inheritance,720
479,inheritance,28
720,using,861
82,using,83
82,causative_of,335
932,inheritance,933
1561,subframe,1559
1561,subframe,1559
1561,subframe,1562
1561,subframe,1563
1561,subframe,1564
1579,using,1561
1138,subframe,1483
1138,subframe,1480
1138,subframe,1464
1138,using,231
1138,using,230
1138,subframe,45
1138,subframe,1155
1138,subframe,215
1138,using,1469
1155,precedes,45
1155,see_also,44
1155,using,1466
1155,using,232
1155,metaphorical_projection,921
215,causative_of,1470
215,using,45
215,using,44
215,using,1469
215,using,1146
215,inheritance,1477
215,subframe,1483
215,inheritance,192
215,inheritance,191
215,metaphorical_projection,446
215,metaphorical_projection,1126
230,using,1483
359,using,192
44,using,1138
44,causative_of,45
44,using,736
44,metaphorical_projection,678
45,precedes,44
46,using,1474
1464,using,1467
1464,using,1469
1464,using,1146
1464,using,215
1467,using,392
1469,using,1483
1470,using,1469
1470,inheritance,1188
1470,using,359
1470,using,1474
1472,using,1469
1473,using,1469
1473,inchoative_of,215
1475,metaphorical_projection,446
1477,metaphorical_projection,446
1483,precedes,1480
1483,precedes,1484
1484,precedes,1155
1480,using,1478
1375,using,115
1375,using,146
1375,using,11
1375,using,12
1375,using,211
1375,using,273
1375,using,362
1375,using,1471
1375,using,1465
1375,using,215
1375,using,1566
4,inheritance,60
4,inheritance,61
4,inheritance,64
4,inheritance,15
4,using,63
4,inheritance,65
4,using,96
4,using,470
180,subframe,271
180,subframe,109
180,subframe,181
180,subframe,182
180,using,412
187,perspective_on,188
187,perspective_on,162
189,using,700
189,perspective_on,155
189,perspective_on,156
340,inheritance,106
340,inheritance,24
340,inheritance,341
340,inheritance,342
340,using,68
340,using,38
340,inheritance,731
340,inheritance,709
340,inheritance,368
340,using,407
340,inheritance,125
340,inheritance,78
