idFrame,name
1157,Biological_mechanisms
363,Biological_urge
1165,Birth_scenario
745,Board_vehicle
273,Body_decoration
143,Body_description_holistic
211,Body_description_part
362,Body_mark
11,Body_movement
1375,Body_parts
1471,Body_substances
1014,Bond_maturation
1161,Borrowing
396,Boulder
301,Boundary
213,Bounded_entity
898,Bounded_region
740,Bragging
824,Breaking_apart
822,Breaking_off
1109,Breaking_out_captive
247,Breathing
216,Bringing
241,Bungling
1154,Burying
337,Businesses
1067,Business_closure
1057,Cache
206,Calendric_unit
26,Candidness
498,Capability
951,Capacity
1123,Capital_stock
196,Cardinal_numbers
821,Carry_goods
104,Catastrophe
1172,Catching_fire
16,Categorization
1,Causation
195,Causation_scenario
1149,Cause_benefit_or_detriment
1008,Cause_bodily_experience
442,Cause_change
353,Cause_change_of_consistency
307,Cause_change_of_phase
89,Cause_change_of_position_on_a_scale
798,Cause_change_of_strength
910,Cause_emotion
71,Cause_expansion
480,Cause_fluidic_motion
102,Cause_harm
1470,Cause_health_condition
364,Cause_impact
49,Cause_motion
847,Cause_proliferation_in_number
306,Cause_temperature_change
9,Cause_to_amalgamate
309,Cause_to_be_dry
974,Cause_to_be_included
603,Cause_to_be_sharp
283,Cause_to_be_wet
1171,Cause_to_burn
520,Cause_to_continue
551,Cause_to_end
263,Cause_to_experience
383,Cause_to_fragment
1094,Cause_to_land
466,Cause_to_make_noise
622,Cause_to_make_progress
251,Cause_to_move_in_place
956,Cause_to_perceive
628,Cause_to_resume
990,Cause_to_rot
351,Cause_to_start
267,Cause_to_wake
936,Ceasing_to_be
1352,Ceremonies
129,Certainty
1127,Change_accessibility
753,Change_direction
796,Change_event_duration
444,Change_event_time
313,Change_of_consistency
66,Change_of_leadership
308,Change_of_phase
602,Change_of_phase_scenario
970,Change_of_quantity_of_possession
464,Change_of_temperature
774,Change_operational_state
84,Change_position_on_a_scale
1376,Change_post-state
457,Change_posture
799,Change_resistance
568,Change_tool
1137,Chaos
479,Chatting
246,Chemical-sense_description
1152,Chemical_potency
324,Choosing
1077,Circumscribed_existence
1377,Citing
430,Claim_ownership
530,Clemency
229,Closure
123,Clothing
174,Clothing_parts
1378,Co-association
1260,Coaching_staff
17,Cogitation
449,Cognitive_connection
810,Coincidence
387,Collaboration
897,Collocation_image_schema
802,Colonization
392,Color
997,Color_qualities
1379,Come_down_with
1206,Come_into_effect
454,Come_together
288,Coming_to_be
18,Coming_to_believe
22,Coming_up_with
236,Commemorative
155,Commerce_buy
188,Commerce_collect
189,Commerce_goods-transfer
187,Commerce_money-transfer
162,Commerce_pay
76,Commerce_scenario
156,Commerce_sell
159,Commercial_transaction
27,Commitment
446,Committing_crime
1111,Commonality
463,Communicate_categorization
2,Communication
32,Communication_manner
218,Communication_means
33,Communication_noise
36,Communication_response
1579,Communicative_context
531,Commutation
985,Commutative_process
986,Commutative_statement
332,Compatibility
217,Competition
737,Complaining
683,Completeness
106,Compliance
955,Concessive
1195,Conditional_occurrence
1194,Conditional_scenario
1146,Condition_symptom_relation
407,Conduct
1578,Confirmation_of_attention
921,Confronting_problem
510,Connecting_architecture
388,Connectors
900,Conquering
261,Contacting
902,Contact_image_schema
72,Containers
1007,Container_focused_placing
1005,Container_focused_removing
366,Containing
1380,Containment_scenario
476,Contingency
714,Continued_state_of_affairs
1034,Contrary_circumstances
352,Contrition
806,Control
1099,Controller_object
688,Convey_importance
1071,Convoy
243,Cooking_creation
199,Corporal_punishment
670,Correctness
320,Corroding
322,Corroding_caused
50,Cotheme
1119,Counterattack
415,Court_examination
496,Craft
291,Creating
1269,Crime
445,Crime_scenario
408,Criminal_investigation
180,Criminal_process
1246,Crowd
1306,Crowd_reactions
44,Cure
350,Custom
240,Cutting
934,Cycle_of_existence_scenario
938,Cycle_of_life_and_death
384,Damaging
344,Daring
284,Dead_or_alive
47,Death
1079,Deception_end
1078,Deception_scenario
1054,Deception_success
335,Deciding
613,Defending
884,Degree
560,Degree_of_processing
1261,Delegation
766,Delimitation_of_diversity
944,Delimited_state_scenario
617,Delivery
1381,Deny_or_grant_permission
51,Departing
1467,Description_of_symptom_or_health_condition
1465,Description_oriented_by_body_part
429,Deserving
326,Desirability
636,Desirable_event
338,Desiring
808,Destiny
386,Destroying
640,Detaching
286,Detaining
1056,Detonate_explosive
1484,Diagnosing
19,Differentiation
345,Difficulty
99,Dimension
1253,Dining
193,Direction
1200,Directional_locative_relation
1329,Direct_fouls
1175,Disaster_scenario
28,Discussion
1272,Disease
746,Disembarking
731,Disgraceful_situation
242,Dispersal
1438,Distance_scenario
1104,Distant_operated_IED
542,Distinctiveness
1203,Distributed_abundanced
70,Distributed_position
838,Diversity
431,Documents
606,Dodging
399,Domain
804,Dominate_competitor
803,Dominate_situation
805,Domination
647,Dough_rising
1092,Downing
588,Dressing
875,Drop_in_on
963,Dunking
7,Duplication
73,Duration_description
942,Duration_relation
943,Duration_scenario
922,Dying
1382,Dynamic_situation_scenario
1383,Dynamism
829,Earnings_and_losses
438,Eclipse
702,Economy
101,Education_teaching
684,Electricity
1221,Elimination_tournament
608,Elusive_goal
333,Emanating
1176,Emergency
1179,Emergency_fire
331,Emitting
779,Emotions
919,Emotions_by_possibility
911,Emotions_by_stimulus
914,Emotions_of_mental_activity
912,Emotions_success_or_failure
40,Emotion_directed
43,Emotion_heat
687,Emphasizing
521,Employee_scenario
522,Employer_scenario
295,Employing
473,Employment_continue
474,Employment_end
293,Employment_scenario
472,Employment_start
52,Emptying
29,Encoding
991,Encounter
437,Endangering
1083,Endeavor_failure
811,Enforcing
119,Entering_of_plea
1265,Entertainment
1036,Enter_awareness
226,Entity
1068,Entourage
1477,Epidemic
1031,Erasing
248,Escaping
673,Estimated_value
671,Estimating
250,Evading
325,Evaluative_comparison
168,Event
81,Eventive_affecting
90,Eventive_cognizer_affecting
1384,Event_endstate
1385,Event_initial_state
952,Event_instance
1229,Event_tourism
20,Evidence
502,Evoking
98,Examination
565,Exchange
577,Exchange_currency
540,Exclude_member
245,Excreting
783,Execute_plan
202,Execution
993,Exemplar
994,Exemplariness
1017,Exercising
439,Existence
452,Expansion
21,Expectation
972,Expend_resource
77,Expensiveness
42,Experiencer_focused_emotion
354,Experience_bodily_harm
1124,Experimentation
125,Expertise
653,Explaining_the_facts
1058,Explosion
699,Exporting
738,Expressing_publicly
626,Extradition
703,Extreme_point
715,Extreme_value
147,Facial_expression
346,Fairness_evaluation
266,Fall_asleep
1053,Fall_for
830,Fame
716,Familiarity
717,Fastener
920,Fear
365,Feeling
8,Feigning
618,Fields
432,Fighting_activity
53,Filling
1238,Finals
200,Fining
465,Finish_competition
964,Finish_game
1177,Firefighting
1181,Fire_break
1170,Fire_burning
1178,Fire_emergency_scenario
1168,Fire_end_scenario
1169,Fire_going_out
1167,Fire_stopping_scenario
298,Firing
1106,Firing_point
512,First_experience
371,First_rank
759,Fleeing
317,Fluidic_motion
252,Food
888,Food_gathering
1423,Food_service
761,Forging
370,Forgiveness
607,Forgoing
450,Forming_relationships
823,Fragmentation_scenario
1116,Freeing_from_confinement
74,Frequency
468,Friction
1117,Friendly_or_hostile
1337,frm_becoming_nonfunctional
1448,frm_eating_event
1449,frm_ferramenta
1453,frm_lateralidade
1457,frm_modelo_político_econômico
1459,frm_patterns
1447,frm_vinculação
789,Front_for
78,Frugality
1125,Fugitive
220,Fullness
1040,Function
1386,Funding
1414,Furniture
235,Gathering_up
1452,Gender_or_sexual_orientation_descriptor
30,Gesture
161,Getting
584,Getting_scenario
1387,Getting_triggered
747,Getting_underway
646,Getting_up
637,Getting_vehicle_underway
296,Get_a_job
1275,Get_document
61,Give_impression
127,Giving
256,Giving_birth
666,Giving_in
583,Giving_scenario
97,Gizmo
571,Goal
697,Going_back_on_a_commitment
1100,Government_institution
1270,Go_dancing
950,Go_into_shape
1293,Go_places
1274,Go_shopping
1150,Gradable_artistic_quality
503,Gradable_attributes
1193,Gradable_proximity
1038,Graph_shape
495,Grasp
323,Grinding
145,Grooming
329,Ground_up
893,Growing_food
836,Guest_and_host
536,Guilt_or_innocence
1051,Gusto
115,Hair_configuration
509,Halt
868,Have_associated
660,Have_as_requirement
754,Have_as_translation_equivalent
880,Have_visitor_over
706,Having_commercial_agreement
1483,Healthcare_service
1478,Health_exam
46,Health_response
31,Hearsay
1001,Heat_potential
1209,Hedging
519,Heralding
765,Hiding_objects
402,Hindering
1216,Hire_provide_touristic_services
294,Hiring
850,Historic_event
940,History
939,History_scenario
844,Hit_or_miss
406,Hit_target
705,Holding_off_on
1262,Hospital
882,Hospitality
86,Hostile_encounter
1365,Hosting_event
886,Hunting
889,Hunting_scenario
890,Hunting_success_or_failure
513,Identicality
1388,Identity
1389,Identity_scenario
497,Idiosyncrasy
895,Image_schema
764,Imitating
225,Immobilization
285,Impact
376,Importance
698,Importing
391,Import_export_scenario
663,Imposing_obligation
996,Impression
537,Imprisonment
1390,Improvement_or_decline
1084,Improvised_explosive_device
347,Inclination
554,Inclusion
816,Inclusion_scenario
500,Increment
933,Indicating
1330,Indirect_fouls
848,Individual_history
1356,Individual_moves
866,Ineffability
1188,Infecting
1027,Influencing_potential
712,Information
1098,Information_display
1316,Infractions
656,Infrastructure
238,Ingestion
356,Ingest_substance
621,Ingredients
1144,Inherent_purpose
1108,Inhibit_motion_scenario
221,Inhibit_movement
599,Inspecting
686,Installing
121,Instance
736,Institutionalization
723,Institutions
178,Intentionally_act
207,Intentionally_affect
255,Intentionally_create
1052,Intentional_deception
748,Intentional_traversing
1357,Interactive_moves
677,Intercepting
839,Interrupt_process
359,Intoxicants
192,Intoxication
901,Invading
903,Invasion_scenario
1072,Irregular_combatants
23,Judgment
197,Judgment_communication
448,Judgment_direct_address
1148,Judgment_of_intensity
726,Judicial_body
270,Jury_deliberation
416,Justifying
918,Just_found_out
1156,Key
111,Kidnapping
433,Killing
223,Knot_creation
777,Knot_creation_scenario
594,Labeling
958,Labor_product
1455,Languages
926,Launch_process
482,Law
1101,Law_enforcement_agency
67,Leadership
1035,Leaving_traces
516,Left_to_do
409,Legality
931,Legal_rulings
1160,Lending
1391,Level_of_force_exertion
1392,Level_of_force_resistance
1140,Level_of_light
120,Light_movement
103,Likelihood
1143,Limitation
1142,Limiting
375,Linguistic_meaning
1048,Living_conditions
953,Location_in_time
96,Location_of_light
1207,Location_on_path
1162,Locative_scenario
856,Lodging_scenario
184,Lose_possession
190,Lose_possession_scenario
966,Losing
494,Losing_it
965,Losing_someone
967,Losing_track_of
969,Losing_track_of_perceiver
968,Losing_track_of_theme
809,Luck
1462,Machinery
529,Make_acquaintance
616,Make_agreement_on_action
227,Make_cognitive_connection
1129,Make_compromise
63,Make_noise
1183,Making_arrangements
462,Making_faces
85,Manipulate_into_doing
949,Manipulate_into_shape
12,Manipulation
1047,Manner
1046,Manner_of_life
377,Manufacturing
693,Margin_of_resolution
259,Mass_motion
232,Materials_used_in_healthcare
1147,Mathematical_relationship
800,Means
1292,Means_of_transportation
486,Measurable_attributes
772,Measures
142,Measure_area
467,Measure_by_action
201,Measure_duration
135,Measure_mass
140,Measure_of_distance_and_length
773,Measure_scenario
141,Measure_volume
215,Medical_conditions
1138,Medical_interaction_scenario
1155,Medical_intervention
230,Medical_professionals
231,Medical_specialties
1466,Medicines
885,Medium
979,Meet_specifications
982,Meet_with
976,Meet_with_response
511,Membership
1112,Member_of_military
541,Memorization
124,Memory
778,Mental_activity
24,Mental_property
913,Mental_stimulus_exp_focus
915,Mental_stimulus_stimulus_focus
932,Mention
672,Military
1118,Military_operation
1002,Mining
533,Misdeed
791,Money
341,Morality_evaluation
3,Motion
334,Motion_directional
54,Motion_noise
214,Motion_scenario
1289,Moves
440,Moving_in_place
1441,Musical_instruments
595,Namesake
198,Name_conferral
1276,Natural_disaster
171,Natural_features
1439,Natural_phenomena
629,Needing
1189,Negation
1196,Negative_conditional
730,Network
505,Noise_makers
988,Non-commutative_process
989,Non-commutative_statement
1190,Non-gradable_proximity
1080,Noncombatant
1043,Notability
118,Notification_of_charges
863,Nuclear_process
528,Objective_influence
662,Obligation_scenario
831,Obscurity
625,Obviousness
633,Occupy_rank
400,Offenses
983,Offering
1393,Offshoot
381,Omen
1133,Ontogeny
59,Operate_vehicle
1095,Operate_vehicle_scenario
664,Operating_a_system
604,Operational_testing
644,Opinion
1011,Opportunity
995,Optical_image
549,Ordinal_numbers
1560,Organização_da_conversa
627,Organization
1561,Organization_of_conversation
916,Others_situation_as_stimulus
937,Out_of_existence
441,Pardon
321,Partiality
546,Participation
501,Partitive
302,Part_edge
299,Part_inner_outer
303,Part_ordered_segments
131,Part_orientational
130,Part_piece
128,Part_whole
927,Passing
763,Passing_off
1475,Pathogen
55,Path_shape
713,Path_traveled
1076,Patrolling
947,Pattern
1214,Pay_collect_touristic_services
1486,People_by_criminal_framing
1451,People_by_gender_or_sexual_orientation
1469,People_by_health_condition
1113,People_by_military_specialty
524,People_by_vocation
4,Perception
60,Perception_active
62,Perception_body
64,Perception_experience
382,Performers_and_roles
374,Performing_arts
1433,Personality_traits
1018,Personal_success
276,Physical_entity
112,Piracy
56,Placing
1006,Placing_scenario
1049,Planned_trajectory
1254,Planning_by_tourist
894,Planting
1187,Plants
727,Point_of_dispute
1264,Police
1015,Popularity
762,Posing_as
88,Position_on_a_scale
107,Possession
941,Possibility
13,Posture
578,Post_getting
580,Post_giving
186,Post_lose_possession
575,Post_receiving
582,Post_transfer
484,Practice
368,Praiseworthiness
1064,Prank
1136,Precariousness
287,Precipitation
274,Predicament
394,Predicting
742,Preference
1198,Preferred_alternative_scenario
865,Preliminaries
1236,Preliminary_stage
859,Presence
1394,Presentation_of_mitigation
311,Preserving_materials
262,Prevarication
1395,Preventing_or_letting
1396,Prevent_or_allow_possession
576,Pre_getting
579,Pre_giving
185,Pre_lose_possession
574,Pre_receiving
581,Pre_transfer
1023,Price_per_unit
357,Prison
1012,Probability
209,Process
435,Processing_materials
210,Process_completed_state
133,Process_continue
208,Process_end
138,Process_initial_state
795,Process_pause
136,Process_resume
122,Process_start
132,Process_stop
139,Process_stopped_state
794,Process_uncompleted_state
1202,Procreative_sex
700,Product_delivery
1132,Product_development
1131,Product_development_scenario
1041,Product_line
1397,Progression
1398,Prohibiting_or_licensing
559,Project
718,Proliferating_in_number
651,Prominence
710,Proper_reference
1024,Proportion
860,Proportional_quantity
743,Protecting
855,Provide_lodging
896,Proximity_image_schema
724,Public_services
1081,Publishing
930,Punctual_perception
417,Purpose
1166,Putting_out_fire
170,Quantified_mass
1075,Quantity
447,Quarreling
34,Questioning
297,Quitting
992,Race_descriptor
623,Range
631,Rank
682,Ranked_expectation
116,Rape
709,Rashness
1019,Rate_description
1020,Rate_quantification
624,Ratification
1180,Reading_activity
971,Reading_aloud
254,Reading_perception
418,Reason
282,Reasoning
632,Reassuring
879,Receive_visitor_scenario
380,Receiving
573,Receiving_scenario
5,Reciprocality
733,Recording
1122,Records
45,Recovery
679,Redirecting
1279,Referees
1318,Referee_actions
861,Reference_text
596,Referring_by_name
701,Reforming_a_system
642,Regard
905,Region_with_portal
1436,Reject_leadership
732,Rejuvenation
924,Relating_concepts
224,Relation
1086,Relational_location
1022,Relational_quantity
775,Relation_between_individuals
75,Relative_time
289,Releasing
781,Releasing_from_custody
477,Reliance
478,Reliance_on_expectation
506,Religious_belief
514,Remainder
591,Remembering_experience
589,Remembering_information
590,Remembering_to_do
57,Removing
812,Removing_scenario
385,Render_nonfunctional
785,Renting
786,Renting_out
593,Renunciation
369,Reparation
1013,Repayment
904,Repel
538,Replacing
405,Reporting
1120,Representative
957,Representing
35,Request
1134,Request_entity
635,Required_event
661,Requirement_scenario
1185,Rescuing
553,Research
1121,Reserving
316,Reshaping
678,Resolve_problem
739,Respond_to_proposal
605,Response
975,Response_scenario
1102,Responsibility
499,Rest
1399,Result_of_attempt_scenario
645,Resurrection
1163,Retaining
548,Reveal_secret
319,Revenge
1063,Revolution
194,Rewards_and_punishments
443,Ride_vehicle
650,Rising_to_a_challenge
792,Risky_situation
793,Risk_scenario
275,Rite
183,Roadways
91,Robbery
222,Rope_manipulation
312,Rotting
348,Run_risk
1130,Sacrificing_for
1343,Sanctions
977,Satisfying
722,Scarcity
1182,Scheduling
864,Scope
600,Scouring
770,Scrutinizing_for
25,Scrutiny
771,Searching_scenario
547,Secrecy_status
244,Seeking
655,Seeking_to_achieve
1055,See_through
1097,Self_control
58,Self_motion
219,Sending
65,Sensation
271,Sentencing
728,Sent_items
10,Separating
948,Sequence
1039,Serving_in_capacity
1174,Setting_back_burn
258,Setting_fire
751,Setting_out
734,Set_of_interrelated_entities
818,Set_relation
421,Severity_of_offense
1201,Sex
1204,Sexual_reproduction_scenario
489,Shaped_part
300,Shapes
1164,Sharing
601,Sharpness
784,Shooting_scenario
264,Shoot_projectiles
832,Shopping
961,Short_selling
648,Sidereal_appearance
397,Sign
552,Sign_agreement
260,Silencing
403,Similarity
597,Simple_name
598,Simple_naming
841,Simultaneity
1000,Size
239,Sleep
268,Sleep_wake_cycle
158,Smuggling
305,Soaking
909,Soaking_up
68,Sociability
935,Socially_significant_history_scenario
340,Social_behavior_evaluation
228,Social_connection
1105,Social_desirability
114,Social_event
999,Social_event_collective
998,Social_event_individuals
342,Social_interaction_evaluation
327,Sole_instance
470,Sounds
959,Sound_level
471,Sound_movement
620,Source_of_getting
562,Source_path_goal
1191,Spatial_contact
426,Speak_on_topic
1110,Specific_individual
487,Speed_description
526,Spelling_and_pronouncing
1349,Sports
1358,Sports_disciplines
1327,Sports_equipment
1328,Sports_event
1355,Sports_scenario
1324,Sports_temporal_subdivision
1342,Sports_venues
1364,Sports_venues_subparts
615,Stage_of_progress
1090,Standing_by
137,State
37,Statement
556,State_continue
719,State_of_entity
41,Stimulate_emotion
336,Stimulus_focus
451,Stinginess
669,Store
689,Storing
69,Strictness
539,Studying
82,Suasion
527,Subjective_influence
1003,Subjective_temperature
676,Submitting_documents
1045,Subsisting
611,Substance
355,Substance_by_phase
532,Subversion
752,Successfully_communicate_message
639,Successful_action
638,Success_or_failure
314,Sufficiency
1103,Suicide_attack
339,Suitability
780,Summarizing
1460,Supernatural_entity
619,Supply
883,Supporting
330,Surpassing
410,Surrendering
667,Surrendering_possession
801,Surviving
411,Suspicion
204,Symmetrical_collective_reciprocality
1464,Symptoms
729,System
1025,System_complexity
1480,Take_a_medical_exam
566,Take_place_of
379,Taking
1107,Taking_captive
609,Taking_sides
488,Taking_time
83,Talking_into
1009,Tasting
1173,Team
456,Telling
517,Temperature
840,Temporal_collocation
515,Temporal_pattern
654,Temporal_subregion
1139,Temporary_leave
835,Temporary_stay
1159,Temporary_transfer_scenario
680,Terms_of_agreement
790,Terrorism
272,Text
253,Text_creation
87,Theft
1044,Thermodynamic_phase
1558,Threatening
797,Thriving
422,Thwarting
954,Timespan
1186,Timetable
1004,Time_period_of_action
349,Time_vector
945,Tolerating
1145,Tool_purpose
343,Topic
849,Touring
1228,Tourism_scenario
1226,Tourism_scenario_departure
1227,Tourism_scenario_preparation
1225,Tourism_scenario_stay
1255,Touristic_service
1259,Tourist_activities
1278,Tourist_departure_locality
1424,Tourist_departure_lodging
1222,Tourist_potential
1210,Tourist_service_buy
1215,Tourist_service_collect
1213,Tourist_service_pay
1263,Tourist_service_reserve
1211,Tourist_service_sell
1212,Tourist_service_transaction
563,Toxic_substance
1431,Toys
1489,Trafficking
160,Transfer
585,Transfer_scenario
1400,Transition_to_a_quality
1401,Transition_to_a_situation
1402,Transition_to_a_state
6,Transitive_action
750,Translating
1231,Transportation
1096,Transportation_status
1059,Trap
315,Travel
610,Traversing
1158,Treating_and_mistreating
834,Trendiness
181,Trial
1060,Triggering
787,Trust
1010,Trying_out
292,Try_defendant
1559,Turn passing
962,Turning_out
1564,Turn_confirmation
1562,Turn_keeping
1563,Turn_taking
117,Type
543,Typicality
555,Unattributed_information
782,Undergoing
1403,Undergoing_scenario
567,Undergo_change
1404,Undergo_transformation
587,Undressing
725,Unemployment_rate
1463,Urban_furniture
681,Used_up
453,Usefulness
265,Use_firearm
776,Use_vehicle
544,Using
1030,Using_resource
1426,Utensils
398,Vehicle
1088,Vehicle_departure_initial_stage
1093,Vehicle_landing
1021,Vehicle_subpart
290,Verdict
592,Verification
881,Version_sequence
1085,Victim_operated_IED
1126,Violence
851,Visiting
870,Visiting_scenario
872,Visiting_scenario_arrival
873,Visiting_scenario_departing
874,Visiting_scenario_stay
871,Visitor_and_host
853,Visitor_arrival
854,Visitor_departure
852,Visitor_scenario
869,Visit_host
876,Visit_host_arrival
878,Visit_host_departure
877,Visit_host_stay
1472,Vital_signs
820,Vocalizations
38,Volubility
984,Wagering
692,Waiting
269,Waking_up
413,Want_suspect
1153,Warning
707,Waver_between_options
79,Wealthiness
395,Weapon
146,Wearing
277,Weather
819,Wholes_and_parts
744,Willingness
1359,Winning_moves
928,Win_prize
674,Withdraw_from_participation
652,Within_distance
373,Word_relations
837,Work
1074,Working_a_post
1434,Worry
