HubNode,FrameElements
ClusterHub_189,Distance_scenario.Distance;Gradable_proximity.Distance;Non-gradable_proximity.Distance
ClusterHub_190,Documents.Document;Get_document.Document;Terms_of_agreement.Agreement
ClusterHub_191,Government_institution.Domain;Institutions.Domain;Judicial_body.Domain;Public_services.Domain
ClusterHub_192,Borrowing.Lender;Commerce_buy.Seller;Commerce_goods-transfer.Seller;Post_receiving.Donor;Post_transfer.Donor;Receiving.Donor;Renting.Lessor;Transfer.Donor
ClusterHub_193,Giving_scenario.Donor;Lose_possession_scenario.Donor;Pre_lose_possession.Owner
ClusterHub_194,Getting_scenario.Source;Pre_receiving.Donor;Receiving_scenario.Donor
ClusterHub_195,Temporary_transfer_scenario.Lender;Transfer_scenario.Donor
ClusterHub_196,Cause_to_land.Operator;Getting_vehicle_underway.Driver;Operate_vehicle.Driver;Operate_vehicle_scenario.Operator;Use_vehicle.Driver
ClusterHub_197,Becoming_dry.Entity;Being_dry.Item;Cause_to_be_dry.Dryee
ClusterHub_198,Activity_ongoing.Duration;Activity_pause.Duration;Activity_stop.Duration;Being_active.Duration;Cause_to_move_in_place.Duration;Possession.Duration;Retaining.Duration
ClusterHub_199,Being_at_risk.Duration;Body_movement.Duration;Breathing.Duration;Burying.Duration;Cotheme.Duration;Dressing.Duration;Emanating.Duration;Emitting.Duration;Facial_expression.Duration;Fleeing.Duration;Fluidic_motion.Duration;Halt.Duration;Intentional_traversing.Duration;Mass_motion.Duration;Motion.Duration;Motion_directional.Duration;Motion_noise.Duration;Motion_scenario.Duration;Operate_vehicle.Duration;Operating_a_system.Duration;Operational_testing.Duration;Piracy.Duration;Placing.Duration;Precariousness.Duration;Ride_vehicle.Duration;Self_motion.Duration;Storing.Duration;Tourism_scenario.Duration;Travel.Duration;Traversing.Duration;Use_vehicle.Duration
ClusterHub_200,Accuracy.Target_value;Duration_relation.Duration;Duration_scenario.Duration;Extreme_value.Value;Measurable_attributes.Value;Measure_scenario.Value;Sound_level.Volume;Speed_description.Speed;Unemployment_rate.Value
ClusterHub_201,Cause_to_continue.Duration;Come_into_effect.Duration;Delimited_state_scenario.Duration;Process_continue.Duration;Process_start.Duration;Process_stop.Duration;Sleep.Duration;State_continue.Duration;Time_period_of_action.Duration;Timespan.Duration
ClusterHub_202,Assigned_location.Task;Being_necessary.Requirement;Being_obligated.Duty;Being_obligatory.Duty;Documents.Obligation;Imposing_obligation.Duty;Obligation_scenario.Duty;Required_event.Required_situation;Temporary_leave.Activity;Terms_of_agreement.Requirements
ClusterHub_203,Education_professional.Employer;Educational_institution_attribute.Educational_institution;educational_institution.Institution;educational_institution.Members;educational_institution.Name
ClusterHub_204,Causation.Effect;Causation_scenario.Effect
ClusterHub_205,Emanating.Emission;Emitting.Emission
ClusterHub_206,Craft.Practitioner;Custom.Protagonist;Employee_scenario.Employee;Employer_scenario.Employee;Employment_continue.Employee;Employment_end.Employee;Employment_scenario.Employee;Employment_start.Employee;Fields.Practitioner;Frequency.Salient_entity;Manner_of_life.Experiencer
ClusterHub_207,Employing.Employee;Firing.Employee;Hiring.Employee
ClusterHub_208,Being_employed.Employer;Get_a_job.Employer;Quitting.Employer
ClusterHub_209,Employee_scenario.Employer;Employer_scenario.Employer;Employment_continue.Employer;Employment_end.Employer;Employment_scenario.Employer;Employment_start.Employer
ClusterHub_210,Meet_specifications.Standard;Sufficiency.Enabled_situation
ClusterHub_211,Aiming.Targeted;Attempt_distant_interaction_scenario.Target;Cause_to_move_in_place.Theme;Hit_or_miss.Target;Ingest_substance.Substance;Ingestion.Ingestibles;Manipulation.Entity;Moving_in_place.Theme;frm_eating_event.fe_Ingeríveis
ClusterHub_212,Aging.Entity;Arriving.Theme;Becoming_separated.Whole;Borrowing.Theme;Catastrophe.Patient;Catching_fire.Fuel;Cause_to_land.Vehicle;Coming_up_with.Cognizer;Departing.Theme;Destiny.Protagonist;Disembarking.Traveller;Escaping.Escapee;Eventive_affecting.Entity;Explosion.Explosive;Go_into_shape.Theme;Historic_event.Entity;Individual_history.Participant;Lose_possession.Theme;Luck.Protagonist;Post_receiving.Theme;Receiving.Theme;Response.Responding_entity;Response_scenario.Responding_entity;Soaking_up.Item;Transfer.Theme;Undergoing.Entity;Vehicle_landing.Vehicle;frm_becoming_nonfunctional.fe_becoming_nonfunctional_artifact
ClusterHub_213,Abounding_with.Location;Adjacency.Figure;Aggregate.Individuals;Alliance.Member_1;Alliance.Member_2;Alliance.Members;Amassing.Recipient;Attention.Perceiver;Be_in_agreement_on_action.Party_1;Bearing_arms.Protagonist;Being_attached.Item;Being_detached.Item;Being_located.Theme;Board_vehicle.Traveller;Cache.Resource;Capital_stock.Shareholder;Ceasing_to_be.Entity;Change_of_quantity_of_possession.Owner;Chaos.Entity;Circumscribed_existence.Entity;Coming_to_be.Entity;Commerce_collect.Seller;Continued_state_of_affairs.State_of_affairs;Dead_or_alive.Protagonist;Desirability.Affected_party;Directional_locative_relation.Figure;Distance_scenario.Location_1;Distributed_abundanced.Location;Distributed_position.Theme;Dynamic_situation_scenario.Entity;Entourage.Individuals;Event_endstate.Entity;Event_initial_state.Entity;Existence.Entity;Expected_location_of_person.Person;Getting.Recipient;Goal.Trajector;Government_institution.Members;Gradable_proximity.Figure;Have_associated.Entity;Institutions.Members;Interior_profile_relation.Figure;Judicial_body.Judges;Law_enforcement_agency.Members;Locale_by_ownership.Owner;Location_on_path.Figure;Locative_relation.Figure;Locative_scenario.Figure;Military.Members;Natural_features.Locale;Non-gradable_proximity.Figure;Organization.Members;Path_shape.Road;Possession.Owner;Post_getting.Recipient;Posture.Agent;Pre_getting.Recipient;Predicament.Experiencer;Presence.Entity;Product_development.Product;Product_line.Products;Relational_natural_features.Focal_feature;Resurrection.Protagonist;Ride_vehicle.Theme;Spatial_co-location.Figure;Spatial_contact.Figure;State.Entity;State_continue.Entity;State_of_entity.Entity;State_of_process.Process;Stative_configuration.Entity;Stative_location.Entity;Store.Resource;Subjective_state.Entity;Surrounding.Figure;Symptoms.Patient;Team.Members;Temporary_group.Members;Temporary_leave.Person;Thriving.Entity;Topic.Text;Transportation_status.Rider;Use_vehicle.Theme;Within_distance.Figure
ClusterHub_214,Cardinal_numbers.Entity;Ordinal_numbers.Type
ClusterHub_215,Appellations.Name;Being_named.Entity;Labeling.Entity;Name_conferral.Entity;Namesake.Entity;Referring_by_name.Entity
ClusterHub_216,Active_substance.Substance;Actually_occurring_entity.Instance;Animals.Animal;Biological_entity.Organism;Body_mark.Body_mark;Cycle_of_existence_scenario.Entity;Cycle_of_life_and_death.Protagonist;Education_professional.Education_professional;Entity.Entity;Food.Food;Furniture.Piece_of_furniture;Intoxicants.Intoxicant;Intoxication.Intoxicant;Irregular_combatants.Combatant;Languages.fe_Língua;Noncombatant.Person;Out_of_existence.Entity;People.Person;People_along_political_spectrum.Individual;People_by_jurisdiction.Person;People_by_leisure_activity.Person;People_by_vocation.Person;Personal_protective_equipment.Individual_protective_equipment;Physical_entity.Entity;Plants.Plant;Referees.Role;Representative.Representative;Representing.Entity;Sidereal_appearance.Astronomical_entity;Social_entity.Entity;Student_body.Student;Substance.Substance;Utensils.Utensil
ClusterHub_217,Health_response.Protagonist;Inclination.Entity;Sociability.Protagonist
ClusterHub_218,Adjusting.Part;Cause_change.Entity;Change_event_duration.Event;Change_event_time.Event;Exchange_currency.Money;Nuclear_process.Element;Ontogeny.Entity;Progression.Entity;Reforming_a_system.Entity;Stage_of_progress.Entity;Undergo_change.Entity;Undergo_transformation.Entity
ClusterHub_219,Addiction.Addict;Artificiality.Entity;Attributes.Entity;Being_rotted.Patient;Being_wet.Item;Beyond_compare.Standard;Biological_urge.Experiencer;Body_description_holistic.Individual;Body_description_part.Individual;Capability.Event;Cause_change_of_position_on_a_scale.Item;Cause_proliferation_in_number.Set;Cause_temperature_change.Item;Cause_to_be_wet.Patient;Change_of_quantity_of_possession.Possession;Change_of_temperature.Item;Change_position_on_a_scale.Item;Chemical-sense_description.Perceptual_source;Chemical_potency.Chemical_entity;Color.Entity;Color_qualities.Color;Compatibility.Item_1;Completeness.Whole;Condition_symptom_relation.Patient;Correctness.Information;Destiny.State_of_affairs;Emergency.Experiencer;Evaluative_comparison.Profiled_item;Extreme_point.Entity;Familiarity.Entity;First_rank.Item;Frequency.Event;Friendly_or_hostile.Side_1;Friendly_or_hostile.Side_2;Friendly_or_hostile.Sides;Gradable_artistic_quality.Entity;Gradable_attributes.Entity;Infecting.Infected_entity;Intoxication.Cognizer;Judgment_of_intensity.Entity;Language__ability.user;Level_of_light.Location;Likelihood.Hypothetical_event;Lively_place.Location;Luck.State_of_affairs;Margin_of_resolution.Outcome;Medical_conditions.Patient;Notability.Type;Obscurity.Entity;Obviousness.Phenomenon;People_by_health_condition.Person;Position_on_a_scale.Item;Possibility.Possible_event;Proliferating_in_number.Set;Prominence.Entity;Quality.Entity;Race_descriptor.Person;Range.Event;Ranked_expectation.Entity;Remainder.Resource;Rotting.Patient;Scope.Event;Sharpness.Entity;Sufficiency.Item;Suitability.Evaluee;Surpassing.Profiled_item;System_complexity.System;Textuality-attributes.Text;Used_up.Resource;Usefulness.Entity;Wealthiness.Person;frm_lateralidade.fe_Entidade
ClusterHub_220,Age.Entity;Ambient_temperature.Place;Dimension.Object;Duration_description.Eventuality;Extreme_value.Entity;Heat_potential.Experiencer;Location_of_light.Figure;Measurable_attributes.Entity;People_by_age.Person;Quantity.Entity;Rate_description.Event;Size.Entity;Sound_level.Entity;Speed_description.Entity;Subjective_temperature.Experiencer;Temperature.Entity;Unemployment_rate.Individuals
ClusterHub_221,Access_scenario.Theme;Being_up_to_it.Entity;Capability.Entity;Capacity.Entity;Gusto.Person;Having_or_lacking_access.Theme;Range.Participant
ClusterHub_222,Aesthetics.Entity;Artistic_style.Artwork
ClusterHub_223,Indigenous_origin.Entity;Origin.Entity;People_by_origin.Person
ClusterHub_224,Linguistic_meaning.Meaning;Simple_name.Entity;Simple_naming.Entity
ClusterHub_225,Distance_scenario.Stuff;Measure_area.Area;Measure_by_action.Entity;Measure_duration.Process;Measure_mass.Stuff;Measure_of_distance_and_length.Stuff;Measure_volume.Stuff;Measures.Entity
ClusterHub_226,Distance_scenario.Locations;Duration_scenario.Period;Gradable_proximity.Figures;Measure_scenario.Entity;Quantified_mass.Mass
ClusterHub_227,Being_located.Location;Presence.Location;Temporary_stay.Host;Visit_host_stay.Host;Visiting.Entity;Visiting_scenario_stay.Entity;Visitor_departure.Source
ClusterHub_228,Drop_in_on.Host;Visit_host.Host;Visitor_arrival.Goal;Visitor_scenario.Entity
ClusterHub_229,Research.Question;Tasting.Food;Trying_out.Entity;Trying_out.Experience
ClusterHub_230,Authority.Theme;Influencing_potential.Entity;Influencing_potential.State_of_affairs;Manipulate_into_doing.Victim
ClusterHub_231,Becoming_aware.Ground;Becoming_visible.Entity;Give_impression.Ground;Location_of_light.Ground;Make_noise.Noisy_event;Perception.Phenomenon;Perception_active.State;Perception_experience.State;Punctual_perception.Ground;Sensation.Ground;Sound_movement.Sound_source;Sounds.Sound_source;Touring.Ground;Vocalizations.Sound_source
ClusterHub_232,Locale_by_collocation.Entity;Locale_by_event.Defining_event
ClusterHub_233,Becoming.Entity;Transition_to_a_quality.Entity;Transition_to_a_state.Entity
ClusterHub_234,Accompaniment.Participant;Alternatives.Situation;Alternativity.Profiled_alternative;Basis_for_attribute.Trajector;Calendric_unit.Salient_event;Configuration_relation.Entity_1;Duration_relation.Period;Entity_relation.Entity_1;Forming_relationships.Partner_1;Idiosyncrasy.Entity;Kinship.Alter;Location_in_time.Salient_event;Negation.Negated_proposition;Partitive.Subset;People_by_residence.Indicated_resident;Personal_relationship.Partner_1;Relation.Entity_1;Relation_between_individuals.Individual_1;Relative_time.Focal_occasion;Sequence.Entity_1;Simultaneity.Profiled_event;Social_connection.Individual_1;Subordinates_and_superiors.Subordinate;Temporal_collocation.Trajector_entity;Temporal_collocation.Trajector_period;Time_period_of_action.Action;Time_relation.Entity_1;Time_vector.Event
ClusterHub_235,Accompaniment.Co-participant;Basis_for_attribute.Landmark;Configuration_relation.Entity_2;Entity_relation.Entity_2;Forming_relationships.Partner_2;Idiosyncrasy.Idiosyncrasy;Inherent_purpose.Goal;Kinship.Ego;Partitive.Group;Personal_relationship.Partner_2;Relation.Entity_2;Relation_between_individuals.Individual_2;Relative_time.Landmark_occasion;Sequence.Entity_2;Simultaneity.Landmark_event;Social_connection.Individual_2;Subordinates_and_superiors.Superior;Temporal_collocation.Landmark_event;Temporal_collocation.Landmark_period;Time_relation.Entity_2;Time_vector.Landmark_event;Tool_purpose.Purpose
ClusterHub_236,Entertainment.Establishment;Hire_provide_touristic_services.Operator;Pay_collect_touristic_services.Operator;Tourist_service_buy.Operator;Tourist_service_collect.Operator;Tourist_service_pay.Operator;Tourist_service_reserve.Operator;Tourist_service_sell.Operator;Tourist_service_transaction.Operator;Touristic_service.Establishment
ClusterHub_237,Tasting.Agent;Trying_out.Evaluator
ClusterHub_238,Bragging.Addressee;Exemplar.Instance;Exemplariness.Entity;Judgment.Evaluee;Judgment_communication.Addressee;Judgment_communication.Evaluee;Judgment_direct_address.Addressee;Praiseworthiness.Evaluee;Regard.Evaluee
ClusterHub_239,Guilt_or_innocence.Accused;Misdeed.Wrongdoer;Morality_evaluation.Evaluee;People_by_morality.Person
ClusterHub_240,Eventive_cognizer_affecting.Event;Suasion.Text
ClusterHub_241,Participation.Event;Withdraw_from_participation.Activity
ClusterHub_242,Attitude_description.Time;Emotion_directed.Event;Emotion_heat.Expression;Emotions.Event;Emotions_by_possibility.Event;Emotions_by_stimulus.Event;Emotions_success_or_failure.Event
ClusterHub_243,Catching_fire.Fire;Undergoing.Event
ClusterHub_244,History_scenario.Event;Socially_significant_history_scenario.Event
ClusterHub_245,Duration_relation.Eventuality;Duration_scenario.Event
ClusterHub_246,Making_arrangements.Event;Scheduling.Event;Timetable.Events
ClusterHub_247,Attend_event.Event;Event_tourism.Event;Go_dancing.Description;Go_places.Depictive;Go_shopping.Description;Hosting_event.Event;Temporary_stay.Descriptor;Tourism_scenario_stay.Depictive;Tourist_activities.Description
ClusterHub_248,Change.Event;Chaos.State;Coincidence.State_of_affairs;Dynamic_situation_scenario.Event;Event.Event;Event_endstate.State;Event_initial_state.State;Eventive.Event;Losing_someone.Deceased;Manner.Comparison_event;Process.Process;State.State;State_of_entity.State;State_of_process.State;Stative_configuration.State;Stative_location.State;Subjective_state.State;Temporal_pattern.Process;Temporal_pattern.Subevent;Thriving.Desirability
ClusterHub_249,History.Topic;Individual_history.Events
ClusterHub_250,Awareness.Evidence;Awareness_situation.Evidence;Awareness_status.Evidence;Coming_to_believe.Evidence;Deception_success.Phenomenon;Differentiation.Quality;Fall_for.Deception;Grasp.Evidence;Mental_activity.Evidence;Opinion.Evidence;See_through.State_of_affairs
ClusterHub_251,Arithmetic.Term2;Arithmetic_commutative.Term2;Arithmetic_non-commutative.Term_2;Asymmetric_reciprocality.Protagonist_2;Businesses.Service_provider;Collaboration.Partner_2;Commerce_scenario.Seller;Commercial_transaction.Seller;Commonality.Entity_2;Commutative_process.Term2;Commutative_statement.Term2;Exchange.Exchanger_2;Exchange_currency.Exchange_service;Make_acquaintance.Individual_2;Mathematical_relationship.Expression_2;Non-commutative_process.Term_2;Non-commutative_statement.Term_2;Participation.Participant_2;Reciprocality.Protagonist_2;Sharing.Protagonist_2;Symmetrical_collective_reciprocality.Protagonists
ClusterHub_252,Standing_by.Expected_request;Waiting.Expected_event
ClusterHub_253,Desiring.Experiencer;Experiencer_focused_emotion.Experiencer;Mental_stimulus_exp_focus.Experiencer;Preference.Experiencer;Sacrificing_for.Agent;Tolerating.Experiencer
ClusterHub_254,Cause_bodily_experience.Experiencer;Perception_body.Experiencer
ClusterHub_255,Exporting.Exporting_area;Import_export_scenario.Exporting_area;Importing.Exporting_area
ClusterHub_256,Facial_expression.Expression;Making_faces.Cognate_event
ClusterHub_257,Awareness.Expressor;Awareness_situation.Expressor;Certainty.Expressor;Grasp.Faculty;Mental_activity.Expressor;Trust.Expressor
ClusterHub_258,Bragging.Expressor;Judgment.Expressor;Judgment_communication.Expressor;Judgment_direct_address.Expressor
ClusterHub_259,Becoming_silent.Expressor;Silencing.Expressor
ClusterHub_260,Hospitality.Expressor;Partiality.Expressor;Social_interaction_evaluation.Expressor;Stinginess.Expressor;Strictness.Expressor
ClusterHub_261,Annoyance.Expressor;Contrition.Expressor;Emotion_directed.Expressor;Emotions.Expressor;Emotions_by_possibility.Expressor;Emotions_by_stimulus.Expressor;Emotions_success_or_failure.Expressor;Experiencer_focused_emotion.Expressor;Fear.Expressor;Just_found_out.Expressor;Mental_stimulus_exp_focus.Expressor
ClusterHub_262,Bounded_region.Exterior;Region_with_portal.Exterior
ClusterHub_263,Catastrophe.Undesirable_event;Emphasizing.Consideration;Eventive_affecting.Event;Historic_event.Event;Importance.Factor;Social_event.Social_event
ClusterHub_264,Birth_scenario.Father;Giving_birth.Father;Sexual_reproduction_scenario.Father
ClusterHub_265,Being_employed.Field;Quitting.Field
ClusterHub_266,Employing.Field;Hiring.Field
ClusterHub_267,Dead_or_alive.Figure;Subsisting.Entity
ClusterHub_268,Attention.Figure;Cause_to_perceive.Phenomenon;Locating.Sought_entity;Make_noise.Sound;Perception.Sought_phenomenon;Perception_active.Phenomenon;Perception_experience.Phenomenon;Punctual_perception.Phenomenon;Searching_scenario.Phenomenon;Seeking.Sought_entity;Sensation.Percept
ClusterHub_269,Adjusting.Imposed_purpose;Cause_change.Final_category;Cause_to_make_progress.Post_state;Change_event_time.Destination_event;Exchange_currency.Target_currency;Nuclear_process.Final_element;Ontogeny.Post_state;Progression.Post_state;Undergo_change.Final_category;Undergo_transformation.Final_category
ClusterHub_270,Cause_proliferation_in_number.Final_state;Cause_temperature_change.Temperature_goal;Change_of_temperature.Final_temperature;Change_position_on_a_scale.Final_state;Proliferating_in_number.Final_state
ClusterHub_271,Cause_change_of_position_on_a_scale.Value_1;Cause_change_of_position_on_a_scale.Value_2;Cause_proliferation_in_number.Final_number;Cause_proliferation_in_number.Initial_number;Change_position_on_a_scale.Final_value;Change_position_on_a_scale.Initial_value;Change_position_on_a_scale.Value_range;Delimitation_of_diversity.Limits;Position_on_a_scale.Value;Probability.Position;Proliferating_in_number.Final_number;Proliferating_in_number.Initial_number;Remainder.Remainder
ClusterHub_272,Adjusting.Final_value;Cause_change.Final_value;Change_event_duration.New_duration;Change_event_time.Destination_time;Exchange.Theme_2;Exchange_currency.Sum_2;Holding_off_on.End_point;Undergo_change.Final_quality
ClusterHub_273,Jury_deliberation.Possible_sentence;Legal_rulings.Finding;Verdict.Finding
ClusterHub_274,Fire_end_scenario.Fire;Fire_going_out.Fire;Fire_stopping_scenario.Fire;Firefighting.Fire;Putting_out_fire.Fire
ClusterHub_275,Emergency_fire.Fire;Fire_burning.Fire
ClusterHub_276,Shoot_projectiles.Firearm;Use_firearm.Firearm
ClusterHub_277,Setting_back_burn.Flame;Setting_fire.Flame
ClusterHub_278,Cause_to_burn.Flammables;Emergency_fire.Fuel;Fire_burning.Fuel;Setting_back_burn.Flammables;Setting_fire.Flammables
ClusterHub_279,Breathing.Air;Cause_fluidic_motion.Fluid;Fluidic_motion.Fluid
ClusterHub_280,Price_per_unit.Seller;Proportion.Group;Rate_quantification.Entity;Relational_quantity.Focal_entity
ClusterHub_281,Desiring.Focal_participant;Preference.Focal_participant;Purpose.Restrictor;Sacrificing_for.Benefit
ClusterHub_282,Calendric_unit.Unit;Education_teaching.Time;Educational_time_division.Time;Location_in_time.Focal_time;Memorization.Time;Studying.Time
ClusterHub_283,Absorb_heat.Entity;Apply_heat.Co-participant;Apply_heat.Food
ClusterHub_284,Agriculture.Food;Attempt_obtain_food_scenario.Food;Attempting_and_resolving_scenario.Goal;Food_gathering.Crop;Growing_food.Food;Hunting.Food;Hunting_scenario.Food;Hunting_success_or_failure.Food;Planting.Theme
ClusterHub_285,Law.Forbidden;Prohibiting_or_licensing.State_of_affairs
ClusterHub_286,Member_of_military.Military_organization;Military.Force;People_by_military_specialty.Military_organization
ClusterHub_287,Authority.Agent;Influencing_potential.Force
ClusterHub_288,Linguistic_meaning.Form;Word_relations.Signs
ClusterHub_289,Assigned_location.Formational_cause;Biological_area.Formational_cause;Bounded_entity.Formational_cause;Containers.Construction;Locale.Formational_cause;Locale_by_characteristic_entity.Formational_cause;Locale_by_collocation.Formational_cause;Locale_by_use.Formational_cause;Relational_location.Formational_cause
ClusterHub_290,Appointing.Function;Change_of_leadership.Function;Reject_leadership.Function
ClusterHub_291,Arranging.Location;Body_movement.Goal;Breathing.Goal;Bringing.Goal;Burying.Goal;Cause_fluidic_motion.Goal;Cause_motion.Goal;Change_direction.Goal;Convoy.Goal;Cotheme.Goal;Delivery.Goal;Departing.Goal;Disembarking.Goal;Dispersal.Goal_area;Dressing.Body_location;Dunking.Substance;Emanating.Goal;Emitting.Goal;Emptying.Goal;Escaping.Goal;Excreting.Goal;Filling.Goal;Fleeing.Goal;Fluidic_motion.Goal;Getting_underway.Goal;Goal.Landmark;Installing.Fixed_location;Intentional_traversing.Goal;Light_movement.Goal;Mass_motion.Goal;Motion.Goal;Motion_directional.Goal;Motion_noise.Goal;Motion_scenario.Goal;Operate_vehicle.Goal;Operate_vehicle_scenario.Goal;Passing.Recipient;Path_traveled.Goal;Piracy.Goal;Placing.Goal;Product_delivery.Goal;Quitting_a_place.Intended_goal;Redirecting.Goal;Removing.Goal;Ride_vehicle.Goal;Roadways.Goal;Self_motion.Goal;Sending.Goal;Sent_items.Goal;Setting_out.Intended_goal;Shoot_projectiles.Goal;Sidereal_appearance.Goal;Smuggling.Goal;Source_of_getting.Goal;Source_path_goal.Goal;Storing.Location;Travel.Goal;Use_firearm.Goal;Use_vehicle.Goal;Visit_host_departure.Goal;Visiting_scenario_departing.Goal;Visitor_departure.Goal
ClusterHub_292,Access_scenario.Useful_location;Arriving.Goal;Cause_to_land.Goal;Having_or_lacking_access.Useful_location;Openness.Useful_location;Vehicle_landing.Goal;Visit_host_arrival.Host;Visiting_scenario_arrival.Goal
ClusterHub_293,Path_shape.Goal;Traversing.Goal
ClusterHub_294,Attaching.Goal;Becoming_attached.Goal;Being_attached.Goal;Connectors.Fixed_location
ClusterHub_295,Attempt.Goal;Attempt_means.Goal;Seeking_to_achieve.State_of_affairs;Work.Goal
ClusterHub_296,Container_focused_placing.Goal;Placing_scenario.Goal
ClusterHub_297,Accommodation.Type;Businesses.Product;Commerce_collect.Goods;Commerce_goods-transfer.Goods;Commerce_money-transfer.Goods;Commerce_scenario.Goods;Commercial_transaction.Goods;Dining.Type;Entertainment.Type;Expensiveness.Goods;Food.Type;Product_delivery.Goods;Touristic_service.Type
ClusterHub_298,Manipulate_into_doing.Goods;Talking_into.Goods
ClusterHub_299,Robbery.Goods;Theft.Goods
ClusterHub_300,Commerce_buy.Goods;Importing.Goods;Renting.Goods;Shopping.Goods
ClusterHub_301,Carry_goods.Goods;Cause_benefit_or_detriment.Beneficial_situation;Commerce_sell.Goods;Exporting.Goods;Giving.Theme;Import_export_scenario.Goods;Lending.Theme;Offering.Theme;Pre_giving.Theme;Renting_out.Goods;Submitting_documents.Documents;Supply.Theme;Surrendering_possession.Theme;Tourist_service_pay.Money
ClusterHub_302,Commerce_pay.Goods;Earnings_and_losses.Goods
ClusterHub_303,Economy.Political_region;Leadership.Governed;People_by_jurisdiction.Jurisdiction;Political_locales.Locale;Relational_political_locales.Locale
ClusterHub_304,Attention.Ground;Experimentation.Control_group;Locating.Ground;Reading_activity.Text;Reading_activity.Topic;Reading_perception.Text;Research.Population;Scouring.Ground;Scrutinizing_for.Ground;Scrutiny.Ground;Searching_scenario.Ground;Seeking.Ground;Shopping.Ground;Verification.Unconfirmed_content
ClusterHub_305,Inspecting.Ground;Patrolling.Ground
ClusterHub_306,Agriculture.Ground;Attempt_obtain_food_scenario.Ground;Hunting.Ground;Hunting_scenario.Ground;Planting.Ground
ClusterHub_307,Alignment_image_schema.Ground;Bounded_region.Ground;Collocation_image_schema.Ground;Contact_image_schema.Ground;Image_schema.Ground;Proximity_image_schema.Ground;Region_with_portal.Ground;Relational_location.Ground
ClusterHub_308,Becoming_a_member.Group;Exclude_member.Group;Membership.Group
ClusterHub_309,Being_included.Whole;Cause_to_be_included.Group
ClusterHub_310,Guest_and_host.Guest;Lodging_scenario.Lodger;Provide_lodging.Lodger
ClusterHub_311,Healthcare_service.Healthcare_service;Take_a_medical_exam.Medical_exam
ClusterHub_312,Absorb_heat.Heat_source;Apply_heat.Heating_instrument;Cooking_creation.Heating_instrument
ClusterHub_313,Degree.Gradable_attribute;Hedging.Hedged_content;Proportional_quantity.Mass
ClusterHub_314,Eclipse.Eclipsed;Hiding_objects.Hidden_object
ClusterHub_315,Being_in_captivity.Holding_location;Being_incarcerated.Prison;Detaining.Holding_location;Freeing_from_confinement.Location_of_confinement;Fugitive.Prison;Imprisonment.Prison;Inhibit_motion_scenario.Holding_location;Inhibit_movement.Holding_location;Prison.Penal_institution;Releasing.Location_of_confinement;Releasing_from_custody.Holding_location
ClusterHub_316,Guest_and_host.Host;Have_visitor_over.Host;Lodging_scenario.Host;Provide_lodging.Host;Receive_visitor_scenario.Host;Visit_host_departure.Host;Visiting_scenario.Entity;Visitor_and_host.Host
ClusterHub_317,Guest_and_host.Host_location;Lodging_scenario.Residence;Provide_lodging.Residence;Visit_host_arrival.Host_location;Visit_host_departure.Host_location;Visit_host_stay.Host_location;Visitor_and_host.Host_location
ClusterHub_318,Drop_in_on.Host_location;Visit_host.Host_location
ClusterHub_319,Cause_temperature_change.Hot_Cold_source;Change_of_temperature.Hot_cold_source
ClusterHub_320,Hunting.Hunter;Hunting_scenario.Hunter;Hunting_success_or_failure.Hunter
ClusterHub_321,Cause_impact.Impactee;Friction.Static_object;Hit_target.Target;Impact.Impactee
ClusterHub_322,Cause_impact.Impactor;Friction.Theme;Impact.Impactor
ClusterHub_323,Cause_impact.Impactors;Friction.Themes;Impact.Impactors
ClusterHub_324,Exporting.Importing_area;Import_export_scenario.Importing_area;Importing.Importing_area
ClusterHub_325,Expectation.Evidence;Leaving_traces.Evidence;Omen.Predictive_phenomenon;Predicting.Evidence;Sign.Indicator
ClusterHub_326,Proportional_quantity.Individuals;Quantified_mass.Individuals
ClusterHub_327,Assemble.Individuals;Come_together.Individuals;Encounter.Individuals;Gathering_up.Individuals
ClusterHub_328,Kinship.Relatives;People_by_residence.Residents;Personal_relationship.Partners;Relation_between_individuals.Individuals;Social_connection.Individuals
ClusterHub_329,Give_impression.Inference;Surrendering.Charges;Want_suspect.Charges
ClusterHub_330,Direct_fouls.Infractor;Indirect_fouls.Infractor;Infractions.Infractor;Sanctions.Punished_athlete
ClusterHub_331,Cause_change.Initial_category;Cause_to_make_progress.Prior_state;Exchange_currency.Source_currency;Nuclear_process.Initial_element;Ontogeny.Prior_state;Progression.Prior_state;Undergo_change.Initial_category;Undergo_transformation.Initial_category
ClusterHub_332,Cause_motion.Initial_state;Passing.Initial_state;Shoot_projectiles.Source;Shooting_scenario.Source;Use_firearm.Source
ClusterHub_333,Cause_proliferation_in_number.Initial_state;Cause_temperature_change.Temperature_start;Change_of_temperature.Initial_temperature;Change_position_on_a_scale.Initial_state;Proliferating_in_number.Initial_state
ClusterHub_334,Cause_change.Initial_value;Change_event_duration.Initial_duration;Change_event_time.Landmark_time;Exchange.Theme_1;Exchange_currency.Sum_1;Undergo_change.Initial_quality
ClusterHub_335,Adducing.Specified_entity;Being_in_category.Item;Categorization.Item;Communicate_categorization.Item;Event_instance.Instance;Identicality.Current_instance;Instance.Instance;Reference_text.Source_of_information;Sole_instance.Item
