HubNode,FrameElements
ClusterHub_639,Assistance.Degree;Supporting.Degree
ClusterHub_640,Emphasizing.Degree;Importance.Degree
ClusterHub_641,Damaging.Degree;Reshaping.Degree
ClusterHub_642,Cause_to_fragment.Degree;Destroying.Degree
ClusterHub_643,Arson.Degree;Offenses.Degree
ClusterHub_644,Beat_opponent.Margin;Endeavor_failure.Degree;Finish_competition.Margin;Hit_or_miss.Degree;Result_of_attempt_scenario.Degree;Subversion.Degree;Success_or_failure.Degree;Surviving.Degree;Thwarting.Degree;Win_prize.Margin
ClusterHub_645,Ceasing_to_be.Degree;Death.Degree;Killing.Degree
ClusterHub_646,Change_event_time.Degree;Forgoing.Degree;Holding_off_on.Degree
ClusterHub_647,Being_relevant.Degree;Cognitive_connection.Degree;Relating_concepts.Degree
ClusterHub_648,Attention.Degree;Emotions_of_mental_activity.Degree;Mental_stimulus_stimulus_focus.Degree;Searching_scenario.Degree
ClusterHub_649,Sounds.Degree;Vocalizations.Degree
ClusterHub_650,Contingency.Degree;Have_as_requirement.Degree;Reliance.Degree;Requirement_scenario.Degree
ClusterHub_651,Being_necessary.Degree;Obligation_scenario.Degree;Required_event.Degree
ClusterHub_652,Cause_change.Degree;Cause_to_make_progress.Degree;Change_event_duration.Degree;Nuclear_process.Degree;Ontogeny.Degree;Progression.Degree;Reforming_a_system.Degree;Stage_of_progress.Degree;Undergo_change.Degree
ClusterHub_653,Inspecting.Degree;Patrolling.Degree;Scouring.Degree;Scrutinizing_for.Degree
ClusterHub_654,Becoming_detached.Degree;Detaching.Degree
ClusterHub_655,Annoyance.Degree;Cogitation.Degree;Contrition.Degree;Emotion_directed.Degree;Emotion_heat.Degree;Emotions.Degree;Emotions_by_possibility.Degree;Emotions_by_stimulus.Degree;Emotions_success_or_failure.Degree;Fear.Degree;Just_found_out.Degree;Others_situation_as_stimulus.Degree;Stimulate_emotion.Degree;Worry.Degree
ClusterHub_656,Attempt_distant_interaction_scenario.Degree;Shoot_projectiles.Degree;Shooting_scenario.Degree
ClusterHub_657,Activity_pause.Completeness;Process_pause.Degree
ClusterHub_658,Dominate_competitor.Degree;Dominate_situation.Degree;Domination.Degree
ClusterHub_659,Container_focused_removing.Degree;Emptying.Degree;Removing_scenario.Degree
ClusterHub_660,Attempt.Effort;Attempt_means.Degree;Seeking_to_achieve.Degree;Work.Degree
ClusterHub_661,Agriculture.Degree;Attempt_obtain_food_scenario.Degree;Hunting.Degree;Hunting_scenario.Degree;Hunting_success_or_failure.Degree;Planting.Degree
ClusterHub_662,Conquering.Degree;Invasion_scenario.Degree;Repel.Degree
ClusterHub_663,Container_focused_placing.Degree;Placing_scenario.Degree
ClusterHub_664,Rebellion.Degree;Revolution.Degree
ClusterHub_665,Change_accessibility.Degree;Openness.Degree
ClusterHub_666,Limitation.Degree;Limiting.Degree
ClusterHub_667,Fire_end_scenario.Degree;Fire_going_out.Degree;Fire_stopping_scenario.Degree;Putting_out_fire.Degree
ClusterHub_668,Being_necessary.Dependent_individual;Requirement_scenario.Dependent_individual;Taking_time.Agent
ClusterHub_669,Attracting_tourists.Depictive;Attraction_tourism.Depictive;Perception_active.Depictive;Perception_experience.Depictive;Punctual_perception.Depictive;Touring.Depictive;Tourist_potential.Depictive
ClusterHub_670,Infrastructure.Descriptor;Sports_venues.Description;Sports_venues_subparts.Descriptor
ClusterHub_671,Economy.Descriptor;Foreign_or_domestic_country.Descriptor;Leadership.Descriptor;People_by_jurisdiction.Descriptor;Political_locales.Descriptor;Relational_political_locales.Descriptor
ClusterHub_672,Accommodation.Rate;Businesses.Descriptor
ClusterHub_673,Craft.Descriptor;Custom.Descriptor
ClusterHub_674,Distant_operated_IED.Descriptor;Improvised_explosive_device.Descriptor;Victim_operated_IED.Descriptor;Weapon.Descriptor
ClusterHub_675,Leaving_traces.Descriptor;Sign.Descriptor
ClusterHub_676,Vehicle.Descriptor;Vehicle_subpart.Descriptor
ClusterHub_677,Architectural_part.Descriptor;Body_parts.Descriptor;Connecting_architecture.Descriptor;Part_edge.Part_prop;Part_inner_outer.Part_prop;Part_ordered_segments.Part_prop;Part_piece.Piece_prop;Part_whole.Part_prop;Shaped_part.Part_prop
ClusterHub_678,Animals.Descriptor;Biological_entity.Descriptor;Irregular_combatants.Descriptor;Member_of_military.Descriptor;Noncombatant.Descriptor;People.Descriptor;People_along_political_spectrum.Descriptor;People_by_age.Descriptor;People_by_leisure_activity.Descriptor;People_by_military_specialty.Descriptor;People_by_morality.Descriptor;People_by_origin.Descriptor;People_by_religion.Descriptor;People_by_residence.Descriptor;People_by_vocation.Descriptor;Performers.Descriptor;Plants.Descriptor;Referees.Description;Representative.Descriptor;Student_body.Descriptor
ClusterHub_679,Prank.Descriptor;Trap.Descriptor
ClusterHub_680,Distant_operated_IED.Detonator;Firing_point.Detonator
ClusterHub_681,Cause_expansion.Dimension;Expansion.Dimension
ClusterHub_682,Distance_scenario.Dimension;Measure_of_distance_and_length.Dimension
ClusterHub_683,Perception_active.Direction;Perception_experience.Direction;Punctual_perception.Direction;Scrutiny.Direction
ClusterHub_684,Cause_to_move_in_place.Direction;Moving_in_place.Direction
ClusterHub_685,Tourism_scenario_departure.Distance;Tourist_departure_locality.Distance
ClusterHub_686,Conduct.Domain;Treating_and_mistreating.Domain
ClusterHub_687,Cause_to_make_progress.Domain;Ontogeny.Domain;Progression.Domain;Stage_of_progress.Domain
ClusterHub_688,History.Domain;Individual_history.Domain;Socially_significant_history_scenario.Domain
ClusterHub_689,Exemplar.Domain;Exemplariness.Domain
ClusterHub_690,Authority.Domain;Influencing_potential.Domain
ClusterHub_691,Aiming.Duration;Attempt_distant_interaction_scenario.Duration;Attempt_obtain_mineral_scenario.Duration;Attempting_and_resolving_scenario.Duration;Cause_to_move_in_place.Degree;Ingest_substance.Duration;Ingestion.Duration;Manipulation.Duration;frm_eating_event.fe_fe_Duração
ClusterHub_692,Chatting.Duration;Court_examination.Duration;Discussion.Duration;Jury_deliberation.Duration;Quarreling.Duration
ClusterHub_693,Cause_temperature_change.Duration;Change_of_temperature.Duration;Change_position_on_a_scale.Duration;Proliferating_in_number.Duration
ClusterHub_694,Fighting_activity.Duration;Hostile_encounter.Duration
ClusterHub_695,Activity_learning.Duration;Activity_learning.Time;Activity_teaching.Time;Course.Duration;Education_teaching.Duration;Educational_time_division.Duration;Examination.Time;Studying.Duration;Teaching_learning_process.Duration
ClusterHub_696,Absorb_heat.Duration;Activity.Duration;Activity_prepare.Duration;Activity_resume.Duration;Apply_heat.Duration;Process_resume.Duration
ClusterHub_697,Social_event.Duration;Social_event_collective.Duration;Social_event_individuals.Duration
ClusterHub_698,Evoking.Duration;Memory.Duration
ClusterHub_699,Activity_ready_state.Duration;Be_on_alert.Duration;Change_event_time.Interval;Holding_off_on.Duration;Process_initial_state.Duration;Standing_by.Duration;Waiting.Duration
ClusterHub_700,Activity_paused_state.Duration;Process_stopped_state.Duration
ClusterHub_701,Arraignment.Duration;Precipitation.Duration;Process.Duration;Process_pause.Duration
ClusterHub_702,Competition.Duration;Elimination_tournament.Duration;Finals.Duration;Preliminary_stage.Duration;Sports_scenario.Duration
ClusterHub_703,Being_in_captivity.Duration;Being_incarcerated.Duration;Detaining.Duration;Fugitive.Duration;Imprisonment.Duration;Inhibit_movement.Duration
ClusterHub_704,Being_employed.Duration;Employee_scenario.Duration;Employer_scenario.Duration;Employing.Duration;Employment_continue.Duration;Employment_scenario.Duration
ClusterHub_705,Soaking.Duration;Soaking_up.Duration
ClusterHub_706,Corroding.Duration;Corroding_caused.Duration
ClusterHub_707,Desiring.Duration;Preference.Duration
ClusterHub_708,Assistance.Duration;Supporting.Duration
ClusterHub_709,Cause_expansion.Elapsed_time;Dough_rising.Duration_of_activity;Expansion.Duration
ClusterHub_710,Cause_to_make_progress.Duration;Ontogeny.Duration;Progression.Duration
ClusterHub_711,Being_in_effect.Duration;Enforcing.Duration;Execute_plan.Duration
ClusterHub_712,Dominate_competitor.Duration;Dominate_situation.Duration;Domination.Duration
ClusterHub_713,Fame.Duration;Obscurity.Duration
ClusterHub_714,History.Duration;Individual_history.Duration
ClusterHub_715,Temporary_stay.Duration;Visit_host_stay.Duration;Visiting.Duration;Visiting_scenario_stay.Duration
ClusterHub_716,Agriculture.Duration;Attempt_obtain_food_scenario.Duration;Food_gathering.Duration;Growing_food.Duration;Hunting.Duration;Hunting_scenario.Duration;Planting.Duration
ClusterHub_717,Borrowing.Duration;Lending.Duration;Temporary_transfer_scenario.Duration
ClusterHub_718,Disaster_scenario.Duration;Fire_emergency_scenario.Duration
ClusterHub_719,Procreative_sex.Duration;Sex.Duration
ClusterHub_720,Arrival.Duration;Attend_event.Duration;Event_tourism.Duration;Go_dancing.Duration;Go_places.Duration;Go_shopping.Duration;Hosting_event.Duration;Tourism_scenario_stay.Duration;Tourist_activities.Duration
ClusterHub_721,Get_document.Duration;Planning_by_tourist.Duration;Tourism_scenario_preparation.Duration;Tourist_service_reserve.Duration
ClusterHub_722,Attracting_tourists.Duration;Attraction_tourism.Duration;Touring.Duration;Tourist_potential.Duration
ClusterHub_723,Getting_vehicle_underway.Duration_of_final_state;Vehicle_departure_initial_stage.Duration_of_final_state
ClusterHub_724,Medical_professionals.Employer;People_by_vocation.Employer;Performers.Employer;Representative.Represented
ClusterHub_725,Standing_by.End_point;Waiting.End_point
ClusterHub_726,History.End_time;Individual_history.End_time
ClusterHub_727,Be_translation_equivalent.Equivalence;Have_as_translation_equivalent.Equivalence;Translating.Equivalence
ClusterHub_728,Education_professional.Ethnicity;Medical_professionals.Ethnicity;Member_of_military.Ethnicity;People_by_military_specialty.Ethnicity;People_by_vocation.Ethnicity;Performers.Ethnicity;Representative.Ethnicity;Student_body.Ethnicity
ClusterHub_729,Estimated_value.Evidence;Estimating.Evidence
ClusterHub_730,Judgment.Extent_of_acclaim;Judgment_communication.Extent_of_acclaim;Regard.Extent_of_acclaim
ClusterHub_731,Duplication.Fidelity;Forging.Fidelity
ClusterHub_732,Employee_scenario.Field;Employer_scenario.Field;Employment_continue.Field;Employment_scenario.Field;Employment_start.Field
ClusterHub_733,Change_position_on_a_scale.Final_correlate;Proliferating_in_number.Final_correlate
ClusterHub_734,Cause_to_move_in_place.Fixed_location;Moving_in_place.Fixed_location
ClusterHub_735,Agriculture.Frequency;Attempt_obtain_food_scenario.Frequency;Food_gathering.Frequency;Growing_food.Frequency;Hunting.Frequency;Hunting_scenario.Frequency;Hunting_success_or_failure.Frequency;Planting.Frequency
ClusterHub_736,Attend_event.Frequency;Event_tourism.Frequency
ClusterHub_737,Attracting_tourists.Frequency;Attraction_tourism.Frequency
ClusterHub_738,Awareness_change_scenario.Frequency;Enter_awareness.Frequency
ClusterHub_739,Artifact_subpart.Function;Text_subpart.Purpose
ClusterHub_740,Container_focused_removing.Goal;Removing_scenario.Goal
ClusterHub_741,Activity_learning.Goal;Education_teaching.Purpose;Examination.Purpose
ClusterHub_742,Medical_interaction_scenario.Healthcare_center;Medical_professionals.Place_of_employment
ClusterHub_743,Change_position_on_a_scale.Initial_correlate;Proliferating_in_number.Initial_correlate;Remainder.Original_context
ClusterHub_744,Cause_expansion.Initial_size;Expansion.Initial_size
ClusterHub_745,Cause_change_of_phase.Initial_state;Change_of_phase.Initial_state;Change_of_phase_scenario.Initial_state
ClusterHub_746,Corroding.Initial_state;Corroding_caused.Initial_state
ClusterHub_747,Cause_change_of_consistency.Initial_state;Change_of_consistency.Initial_state
ClusterHub_748,Event_instance.Instance_prop;Exemplar.Instance_prop;Instance.Instance_prop
ClusterHub_749,Duplication.Instrument;Forging.Instrument
ClusterHub_750,Cause_fluidic_motion.Instrument;Cause_motion.Instrument;Emptying.Instrument;Filling.Instrument;Gathering_up.Instrument;Passing.Instrument;Removing.Instrument
ClusterHub_751,Attack.Weapon;Besieging.Weapon;Counterattack.Weapon;Defending.Instrument;Fighting_activity.Instrument;Firefighting.Instrument;Hostile_encounter.Instrument;Suicide_attack.Weapon
ClusterHub_752,Abusing.Instrument;Cause_bodily_experience.Instrument;Cause_harm.Instrument;Corporal_punishment.Instrument;Terrorism.Instrument;Violence.Instrument
ClusterHub_753,Fining.Instrument;Revenge.Instrument;Rewards_and_punishments.Instrument
ClusterHub_754,Sign_agreement.Instrument;Text_creation.Instrument
ClusterHub_755,Achieving_first.Instrument;Building.Instrument;Create_physical_artwork.Instrument;Create_representation.Instrument;Intentionally_create.Instrument;Knot_creation.Instrument;Knot_creation_scenario.Instrument;Manipulate_into_shape.Instrument;Manufacturing.Instrument;Rope_manipulation.Instrument
ClusterHub_756,Assistance.Instrument;Supporting.Instrument
ClusterHub_757,Damaging.Instrument;Reshaping.Instrument
ClusterHub_758,Cause_to_fragment.Instrument;Destroying.Instrument
ClusterHub_759,Inspecting.Instrument;Patrolling.Instrument
ClusterHub_760,Container_focused_removing.Instrument;Removing_scenario.Instrument
ClusterHub_761,Agriculture.Instrument;Attempt_obtain_food_scenario.Instrument;Growing_food.Instrument;Hunting.Instrument;Hunting_scenario.Instrument;Hunting_success_or_failure.Instrument;Planting.Instrument
ClusterHub_762,Conquering.Instrument;Invading.Weapon;Invasion_scenario.Instrument;Repel.Instrument
ClusterHub_763,Container_focused_placing.Instrument;Placing_scenario.Instrument
ClusterHub_764,Activity_learning.Instrument;Examination.Examination
ClusterHub_765,Getting_vehicle_underway.Intended_goal;Vehicle_departure_initial_stage.Intended_goal
ClusterHub_766,Facial_expression.Intended_perceiver;Making_faces.Intended_perceiver
ClusterHub_767,Relative_time.Interval;Time_vector.Distance
ClusterHub_768,Biological_classification.Property;Diversity.Depictive;Type.Item_property;Type.Type_property
ClusterHub_769,Guilt_or_innocence.Viewpoint;Misdeed.Viewpoint;Morality_evaluation.Judge
ClusterHub_770,Chatting.Language;Chatting.Means_of_communication;Discussion.Language;Discussion.Means_of_communication;Quarreling.Medium
ClusterHub_771,Legal_rulings.Legal_basis;Verdict.Legal_basis
ClusterHub_772,Education_teaching.Level;Studying.Level
ClusterHub_773,Change_posture.Location;Getting_up.Place;Posture.Location
ClusterHub_774,Sound_movement.Location_of_sound_source;Sounds.Location_of_sound_source;Vocalizations.Location_of_sound_source
ClusterHub_775,Aging.Manner;Catastrophe.Manner;Causation.Manner;Cause_to_start.Manner;Destiny.Manner;Eventive_affecting.Manner;Eventive_cognizer_affecting.Manner;Explosion.Manner;Health_response.Manner;Historic_event.Manner;Launch_process.Manner;Meet_with_response.Manner;Response.Manner;Response_scenario.Manner
ClusterHub_776,Adducing.Manner;Affirm_or_deny.Manner;Agree_or_refuse_to_act.Manner;Arraignment.Manner;Attempt_suasion.Manner;Bail_decision.Manner;Candidness.Manner;Chatting.Manner;Commitment.Manner;Communication.Manner;Communication_manner.Manner;Communication_means.Manner;Communication_noise.Manner;Communication_response.Manner;Complaining.Manner;Convey_importance.Manner;Court_examination.Manner;Discussion.Manner;Encoding.Manner;Expressing_publicly.Manner;Gesture.Manner;Going_back_on_a_commitment.Manner;Indicating.Manner;Legal_rulings.Manner;Make_agreement_on_action.Manner;Make_compromise.Manner;Mention.Manner;Name_conferral.Manner;Ontogeny.Manner;Political_actions.Manner;Precipitation.Manner;Process.Manner;Progression.Manner;Quarreling.Manner;Questioning.Manner;Reading_aloud.Manner;Reasoning.Manner;Reassuring.Manner;Recording.Manner;Renunciation.Manner;Request.Manner;Request_entity.Manner;Respond_to_proposal.Manner;Reveal_secret.Manner;Sign_agreement.Manner;Speak_on_topic.Manner;Spelling_and_pronouncing.Manner;Stage_of_progress.Manner;Statement.Manner;Successfully_communicate_message.Manner;Summarizing.Manner;Telling.Manner;Text_creation.Manner;Verdict.Manner;Volubility.Manner;Warning.Manner
ClusterHub_777,Arranging.Manner;Body_movement.Manner;Breathing.Manner;Bringing.Manner;Burying.Manner;Carry_goods.Manner;Change_direction.Manner;Cotheme.Manner;Delivery.Manner;Departing.Manner;Disembarking.Manner;Dispersal.Manner;Dressing.Manner;Elusive_goal.Manner;Emanating.Manner;Emitting.Manner;Escaping.Manner;Evading.Manner;Excreting.Manner;Facial_expression.Manner;Fleeing.Manner;Fluidic_motion.Manner;Getting_underway.Manner;Halt.Manner;Installing.Manner;Intentional_traversing.Manner;Light_movement.Manner;Location_of_light.Manner;Making_faces.Manner;Mass_motion.Manner;Motion.Manner;Motion_directional.Manner;Motion_noise.Manner;Operate_vehicle.Manner;Operate_vehicle_scenario.Manner;Piracy.Manner;Placing.Manner;Precariousness.Manner;Product_delivery.Manner;Quitting_a_place.Manner;Redirecting.Manner;Removing.Manner;Ride_vehicle.Manner;Self_motion.Manner;Sending.Manner;Setting_out.Manner;Sidereal_appearance.Manner;Smuggling.Manner;Storing.Manner;Tourism_scenario.Manner;Travel.Manner;Undressing.Manner;Use_vehicle.Manner;Visit_host_departure.Manner;Visiting_scenario_departing.Manner
ClusterHub_778,Abandonment.Manner;Adjusting.Manner;Appointing.Manner;Arson.Manner;Becoming_detached.Manner;Being_awake.Manner;Being_in_captivity.Manner;Being_incarcerated.Manner;Breaking_apart.Manner;Breaking_out_captive.Manner;Cause_bodily_experience.Manner;Cause_change.Manner;Cause_change_of_consistency.Manner;Cause_change_of_phase.Manner;Cause_change_of_position_on_a_scale.Manner;Cause_change_of_strength.Manner;Cause_emotion.Manner;Cause_expansion.Manner;Cause_fluidic_motion.Manner;Cause_impact.Manner;Cause_motion.Manner;Cause_proliferation_in_number.Manner;Cause_temperature_change.Manner;Cause_to_be_dry.Manner;Cause_to_be_included.Manner;Cause_to_be_sharp.Manner;Cause_to_be_wet.Manner;Cause_to_burn.Manner;Cause_to_continue.Manner;Cause_to_end.Manner;Cause_to_experience.Manner;Cause_to_fragment.Manner;Cause_to_make_noise.Manner;Cause_to_make_progress.Manner;Cause_to_move_in_place.Manner;Cause_to_perceive.Manner;Cause_to_resume.Manner;Cause_to_rot.Manner;Cause_to_wake.Manner;Change_accessibility.Manner;Change_event_duration.Manner;Change_event_time.Manner;Change_of_phase.Manner;Change_of_phase_scenario.Manner;Change_operational_state.Manner;Change_resistance.Manner;Closure.Manner;Container_focused_placing.Manner;Container_focused_removing.Manner;Corroding_caused.Manner;Creating.Manner;Cure.Manner;Cutting.Manner;Damaging.Manner;Death.Manner;Destroying.Manner;Detaching.Manner;Detonate_explosive.Manner;Dough_rising.Manner;Downing.Manner;Employment_end.Manner;Emptying.Manner;Endangering.Manner;Erasing.Manner;Expansion.Manner;Expend_resource.Manner;Exporting.Manner;Extradition.Manner;Filling.Manner;Firing.Manner;Forgoing.Manner;Freeing_from_confinement.Manner;Fugitive.Manner;Gathering_up.Manner;Grinding.Manner;Grooming.Manner;Hiding_objects.Manner;Hiring.Manner;Hit_or_miss.Manner;Hit_target.Manner;Holding_off_on.Manner;Immobilization.Manner;Import_export_scenario.Manner;Importing.Manner;Imposing_obligation.Manner;Imprisonment.Manner;Infecting.Manner;Inhibit_movement.Manner;Institutionalization.Manner;Intentionally_affect.Manner;Interrupt_process.Manner;Killing.Manner;Limiting.Manner;Making_arrangements.Manner;Manipulate_into_doing.Manner;Manipulate_into_shape.Manner;Moving_in_place.Manner;Nuclear_process.Manner;Operating_a_system.Manner;Operational_testing.Manner;Passing.Manner;Placing_scenario.Manner;Preserving_materials.Manner;Processing_materials.Manner;Publishing.Manner;Rape.Manner;Recovery.Manner;Reforming_a_system.Manner;Rejuvenation.Manner;Releasing.Manner;Releasing_from_custody.Manner;Removing_scenario.Manner;Render_nonfunctional.Manner;Reparation.Manner;Replacing.Manner;Rescuing.Manner;Reshaping.Manner;Resolve_problem.Manner;Setting_back_burn.Manner;Setting_fire.Manner;Shoot_projectiles.Manner;Shooting_scenario.Manner;Short_selling.Manner;Silencing.Manner;Soaking.Manner;Soaking_up.Manner;Take_place_of.Manner;Transitive_action.Manner;Undergo_change.Manner;Use_firearm.Manner;Using.Manner
ClusterHub_779,Duplication.Manner;Forging.Manner
ClusterHub_780,Amalgamation.Manner;Cause_to_amalgamate.Manner
ClusterHub_781,Becoming_separated.Manner;Separating.Manner
ClusterHub_782,Aiming.Manner;Attempt_distant_interaction_scenario.Manner;Ingestion.Manner;Manipulation.Manner;frm_eating_event.fe_Maneira
ClusterHub_783,Awareness.Manner;Awareness_situation.Manner;Certainty.Manner;Coming_to_believe.Manner;Differentiation.Manner;Estimating.Manner;Expectation.Manner;Grasp.Manner;Mental_activity.Manner;Opinion.Manner;Predicting.Manner;Religious_belief.Manner;See_through.Manner;Trust.Manner
ClusterHub_784,Becoming_aware.Manner;Reading_activity.Manner;Reading_perception.Manner;Scouring.Manner;Scrutinizing_for.Manner;Scrutiny.Manner;Verification.Manner
ClusterHub_785,Being_in_category.Manner;Categorization.Manner;Communicate_categorization.Manner
ClusterHub_786,Adding_up.Manner;Adopt_selection.Manner;Assessing.Manner;Cogitation.Manner;Memorization.Manner;Remembering_experience.Manner;Research.Manner;Scheduling.Manner;Tasting.Manner;Trying_out.Manner;Worry.Manner
ClusterHub_787,Evidence.Manner;Explaining_the_facts.Manner
ClusterHub_788,Bragging.Manner;Judgment.Manner;Judgment_communication.Manner;Judgment_direct_address.Manner;Regard.Manner
ClusterHub_789,Losing_it.Manner;Mental_property.Manner
ClusterHub_790,Desiring.Manner;Experiencer_focused_emotion.Manner;Mental_stimulus_exp_focus.Manner;Preference.Manner;Tolerating.Manner
ClusterHub_791,Arriving.Manner;Cause_to_land.Manner;Vehicle_landing.Manner;Visit_host_arrival.Manner;Visit_host_stay.Manner;Visiting_scenario_arrival.Manner;Visiting_scenario_stay.Manner
ClusterHub_792,Path_shape.Manner;Traversing.Manner
ClusterHub_793,Perception_active.Manner;Perception_body.Manner;Perception_experience.Manner;Punctual_perception.Manner
ClusterHub_794,Friction.Manner;Impact.Manner;Make_noise.Manner
ClusterHub_795,Change_of_leadership.Manner;Leadership.Manner;Reject_leadership.Manner
ClusterHub_796,Hospitality.Manner;Partiality.Manner;Sociability.Manner;Social_interaction_evaluation.Manner;Stinginess.Manner;Strictness.Manner
ClusterHub_797,Commerce_scenario.Manner;Exchange_currency.Manner
ClusterHub_798,Deciding.Manner;Suasion.Manner
ClusterHub_799,Change_of_temperature.Manner;Change_position_on_a_scale.Manner;Proliferating_in_number.Manner
ClusterHub_800,Attack.Manner;Besieging.Manner;Conquering.Manner;Counterattack.Manner;Defending.Manner;Fighting_activity.Manner;Firefighting.Manner;Hostile_encounter.Manner;Invading.Manner;Invasion_scenario.Manner;Repel.Manner;Suicide_attack.Manner
ClusterHub_801,Committing_crime.Manner;Robbery.Manner;Theft.Manner
ClusterHub_802,Residence.Manner;Temporary_stay.Manner
ClusterHub_803,Activity_learning.Manner;Education_teaching.Manner;Examination.Manner;Studying.Manner
ClusterHub_804,Abusing.Manner;Cause_harm.Manner;Corporal_punishment.Manner;Terrorism.Manner;Violence.Manner
ClusterHub_805,Attempt.Manner;Attempt_means.Manner;Work.Manner
ClusterHub_806,Possession.Manner;Post_getting.Manner;Post_giving.Manner;Post_lose_possession.Manner;Post_receiving.Manner;Post_transfer.Manner;Pre_getting.Manner;Pre_receiving.Manner;Pre_transfer.Manner;Retaining.Manner
ClusterHub_807,Absorb_heat.Manner;Activity.Manner;Activity_finish.Manner;Activity_ongoing.Manner;Activity_pause.Manner;Activity_prepare.Manner;Activity_resume.Manner;Activity_start.Manner;Activity_stop.Manner;Apply_heat.Manner;Being_active.Manner;Cooking_creation.Manner;Finish_game.Manner;Process_resume.Manner;Process_stop.Manner
ClusterHub_808,Social_event.Manner;Social_event_collective.Manner;Social_event_individuals.Manner
ClusterHub_809,Come_into_effect.Manner;Process_continue.Manner;Process_end.Manner;Process_start.Manner;Sleep.Manner
ClusterHub_810,Evoking.Manner;Memory.Manner
ClusterHub_811,Earnings_and_losses.Manner;Giving.Manner;Lending.Manner;Offering.Manner;Renting_out.Manner;Submitting_documents.Manner;Supply.Manner;Surrendering_possession.Manner;Tourist_service_pay.Manner;Tourist_service_sell.Manner
ClusterHub_812,Hire_provide_touristic_services.Manner;Pay_collect_touristic_services.Manner;Transfer.Manner
ClusterHub_813,Amassing.Manner;Borrowing.Manner;Get_document.Manner;Getting.Manner;Kidnapping.Manner;Planning_by_tourist.Manner;Receiving.Manner;Renting.Manner;Taking.Manner;Tourism_scenario_preparation.Manner;Tourist_service_buy.Manner;Tourist_service_collect.Manner;Tourist_service_reserve.Manner
ClusterHub_814,Accomplishment.Manner;Achieving_first.Manner;Activity_teaching.Way;Assemble.Manner;Assistance.Manner;Atonement.Manner;Attempting_and_resolving_scenario.Manner;Attending.Manner;Avoiding.Manner;Beat_opponent.Manner;Becoming_a_member.Manner;Being_in_control.Manner;Birth_scenario.Manner;Building.Manner;Bungling.Manner;Catching_fire.Manner;Ceasing_to_be.Manner;Change_of_consistency.Manner;Change_posture.Manner;Change_tool.Manner;Choosing.Manner;Clemency.Manner;Coincidence.Manner;Collaboration.Manner;Come_together.Manner;Coming_to_be.Manner;Commutation.Manner;Competition.Manner;Confronting_problem.Manner;Contacting.Manner;Control.Manner;Create_physical_artwork.Manner;Create_representation.Manner;Daring.Manner;Dodging.Manner;Elimination_tournament.Manner;Emergency.Manner;Encounter.Manner;Enforcing.Manner;Event.Manner;Exchange.Manner;Execute_plan.Manner;Exercising.Manner;Experience_bodily_harm.Manner;Finals.Manner;Finish_competition.Manner;Forming_relationships.Manner;Front_for.Manner;Get_a_job.Manner;Getting_up.Manner;Giving_birth.Manner;Go_into_shape.Manner;Heralding.Manner;Ingest_substance.Manner;Intentionally_act.Manner;Intentionally_create.Manner;Intercepting.Manner;Knot_creation.Manner;Knot_creation_scenario.Manner;Losing_someone.Manner;Manner.Manner;Manufacturing.Manner;Meet_with.Manner;Military_operation.Manner;Misdeed.Manner;Objective_influence.Manner;Pardon.Manner;Participation.Manner;Passing_off.Manner;Personal_relationship.Manner;Posing_as.Manner;Posture.Manner;Practice.Manner;Preliminary_stage.Manner;Process_pause.Manner;Product_development.Manner;Quitting.Manner;Rite.Manner;Rope_manipulation.Manner;Rotting.Manner;Sports_scenario.Manner;Standing_by.Manner;Supporting.Manner;Translating.Manner;Undergoing.Manner;Visiting.Manner;Visitor_departure.Manner;Waiting.Manner;Waking_up.Manner;Waver_between_options.Manner;Win_prize.Manner;Working_a_post.Manner;frm_becoming_nonfunctional.frm_becoming_operational_fe_manner_10501_tpl_render_nonfunctional
ClusterHub_815,Attaching.Manner;Becoming_attached.Manner;Being_attached.Manner;Being_detached.Manner
ClusterHub_816,Execution.Manner;Fining.Manner;Revenge.Manner;Rewards_and_punishments.Manner
ClusterHub_817,Seeking.Manner;Seeking_to_achieve.Manner;Shopping.Manner
ClusterHub_818,Be_in_agreement_on_assessment.Manner;Diversity.Manner;Imitating.Manner;Similarity.Manner
ClusterHub_819,Subversion.Manner;Thwarting.Manner
ClusterHub_820,Attention.Manner;Emotions_of_mental_activity.Manner;Mental_stimulus_stimulus_focus.Manner;Searching_scenario.Manner
ClusterHub_821,Sound_movement.Manner;Sounds.Manner;Vocalizations.Manner
ClusterHub_822,Giving_scenario.Manner;Pre_giving.Manner
ClusterHub_823,Inspecting.Manner;Patrolling.Manner
ClusterHub_824,Protest.Manner;Taking_sides.Manner
ClusterHub_825,Getting_vehicle_underway.Manner;Vehicle_departure_initial_stage.Manner
ClusterHub_826,Annoyance.Manner;Emotion_directed.Manner;Emotion_heat.Manner;Emotions.Manner;Emotions_by_possibility.Manner;Emotions_by_stimulus.Manner;Emotions_success_or_failure.Manner;Fear.Manner;Just_found_out.Manner;Others_situation_as_stimulus.Manner;Stimulate_emotion.Manner
ClusterHub_827,Dominate_competitor.Manner;Dominate_situation.Manner;Domination.Manner
ClusterHub_828,Be_subset_of.Manner;Membership.Manner
