superFE,relation,subFE
4844,inheritance,3135
11968,using,12211
11260,perspective_on,6206
11260,perspective_on,6213
1324,inheritance,2036
1324,inheritance,5673
1324,inheritance,5690
1324,inheritance,5704
1324,inheritance,5709
1324,inheritance,10987
1324,using,995
1324,using,9409
1324,using,9472
1324,using,10741
1324,using,10661
1324,inheritance,4145
2036,inheritance,5699
1656,using,4707
6528,inheritance,10043
6561,using,10540
1330,using,1406
1330,using,1643
1330,using,133
1330,using,155
1330,using,2239
1330,using,2899
1330,using,3757
1330,using,2275
3425,using,6913
3425,using,6935
2874,precedes,3044
6049,using,5008
3921,see_also,263
4305,inheritance,5293
10570,using,10683
10569,using,10682
9132,using,9153
1546,inheritance,1697
1546,precedes,1600
1546,precedes,7855
1589,inheritance,5524
1597,inheritance,1728
1597,precedes,1455
1600,inheritance,1852
1600,precedes,1589
2218,inheritance,1683
2218,precedes,2237
2237,inheritance,1855
5161,causative_of,1561
5464,causative_of,2218
6140,causative_of,1589
7855,inheritance,1725
7857,inheritance,1709
7857,precedes,1600
8247,causative_of,7857
13799,inheritance,2237
13799,inheritance,1597
13799,inheritance,1600
13799,inheritance,7855
5245,using,996
10756,precedes,9942
10756,precedes,3869
2438,using,13377
11334,inheritance,11202
11334,inheritance,11242
11334,perspective_on,8512
3465,using,3454
8264,perspective_on,8257
8264,perspective_on,9359
3460,using,3453
11242,inheritance,11258
11242,perspective_on,11248
11242,perspective_on,11246
11258,perspective_on,6203
11258,perspective_on,6211
1975,inheritance,11333
5651,using,11267
8784,inheritance,8786
8784,inheritance,8790
8784,inheritance,8792
8784,inheritance,8797
8784,inheritance,8836
8784,using,10292
8784,using,6419
8786,see_also,8790
10292,inheritance,6419
10292,inheritance,10301
10301,inheritance,8446
6080,causative_of,5998
7743,perspective_on,2811
7743,using,4204
7198,inheritance,7231
250,using,6360
250,using,4125
1991,subframe,4262
292,using,4991
536,inchoative_of,2987
1311,using,907
1727,inheritance,10884
1727,precedes,1575
1727,using,10333
2987,inheritance,9958
2987,using,6295
3620,using,9574
3638,using,5008
3638,using,7146
3638,using,9962
4146,using,7744
4149,using,3604
4306,causative_of,6229
4306,inheritance,5295
4665,causative_of,170
4665,using,6302
6340,inchoative_of,6334
6760,inheritance,10333
7582,precedes,2839
7582,precedes,6302
7976,using,7983
9055,precedes,536
9255,subframe,2987
9255,subframe,536
9255,subframe,4701
55,inheritance,5593
55,inheritance,4678
55,inheritance,2954
55,inheritance,5266
55,inheritance,4009
55,inheritance,4162
55,inheritance,4865
55,inheritance,10993
55,inheritance,9534
55,using,10527
55,using,5419
53,inheritance,5586
53,inheritance,4680
53,inheritance,2953
53,inheritance,5268
53,inheritance,4005
53,inheritance,1807
53,inheritance,4163
53,inheritance,4866
53,inheritance,10994
53,inheritance,9532
53,perspective_on,2190
53,using,10529
53,using,5420
54,inheritance,5592
54,inheritance,4681
54,inheritance,2955
54,inheritance,5269
54,inheritance,4006
54,inheritance,1812
54,inheritance,4164
54,inheritance,4867
54,inheritance,10995
54,inheritance,9533
54,perspective_on,2191
54,perspective_on,2192
54,using,10530
54,using,5421
7258,using,10172
1081,inheritance,4397
1081,using,10170
1081,using,11106
5395,inheritance,6468
5395,inheritance,2830
5395,inheritance,9488
5395,inheritance,10024
5395,using,4028
5395,using,4627
5830,inheritance,10202
7915,inheritance,8497
7915,using,4282
9765,inheritance,9756
1213,using,13579
1239,subframe,1213
1881,inheritance,8460
1881,see_also,10195
7037,inheritance,7044
5491,inheritance,9761
6476,using,4557
6476,using,7075
6553,using,6574
10833,causative_of,10842
10833,using,10842
6173,using,6185
6173,using,9797
9830,inheritance,9845
9830,inheritance,9837
9830,inheritance,9820
1840,using,8142
2056,inheritance,8142
2056,using,2169
2056,using,8142
11122,inheritance,2682
11122,inheritance,9478
11122,see_also,2682
282,see_also,2123
282,using,2123
282,using,6275
282,using,3808
2098,inheritance,2166
2098,inheritance,2152
2098,inheritance,2188
2098,inheritance,3364
2123,inheritance,4571
2123,inheritance,7220
10071,using,10082
1514,inheritance,1762
1514,inheritance,1841
1514,inheritance,6056
1514,inheritance,6498
1514,inheritance,6600
1514,inheritance,10965
1514,precedes,5701
1514,using,9562
1514,using,10873
1814,inheritance,2064
1814,inheritance,2044
1814,perspective_on,3907
1814,perspective_on,1514
1814,precedes,5711
1824,inchoative_of,1323
1824,inheritance,2057
1824,inheritance,3907
1824,inheritance,6395
1824,inheritance,3897
1824,inheritance,1747
1824,inheritance,1351
1824,precedes,5689
2030,inheritance,1514
2341,using,6033
2341,using,7088
3907,inheritance,10973
3907,precedes,5667
5656,subframe,5662
5656,subframe,3907
5656,subframe,5667
5662,precedes,3907
5672,inheritance,5662
5672,precedes,1824
5689,inheritance,5667
5711,perspective_on,5667
5711,perspective_on,5701
5714,subframe,5696
5714,subframe,1514
5714,subframe,5701
5719,inheritance,5656
5719,subframe,5672
5719,subframe,1824
5719,subframe,5689
5724,inheritance,10963
5724,perspective_on,5656
5724,perspective_on,5714
5724,subframe,5706
5724,subframe,1814
5724,subframe,5711
6033,inheritance,6848
2259,using,945
2259,using,1896
7485,using,7468
4913,using,4222
6444,perspective_on,6432
6444,perspective_on,5542
6203,inheritance,6447
6203,see_also,3748
6203,using,6211
6203,using,4369
5535,using,6203
5535,using,4952
6149,using,4859
6426,using,6149
6436,perspective_on,6426
6436,perspective_on,5535
5489,inheritance,9760
8439,perspective_on,8434
8439,perspective_on,8196
1225,inheritance,8195
1225,using,5413
1225,using,7925
6526,inheritance,10041
9486,causative_of,6659
5895,using,531
9512,perspective_on,5895
9514,perspective_on,5894
9514,perspective_on,9521
3747,using,10332
3747,using,10812
6446,perspective_on,3747
6446,perspective_on,5581
6446,using,1311
6446,using,6523
6446,using,4377
6454,causative_of,3747
582,causative_of,40
582,inheritance,2814
582,inheritance,9125
582,see_also,660
582,see_also,710
582,see_also,729
582,see_also,642
582,subframe,710
582,subframe,729
10931,metaphorical_projection,9051
1068,inheritance,1034
4380,using,6656
874,causative_of,887
874,using,13161
874,see_also,13161
7978,using,7985
8470,inheritance,874
11955,using,12173
11955,using,12211
11955,using,12347
7594,perspective_on,6236
7594,perspective_on,6250
7594,using,1496
7672,perspective_on,2374
959,using,3638
6761,inheritance,10334
6761,see_also,6900
8234,inheritance,6373
11144,causative_of,11185
11144,using,4532
11162,using,11144
13527,using,13598
3850,using,3934
3850,using,3894
3849,using,3935
8677,inheritance,8705
8677,inheritance,8736
871,using,13158
871,see_also,13158
8468,inheritance,871
745,inheritance,586
745,inheritance,7316
745,inheritance,3300
745,inheritance,7497
745,subframe,7341
7316,subframe,7341
7341,inheritance,7381
971,subframe,1812
971,subframe,6904
971,using,3550
971,using,5680
1767,inheritance,7772
1767,using,6828
1767,using,8078
1812,subframe,2044
1812,subframe,2069
2044,perspective_on,2057
2044,perspective_on,1841
2057,inheritance,8139
2057,using,2158
2057,using,8139
2069,perspective_on,1752
2069,perspective_on,1767
2331,using,6027
2331,using,7083
7676,inheritance,180
7676,using,228
7676,using,4281
7676,using,208
7676,using,239
7676,using,218
7676,using,6545
7676,using,7367
11350,perspective_on,11347
11350,perspective_on,11353
11356,perspective_on,11341
11356,perspective_on,11344
8348,causative_of,6998
5932,using,6488
5932,using,3380
5932,using,10096
5932,using,1078
1079,inheritance,4386
1079,using,10597
1077,perspective_on,4059
1077,using,10540
1077,using,10589
1077,using,10167
1077,using,11102
1078,perspective_on,4057
1078,using,10590
1078,using,10168
1078,using,11101
7547,inheritance,7536
5241,using,998
7850,perspective_on,7839
7850,perspective_on,6755
7850,perspective_on,3626
7949,perspective_on,7942
7949,perspective_on,7934
8512,using,9673
13469,precedes,1212
2508,precedes,2858
2839,precedes,2508
2842,causative_of,7582
2855,subframe,2839
2855,subframe,2858
2855,subframe,2508
2855,subframe,6302
2855,subframe,7582
2858,precedes,7582
3642,using,5011
2563,inheritance,8171
2563,using,4221
2563,using,4697
6373,inheritance,2563
4763,causative_of,827
827,using,382
4801,inheritance,8069
4801,using,4818
30,inheritance,2752
30,inheritance,3517
30,inheritance,746
30,inheritance,670
30,inheritance,3343
30,see_also,2285
30,see_also,770
30,see_also,746
30,see_also,4511
30,subframe,7305
30,using,770
30,using,138
30,using,2285
30,using,588
30,using,610
30,using,2573
30,using,724
30,using,703
30,using,3503
30,using,1448
30,using,6641
30,using,6960
30,using,7417
30,using,2010
568,causative_of,30
568,inheritance,4881
568,inheritance,2818
568,inheritance,9114
568,see_also,2285
568,see_also,653
568,see_also,703
568,see_also,724
568,see_also,635
568,subframe,703
568,subframe,724
568,using,2285
568,using,2503
568,using,2573
610,inheritance,2608
610,inheritance,7342
610,inheritance,8553
610,precedes,548
610,using,7294
684,using,5943
724,precedes,703
724,using,5732
724,using,9430
746,inheritance,588
746,inheritance,7317
746,inheritance,3301
746,inheritance,7498
746,subframe,7342
770,using,1377
1097,using,1136
2271,perspective_on,30
2271,perspective_on,6070
2271,perspective_on,5943
2271,perspective_on,5565
2271,using,10401
2285,inheritance,1796
2285,see_also,9114
2285,see_also,2334
2285,using,2334
2285,using,10154
3301,subframe,7382
3343,using,2591
3517,using,6327
3517,using,10798
3899,inheritance,1097
4881,causative_of,3343
5943,inheritance,7317
5943,subframe,610
5943,subframe,548
6217,using,10312
6256,causative_of,6266
6266,inchoative_of,6283
7317,subframe,7342
7342,inheritance,7382
7652,perspective_on,4511
7652,perspective_on,770
8009,perspective_on,9679
8009,perspective_on,724
8553,inheritance,8414
8553,inheritance,8628
9679,inheritance,635
10401,subframe,770
10401,subframe,10381
10401,subframe,6217
3471,causative_of,3503
7369,using,7440
7369,using,7449
7440,see_also,7449
7368,using,7439
7368,using,7448
7439,see_also,7448
317,using,6017
317,using,6800
397,using,4262
406,inheritance,10773
406,inheritance,9887
406,inheritance,4238
418,using,7195
432,inheritance,5436
432,inheritance,7163
432,inheritance,7124
432,inheritance,4652
432,inheritance,4079
432,inheritance,9478
432,using,2115
432,using,5789
432,using,5462
432,using,7020
432,using,4865
432,inheritance,12688
998,using,1024
1024,using,1033
2768,causative_of,4645
2790,using,7811
4652,inheritance,10897
4652,inheritance,1024
4719,inheritance,7020
5813,inheritance,5800
7195,inheritance,7228
7028,using,8466
2272,perspective_on,35
2272,perspective_on,5951
12212,subframe,12013
12346,using,12348
12362,subframe,2310
9528,inheritance,1314
9528,inheritance,9538
9538,inheritance,6341
3464,using,3454
5162,causative_of,5516
7694,inheritance,8928
7694,perspective_on,497
7694,using,474
7694,using,3666
7694,using,10827
8928,inheritance,8941
8928,inheritance,8998
8928,inheritance,9010
8928,inheritance,9024
9024,inheritance,9037
9284,perspective_on,1561
9284,perspective_on,9282
9284,perspective_on,9362
9362,inheritance,9673
4291,using,4368
5390,see_also,5013
6211,using,5936
7975,using,7982
9859,inheritance,9861
9859,using,1068
3537,inheritance,8504
7688,inheritance,8922
7688,perspective_on,3537
7688,using,468
7688,using,480
7688,using,3552
7688,using,3662
7688,using,3824
7688,using,2906
7688,using,281
8922,inheritance,8935
8922,inheritance,8961
8922,inheritance,8981
8922,inheritance,8992
8922,inheritance,9004
8922,inheritance,9018
8961,perspective_on,8949
8961,perspective_on,8971
9018,inheritance,9031
1235,subframe,13598
1235,subframe,1211
1235,using,13537
1235,subframe,5357
5357,using,13594
13465,precedes,1211
13598,perspective_on,13517
13598,perspective_on,13465
13598,subframe,1211
13467,precedes,1212
13604,perspective_on,13499
13604,perspective_on,13467
13604,subframe,1212
13546,precedes,1212
13605,perspective_on,13519
13605,perspective_on,13546
13605,subframe,1212
8060,perspective_on,8036
1542,inheritance,1527
3709,inheritance,2500
5975,inheritance,5981
5975,inheritance,5573
1426,inheritance,10781
8059,perspective_on,8035
6525,inheritance,10040
249,using,6359
249,using,4124
8794,inheritance,8860
3006,precedes,7712
3006,using,7712
4221,precedes,1979
4221,using,4234
4245,using,4226
4539,subframe,1979
4539,subframe,4221
6465,inheritance,769
6465,using,5878
10059,causative_of,10346
8284,precedes,8302
8282,inheritance,7746
8282,subframe,8296
8282,subframe,8314
8296,precedes,8314
7375,using,7444
7375,using,7453
7444,see_also,7453
7374,using,7443
7374,using,7452
7443,see_also,7452
3088,perspective_on,5175
3088,perspective_on,5182
3088,subframe,4828
3088,subframe,4838
3088,using,6048
3098,precedes,3113
3113,precedes,3146
3126,precedes,2724
5175,subframe,3126
5175,subframe,2724
5182,subframe,3098
5182,subframe,3113
5182,subframe,3146
1234,subframe,13596
1234,subframe,1210
1234,using,13460
1234,subframe,5356
5356,using,13603
13471,precedes,1210
13596,perspective_on,13502
13596,perspective_on,13471
13596,subframe,1210
13550,using,13604
11402,precedes,12245
11400,precedes,11585
11401,precedes,11583
5139,inheritance,5146
2252,causative_of,4794
5818,using,5822
5818,using,3853
9532,inheritance,9595
9532,inheritance,9543
9532,inheritance,10863
9595,perspective_on,9586
9595,perspective_on,9591
9533,inheritance,9596
9533,inheritance,9544
9533,inheritance,10864
9596,perspective_on,9587
9596,perspective_on,9592
9594,perspective_on,9588
9594,perspective_on,9593
9543,perspective_on,9597
9543,perspective_on,9600
9544,perspective_on,9598
9544,perspective_on,9601
2669,inheritance,5476
2669,using,5227
2669,using,2885
2885,inheritance,4383
2885,inheritance,10648
2885,using,4905
2885,using,3587
2885,using,8658
2885,using,8466
2885,subframe,13580
11123,inheritance,2683
11123,inheritance,9479
11123,see_also,2683
13478,using,2885
29,inheritance,2747
29,inheritance,3516
29,inheritance,745
29,inheritance,669
29,inheritance,3345
29,see_also,2287
29,see_also,4509
29,subframe,7304
29,subframe,5090
29,using,769
29,using,134
29,using,2287
29,using,586
29,using,609
29,using,723
29,using,702
29,using,3496
29,using,1449
29,using,6640
29,using,6968
29,using,7416
547,inheritance,8542
547,inheritance,10361
547,using,8124
567,causative_of,29
567,inheritance,4880
567,inheritance,2811
567,inheritance,9113
567,see_also,2287
567,see_also,652
567,see_also,702
567,see_also,723
567,see_also,634
567,subframe,702
567,subframe,723
567,using,2287
586,using,10131
609,inheritance,2604
609,inheritance,7341
609,inheritance,8552
609,precedes,547
609,using,7293
652,causative_of,2349
702,inheritance,2536
702,inheritance,10910
702,see_also,723
702,see_also,652
702,using,5743
702,using,4895
702,using,6689
702,using,6734
702,using,9429
723,precedes,702
723,using,5731
723,using,9429
916,see_also,2492
916,see_also,652
1515,inheritance,1763
1515,inheritance,1839
1515,inheritance,6057
1515,inheritance,6499
1515,inheritance,6601
1515,inheritance,10968
1515,precedes,5699
1515,using,9563
1515,using,10874
1815,inheritance,2065
1815,perspective_on,3909
1815,perspective_on,1515
1815,precedes,5709
1825,inchoative_of,1324
1825,inheritance,2055
1825,inheritance,3909
1825,inheritance,6396
1825,inheritance,3898
1825,inheritance,1748
1825,inheritance,1352
1825,precedes,5690
2028,inheritance,1515
2028,precedes,2036
2078,inheritance,5715
2078,subframe,2036
2078,subframe,2028
2273,perspective_on,29
2273,perspective_on,6069
2273,perspective_on,5942
2273,perspective_on,5564
2273,using,10400
2287,inheritance,1791
2287,see_also,9113
2287,see_also,2335
2287,using,2335
2335,using,6029
2335,using,7086
2354,inheritance,5331
2354,precedes,3033
2354,using,3006
2354,using,3714
2354,using,10559
2492,inheritance,8335
2492,using,2747
2492,using,981
2644,causative_of,4465
3033,inheritance,7712
3033,using,10579
3516,using,6326
3516,using,10785
3898,inheritance,1096
3909,inheritance,10976
3909,precedes,5669
4509,using,7281
4509,using,7293
4916,inheritance,8386
4916,inheritance,8452
4916,using,2257
5658,subframe,5664
5658,subframe,3909
5658,subframe,5669
5664,precedes,3909
5673,inheritance,5664
5673,precedes,1825
5690,inheritance,5669
5694,precedes,1515
5704,perspective_on,5694
5704,perspective_on,5664
5704,precedes,1815
5709,perspective_on,5669
5709,perspective_on,5699
5715,subframe,5694
5715,subframe,1515
5715,subframe,5699
5720,inheritance,5658
5720,subframe,5673
5720,subframe,1825
5720,subframe,5690
5725,inheritance,10961
5725,perspective_on,5658
5725,perspective_on,5715
5725,subframe,5704
5725,subframe,1815
5725,subframe,5709
5725,using,5597
5942,inheritance,7316
5942,subframe,609
5942,subframe,547
5942,using,8133
6029,inheritance,6844
6734,using,6526
6734,using,8079
7650,perspective_on,4509
8008,perspective_on,9678
8008,perspective_on,723
8130,perspective_on,8124
8130,perspective_on,8133
9326,inheritance,2374
9336,inchoative_of,3153
9457,perspective_on,9462
9457,perspective_on,9466
9462,inheritance,9451
9678,inheritance,634
9695,perspective_on,9711
9695,perspective_on,702
9711,inheritance,652
10511,subframe,2354
10511,subframe,10497
10511,subframe,3033
10559,inheritance,10569
10961,perspective_on,10968
10961,perspective_on,10976
11299,perspective_on,2492
11299,perspective_on,916
5595,using,5677
5596,using,5679
1870,inheritance,3280
1870,inheritance,3265
1870,inheritance,1592
1870,inheritance,1458
1870,inheritance,1549
1870,inheritance,3694
1870,inheritance,5310
1870,inheritance,2222
1870,inheritance,1954
1870,inheritance,236
1870,inheritance,1830
1870,inheritance,1018
1870,inheritance,7860
1870,inheritance,2859
1870,inheritance,9239
1870,inheritance,9332
1870,inheritance,5259
1870,inheritance,38
1870,inheritance,4635
1870,inheritance,11003
1870,inheritance,3025
1870,inheritance,1054
1870,inheritance,7990
1870,inheritance,5957
1870,inheritance,11096
1870,inheritance,9444
1870,using,5423
2931,subframe,3018
13539,using,1245
16,inheritance,385
16,inheritance,6178
16,inheritance,359
16,inheritance,371
16,inheritance,421
16,inheritance,7700
16,using,2781
16,using,455
16,using,999
16,using,313
16,using,1345
16,using,4374
16,using,320
16,using,2326
16,using,330
16,using,4273
16,using,2133
16,using,2792
16,using,364
16,using,400
16,using,4191
16,using,409
16,using,4354
16,using,9366
16,using,435
183,inheritance,4998
183,inheritance,266
183,see_also,6288
183,see_also,1533
183,using,1533
183,using,5758
219,inheritance,4315
219,inheritance,5378
219,using,5492
219,inheritance,13140
219,inheritance,4435
219,inheritance,6936
219,inheritance,6935
219,inheritance,11143
231,inchoative_of,183
231,inheritance,10016
320,using,6020
330,inheritance,4557
330,using,7075
330,using,2874
330,using,9556
400,using,4264
435,inheritance,5439
435,inheritance,7166
435,inheritance,7133
435,inheritance,4655
435,inheritance,4089
435,inheritance,9479
435,using,2117
435,using,4869
435,inheritance,12703
496,inheritance,8948
496,inheritance,3553
496,using,9291
999,using,1027
1533,inheritance,7790
2117,inheritance,4570
2117,inheritance,7213
2792,using,7813
3582,inheritance,3386
3582,inheritance,909
3582,inheritance,8641
3582,inheritance,4605
4655,inheritance,10900
4655,inheritance,1027
5492,inheritance,9762
6020,inheritance,10732
6020,using,6193
6193,inheritance,6906
6956,using,183
6956,using,16
7679,inheritance,183
7679,using,231
7679,using,4286
7679,using,219
7687,inheritance,8921
7687,perspective_on,496
7687,using,467
7687,using,507
7687,using,3553
7687,using,3823
7687,using,289
7687,using,13140
8921,inheritance,8934
8921,inheritance,8988
8921,inheritance,8991
8921,inheritance,9003
8921,inheritance,9017
9017,inheritance,9030
10006,perspective_on,9994
10135,perspective_on,183
10225,subframe,10229
10229,inheritance,9994
10229,inheritance,10006
11133,inheritance,2683
11133,inheritance,9479
13140,see_also,496
13140,see_also,219
8035,inheritance,5108
11337,subframe,11349
11337,subframe,11355
11349,perspective_on,11346
11349,perspective_on,11352
11355,perspective_on,11340
11355,perspective_on,11343
11437,precedes,11452
11437,subframe,11794
11437,subframe,11821
11452,precedes,11466
11452,subframe,11503
11452,subframe,11744
11452,subframe,8195
11452,subframe,12030
11466,subframe,11942
11479,subframe,11340
11479,subframe,11676
11479,subframe,11769
11479,subframe,11904
11479,subframe,5676
11491,subframe,11437
11491,subframe,11452
11491,subframe,11466
11491,subframe,11479
11503,perspective_on,12655
11503,perspective_on,12660
11605,perspective_on,11417
11605,perspective_on,11422
11605,perspective_on,12457
11744,inheritance,11849
11744,inheritance,11889
11769,precedes,11340
11821,precedes,11794
11904,using,4377
12030,using,11522
12030,using,12019
11478,subframe,11341
11478,subframe,11677
11478,subframe,11770
11338,subframe,11350
11338,subframe,11356
11689,using,11338
5564,using,5644
5561,inheritance,1965
5561,inheritance,3636
5561,inheritance,8260
1820,inheritance,2076
1820,inheritance,2051
5727,subframe,1820
5727,using,5593
11523,using,11436
11523,using,11464
11523,using,12020
2336,using,6030
2336,using,7087
10054,inheritance,10090
3300,subframe,7381
512,metaphorical_projection,6632
512,metaphorical_projection,6622
423,using,7198
5896,inheritance,423
5896,inheritance,2098
5896,using,4368
5896,using,532
9513,perspective_on,5896
9513,perspective_on,9520
1453,inheritance,9352
1453,inheritance,9623
1453,perspective_on,5391
1453,using,210
1453,using,5115
1453,using,3452
3851,using,3936
3851,using,3885
3936,using,5223
9623,perspective_on,9627
3860,using,6705
11261,perspective_on,6204
11090,inheritance,2280
2623,inheritance,2634
2623,inheritance,5905
2204,using,4532
7625,inheritance,1611
7625,inheritance,4777
7625,inheritance,2174
7625,inheritance,1605
7625,inheritance,1586
7625,inheritance,1609
7634,inheritance,9280
7634,perspective_on,7625
7634,inheritance,13183
9280,perspective_on,2174
13183,perspective_on,1605
5828,inheritance,10200
6527,inheritance,10042
8131,perspective_on,8128
8131,perspective_on,8134
10709,causative_of,8134
4417,using,4436
6547,using,6568
7630,inheritance,9278
7630,perspective_on,4939
7630,perspective_on,1222
7630,perspective_on,1881
7630,inheritance,13188
13727,perspective_on,4936
13727,perspective_on,1222
4443,causative_of,6748
1056,inchoative_of,1108
1056,inheritance,4733
1107,inheritance,3288
1107,inheritance,3436
1107,inheritance,3461
1107,using,7577
1107,using,9773
769,using,1367
4130,using,9826
4130,using,10147
4510,using,7282
4510,using,7294
6216,using,10311
7651,perspective_on,4510
7651,perspective_on,769
10361,using,10380
10400,subframe,769
10400,subframe,10380
10400,subframe,6216
12347,subframe,12606
1067,inheritance,1035
1095,using,1134
1256,inheritance,2150
1256,using,5569
1256,using,4175
1256,using,10692
1256,using,7821
4057,inheritance,8025
4057,inheritance,8811
4057,inheritance,10459
4057,inheritance,10609
4057,using,5985
4141,inheritance,1510
4399,causative_of,536
4399,inheritance,2186
4399,using,7918
9993,using,10056
10005,perspective_on,9993
10005,perspective_on,9998
10056,inheritance,10092
10222,subframe,10226
10226,inheritance,9993
10226,inheritance,10005
8528,subframe,8576
8537,perspective_on,8528
8537,perspective_on,8630
8537,subframe,8592
8537,subframe,8603
8537,subframe,8616
8592,perspective_on,8576
8592,precedes,8603
8603,precedes,8616
8630,subframe,8633
4091,inheritance,10269
4091,using,4145
4145,using,7742
104,causative_of,4679
116,causative_of,8112
1527,inheritance,4959
1527,inheritance,1545
1527,inheritance,3162
1527,inheritance,3151
1527,inheritance,3168
1527,inheritance,5027
1527,inheritance,9826
1527,inheritance,10116
1527,using,5501
1527,using,6666
1527,inheritance,1910
1527,inheritance,9866
1545,using,6369
4959,inheritance,4963
4959,inheritance,1330
4963,inheritance,5098
8052,inheritance,8059
8052,inheritance,8064
8052,perspective_on,5501
8052,perspective_on,8057
8057,inheritance,8035
8057,inheritance,1542
8064,perspective_on,1542
8092,perspective_on,8105
8112,inheritance,8092
5306,inheritance,4544
5306,using,5327
13525,using,13510
7590,perspective_on,6231
7590,perspective_on,6241
7590,perspective_on,4307
7590,perspective_on,5924
7590,using,1494
14,inheritance,383
14,inheritance,6176
14,inheritance,352
14,inheritance,369
14,inheritance,419
14,inheritance,7699
14,perspective_on,9202
14,using,2961
14,using,2777
14,using,349
14,using,2677
14,using,997
14,using,311
14,using,1343
14,using,318
14,using,2324
14,using,1436
14,using,1431
14,using,2791
14,using,362
14,using,398
14,using,4192
14,using,407
14,using,2875
14,using,6719
14,using,7408
14,using,7181
14,using,433
2114,inheritance,4569
2114,inheritance,7212
5204,inheritance,5217
5204,inheritance,2441
5204,inheritance,10535
5204,inheritance,10633
5204,inheritance,12319
5204,inheritance,13477
5204,inheritance,13570
10535,using,10549
10561,inheritance,10571
332,inheritance,4564
2657,causative_of,4468
715,inheritance,2538
715,inheritance,10923
715,using,6700
715,using,6742
2835,using,2821
3473,causative_of,3491
7753,perspective_on,2821
7753,perspective_on,2835
13606,inheritance,13466
13606,using,13605
13606,using,13604
12213,subframe,12013
12213,subframe,12159
12213,subframe,12245
11505,perspective_on,12659
2884,inheritance,4378
2884,inheritance,10650
2884,using,4907
2884,using,3588
2884,inheritance,13470
2884,subframe,13583
10571,using,10684
1472,using,1915
1472,using,1645
1472,using,5732
1472,using,5744
1625,using,1645
1625,using,5732
1625,using,5744
2276,using,524
2276,using,520
10809,using,2440
10809,using,2451
3484,causative_of,3502
2277,inheritance,2080
5619,inheritance,8488
5619,using,6007
7595,perspective_on,6237
7595,perspective_on,6247
13176,perspective_on,9916
13524,using,2896
13524,using,2884
13524,using,2886
257,using,6364
10752,subframe,10757
10757,precedes,9940
10757,precedes,3873
3084,perspective_on,5171
3084,perspective_on,5178
3084,subframe,4823
3084,subframe,4832
3093,precedes,3105
3119,precedes,2717
4823,perspective_on,3093
4823,perspective_on,3119
4823,precedes,4832
4832,perspective_on,2717
4832,perspective_on,3105
5171,subframe,3119
5171,subframe,2717
5178,subframe,3093
5178,subframe,3105
5211,inheritance,5224
5211,inheritance,2442
5211,inheritance,10542
5211,inheritance,10640
5211,inheritance,13468
10542,using,10556
11564,precedes,11584
11564,precedes,11399
5382,inchoative_of,5756
5382,see_also,1240
3750,see_also,6204
6449,perspective_on,3750
6449,perspective_on,5579
2288,inheritance,1804
5974,inheritance,5984
1886,inheritance,6416
1917,inheritance,6408
1917,inheritance,8181
1924,inheritance,3719
12350,subframe,12601
3199,causative_of,4736
1918,inheritance,6409
1918,inheritance,8182
6252,see_also,9809
2198,inheritance,9798
3103,precedes,3116
3129,precedes,2730
5212,inheritance,5225
5212,inheritance,2443
5212,inheritance,10543
5212,inheritance,10641
5212,inheritance,13463
5212,inheritance,13542
10543,using,10557
1048,inheritance,7004
1048,inheritance,4741
4099,inheritance,10277
4967,inheritance,5102
5059,using,13227
7459,using,7483
9869,inheritance,13583
10277,inheritance,10289
10277,inheritance,10484
13590,inheritance,13470
13590,using,13596
10572,using,10685
4727,inheritance,7035
121,causative_of,8116
8096,perspective_on,8087
8096,perspective_on,8107
8116,inheritance,8096
76,inheritance,7524
109,causative_of,4682
124,causative_of,8119
142,using,1654
184,inheritance,4999
184,inheritance,260
184,see_also,6289
184,see_also,1535
184,using,5067
184,using,5432
184,using,1535
184,using,8152
184,using,9383
184,using,9635
196,using,304
232,inchoative_of,184
232,inheritance,10017
251,using,6361
251,using,4126
285,see_also,2118
285,using,2118
285,using,3809
295,using,4993
492,inheritance,8950
492,inheritance,3554
492,using,3445
492,using,9288
513,causative_of,526
513,metaphorical_projection,6626
656,causative_of,2350
730,precedes,707
730,using,5736
787,using,1369
818,using,2584
832,see_also,4785
832,using,390
852,inheritance,9181
852,using,824
852,using,4452
876,causative_of,892
876,using,13163
876,see_also,13163
904,see_also,3581
953,using,4953
1004,using,1029
1050,inchoative_of,1109
1050,inheritance,7006
1050,inheritance,4747
1050,using,9475
1086,inheritance,4391
1109,inheritance,6660
1109,inheritance,3290
1109,inheritance,3437
1109,inheritance,3462
1109,using,7581
1129,inheritance,1029
1129,using,1029
1194,see_also,1443
1258,inheritance,2156
1258,using,5570
1258,using,4177
1258,using,10693
1282,inheritance,3622
1282,using,5017
1396,inheritance,9649
1396,inheritance,9643
1479,using,5036
1535,inheritance,7792
1550,inheritance,1701
1654,using,4710
1686,inheritance,9440
1885,inheritance,8465
2106,inheritance,2172
2106,inheritance,2156
2106,inheritance,2184
2106,inheritance,3356
2223,inheritance,1686
2253,see_also,2558
2253,using,2558
2281,using,513
2321,inheritance,11405
2321,inheritance,11566
2494,inheritance,8331
2494,using,2748
2494,using,983
2627,inheritance,2635
2627,inheritance,5906
2852,causative_of,7586
2982,causative_of,3171
2986,inheritance,9961
3213,causative_of,3227
3246,causative_of,3248
