superFE,relation,subFE
9531,inheritance,9541
9541,inheritance,6347
9552,precedes,9558
9609,causative_of,3265
9690,inheritance,646
9705,perspective_on,9721
9705,perspective_on,714
9721,inheritance,662
9734,inheritance,1262
9766,inheritance,9757
9779,using,9785
9810,inheritance,8153
10008,perspective_on,9996
10008,perspective_on,10000
10064,causative_of,10349
10075,using,10086
10140,perspective_on,189
10140,using,10146
10230,inheritance,9996
10230,inheritance,10008
10254,inheritance,10119
10261,inheritance,10119
10261,see_also,10254
10261,see_also,10119
10369,using,10387
10406,subframe,786
10406,subframe,10387
10406,subframe,6227
10564,inheritance,10574
10574,using,10687
10750,subframe,10759
10750,subframe,3831
10750,subframe,3872
10759,precedes,3872
13616,metaphorical_projection,9045
11003,perspective_on,2709
11003,perspective_on,4702
11010,causative_of,11032
11020,subframe,11010
11025,subframe,11032
11039,inheritance,11121
11039,precedes,11032
11039,precedes,11010
11060,precedes,11039
11087,inheritance,11114
11103,precedes,11010
11114,subframe,11121
11129,inheritance,2689
11129,inheritance,9482
11129,see_also,2689
11152,using,4537
11217,see_also,4522
11217,see_also,1648
11217,see_also,3592
11264,see_also,919
11285,inheritance,11296
11315,inchoative_of,6519
1757,inheritance,7767
1757,using,6819
1757,using,8176
1772,inheritance,7782
1772,using,6835
1846,using,8148
2047,perspective_on,2062
2047,perspective_on,1846
2062,inheritance,8148
2062,using,2163
2062,using,8148
2071,perspective_on,1757
2071,perspective_on,1772
2071,using,6851
11409,precedes,11592
11445,precedes,11460
11445,subframe,11801
11445,subframe,11830
11460,precedes,11473
11460,subframe,11508
11460,subframe,11751
11460,subframe,8199
11460,subframe,12036
11473,subframe,11951
11487,subframe,1757
11487,subframe,11686
11487,subframe,11779
11487,subframe,11913
11487,subframe,5683
11500,using,3304
11500,subframe,11445
11500,subframe,11460
11500,subframe,11473
11500,subframe,11487
11508,perspective_on,12669
11571,precedes,11592
11571,precedes,11409
11696,perspective_on,12461
11649,using,12109
11751,inheritance,11856
11751,inheritance,11896
11779,precedes,1757
11830,precedes,11801
12161,inheritance,12220
12161,inheritance,12225
12366,subframe,2318
7603,inheritance,8273
7603,inheritance,8685
7603,inheritance,9497
1858,subframe,1870
6001,inheritance,10766
6001,using,6013
7591,perspective_on,6233
7591,perspective_on,6245
7591,perspective_on,4308
7591,perspective_on,5925
13178,perspective_on,236
13178,perspective_on,13193
13146,inheritance,12828
13534,using,13514
13601,precedes,1218
13531,using,2887
4098,inheritance,10276
5060,using,13232
7460,using,7484
9870,inheritance,13588
10276,inheritance,10288
10276,inheritance,10483
3558,inheritance,7252
8362,inheritance,9263
289,see_also,2117
289,using,2117
2769,causative_of,4646
2893,inheritance,4377
2893,inheritance,10659
2893,using,4912
2893,using,3586
2893,using,8659
2893,using,8467
2893,inheritance,13496
3431,using,6917
4869,inheritance,330
11520,using,11452
11522,using,11437
11522,using,11466
11522,using,12019
11690,using,11337
11690,inheritance,11520
11690,inheritance,11674
11690,inheritance,11790
11474,subframe,11944
2196,inheritance,9799
2263,using,944
4093,inheritance,10271
5062,using,13233
5210,inheritance,5223
5210,inheritance,2437
5210,inheritance,10541
5210,inheritance,10639
5210,inheritance,11956
5210,inheritance,13498
5210,inheritance,13575
5976,inheritance,5983
5976,inheritance,5576
10271,inheritance,10283
10271,inheritance,10478
10541,using,10555
11502,subframe,11478
12247,using,2664
12243,inheritance,11398
12243,inheritance,11793
12243,inheritance,12247
12239,inheritance,12548
12164,inheritance,12221
12164,inheritance,12226
12353,subframe,12607
13535,using,13604
13561,using,13604
13599,inheritance,13479
1428,inheritance,10784
975,subframe,1813
1753,inheritance,7763
1768,inheritance,7778
1813,subframe,2045
1813,subframe,2070
1842,using,8143
2045,perspective_on,2058
2045,perspective_on,1842
2058,inheritance,8143
2058,using,2170
2058,using,8143
2070,perspective_on,1753
2070,perspective_on,1768
13536,using,13598
13536,using,13605
13563,using,13605
2891,inheritance,4380
2891,inheritance,10660
2891,using,4906
2891,inheritance,13500
4028,inheritance,4092
4028,inheritance,4018
4028,inheritance,1471
4028,inheritance,1623
4028,inheritance,4906
4028,inheritance,1781
4028,inheritance,5058
4028,inheritance,6794
4028,inheritance,6996
4028,inheritance,6388
4028,inheritance,4134
4028,inheritance,2903
4028,inheritance,2891
4028,inheritance,7831
4028,inheritance,10417
4028,inheritance,10424
4028,inheritance,10939
4028,inheritance,2453
4028,inheritance,7458
4028,inheritance,11141
4028,inheritance,13122
4028,using,13231
4028,inheritance,13536
4028,inheritance,13563
4028,inheritance,13600
4028,inheritance,1205
4092,inheritance,10270
5058,using,13231
10270,inheritance,10282
10270,inheritance,10477
13600,inheritance,13500
1114,causative_of,1046
1114,inheritance,8343
1115,causative_of,1045
1115,inheritance,8344
4035,perspective_on,6829
4035,perspective_on,6813
6030,inheritance,6845
7355,inheritance,7395
2314,inheritance,11406
2314,inheritance,11567
11406,precedes,11587
11567,subframe,12214
11567,precedes,11587
11567,precedes,11406
12214,subframe,12162
12214,using,12347
12214,subframe,11587
12363,subframe,2314
11084,inheritance,11115
4058,inheritance,8032
4058,inheritance,8812
4058,inheritance,10460
4058,inheritance,10610
4058,using,5986
8812,precedes,8808
8812,precedes,8855
1466,using,1914
1466,using,1643
1466,using,5730
1466,using,5742
1618,using,1643
1618,using,5730
1618,using,5742
9357,inheritance,2202
9363,inheritance,9676
4095,inheritance,10273
4095,using,4146
10273,inheritance,10285
10273,inheritance,10480
1971,inheritance,11272
1971,inheritance,11329
5650,see_also,6358
5650,using,11266
11448,precedes,11461
11448,subframe,11805
11448,subframe,11827
11461,precedes,11476
11461,subframe,11512
11461,subframe,11747
11461,subframe,8198
11461,subframe,12032
11476,subframe,11954
11488,subframe,11683
11488,subframe,11776
11488,subframe,11910
11497,using,11364
11497,subframe,11448
11497,subframe,11461
11497,subframe,11476
11497,subframe,11488
11512,perspective_on,12670
11608,perspective_on,8377
11747,inheritance,11852
11747,inheritance,11892
11827,precedes,11805
433,inheritance,5437
433,inheritance,7164
433,inheritance,4653
433,inheritance,9477
433,using,2114
433,using,5790
433,using,7021
433,using,4865
433,inheritance,12690
2677,using,5234
3449,using,7880
4209,inheritance,10953
2937,inheritance,4981
2937,inheritance,5075
2937,inheritance,5082
2937,inheritance,5321
2937,inheritance,6790
2937,inheritance,5414
2937,inheritance,10164
2937,inheritance,10236
2937,inheritance,5204
2937,inheritance,12311
2937,inheritance,4988
1185,inheritance,6529
1185,inheritance,10127
1185,inheritance,10149
1185,inheritance,11067
18,inheritance,390
18,inheritance,6180
18,using,457
18,using,1004
1777,inheritance,7787
414,inheritance,10778
721,inheritance,10929
2678,using,2886
2886,inheritance,10651
2886,inheritance,13473
3632,using,9583
11155,using,11146
36,inheritance,2757
36,inheritance,3515
36,see_also,2283
36,using,2295
36,using,3502
4246,using,4230
3535,inheritance,6899
7,inheritance,3654
215,using,4726
215,using,8051
499,inheritance,8953
499,using,3446
499,using,9294
559,inheritance,10373
559,using,8126
881,using,13168
881,see_also,13168
1051,inheritance,7007
1051,inheritance,4743
1272,using,10704
1285,using,5018
1306,inheritance,8232
1306,inheritance,1008
1306,inheritance,9308
1306,inheritance,13168
1522,inheritance,6064
1522,inheritance,6506
1522,using,9570
1675,using,8333
2626,inheritance,2639
3042,using,10588
3212,causative_of,3232
3446,inheritance,5054
3446,inheritance,6212
3446,inheritance,10489
3446,using,7881
3527,using,10792
3540,inheritance,8507
3631,using,9582
3654,using,9102
3670,causative_of,3283
4072,inheritance,8827
4072,inheritance,10474
4072,inheritance,10625
4208,inheritance,10952
4461,inheritance,10220
4461,using,8522
4585,inheritance,9077
4585,using,2414
4693,using,8965
4743,inchoative_of,5142
4853,using,4861
4942,inheritance,4948
4942,inheritance,4973
4942,inheritance,5142
4942,inheritance,7064
4942,inheritance,9405
4973,using,8442
5018,inheritance,6337
5018,inheritance,8126
5018,inheritance,9343
5018,using,6099
5047,inheritance,4942
5047,inheritance,5853
5047,inheritance,6112
5047,inheritance,6354
5047,inheritance,6775
5047,inheritance,7040
5047,inheritance,5018
5047,inheritance,3603
5047,inheritance,1285
5047,inheritance,3446
5047,inheritance,4955
5047,inheritance,8164
5047,inheritance,8333
5047,inheritance,10870
5047,inheritance,10882
5047,inheritance,10895
5047,using,3826
5047,inheritance,13525
5047,inheritance,13524
5142,inheritance,5149
5142,using,9661
5405,inheritance,10033
5530,precedes,1675
5618,inheritance,8487
5836,inheritance,10208
5863,subframe,3232
5922,using,6899
5968,inheritance,7338
6041,inheritance,6856
6151,using,4861
6205,inheritance,6448
6205,using,6212
6224,using,10319
6237,inheritance,8312
6237,inheritance,10263
6343,inchoative_of,6337
6521,see_also,7732
6521,using,7997
7040,inheritance,7047
7338,subframe,7364
7364,inheritance,7404
7373,using,7442
7373,using,7451
7442,see_also,7451
7633,perspective_on,4942
7633,perspective_on,1223
7693,inheritance,8927
7693,perspective_on,499
7693,perspective_on,3540
7693,using,473
7693,using,486
7693,using,10828
7732,inheritance,7997
8023,perspective_on,9693
8023,perspective_on,741
8154,using,8164
8232,inheritance,6386
8476,inheritance,881
8927,inheritance,8940
8927,inheritance,8965
8927,inheritance,8984
8927,inheritance,8997
8927,inheritance,9009
8927,inheritance,9023
8965,perspective_on,8953
8965,perspective_on,8975
9023,inheritance,9036
9191,inheritance,3051
9267,inheritance,5018
9267,see_also,5018
9693,inheritance,649
9744,inheritance,1272
10256,inheritance,10121
10263,inheritance,10121
10263,see_also,10256
10263,see_also,10121
10373,using,10391
11017,causative_of,11036
11131,inheritance,2691
11131,see_also,2691
13154,inheritance,12834
2251,causative_of,4786
3293,subframe,7388
6223,using,10318
6771,inheritance,10344
7348,inheritance,7388
1576,precedes,1671
1671,precedes,1679
1671,precedes,1700
1700,inheritance,5093
3650,using,9098
931,causative_of,4621
3652,using,9100
4661,inheritance,10906
9147,using,9167
3448,inheritance,10490
3466,using,3455
3542,inheritance,8509
2668,using,2892
2697,inheritance,3870
2697,inheritance,2668
2697,inheritance,3839
2697,inheritance,2464
2697,inheritance,7368
2697,inheritance,2560
3056,inheritance,2697
3056,using,6073
12,inheritance,3658
3041,using,10587
3658,using,9106
4463,using,8524
5940,using,10104
9749,inheritance,1277
5538,using,6205
5538,using,4955
6440,perspective_on,6430
6440,perspective_on,5538
6448,perspective_on,3749
6448,perspective_on,5578
6448,using,4382
6456,causative_of,3749
2924,inheritance,2258
2924,inheritance,5974
2924,inheritance,2666
2924,inheritance,3760
2924,inheritance,3730
1895,inheritance,1924
1895,inheritance,1903
1895,inheritance,1886
1895,inheritance,9412
1895,inheritance,10293
1895,inheritance,10325
1895,inheritance,10721
1895,using,1875
1895,inheritance,12350
2401,inheritance,2924
2401,inheritance,1895
9412,inheritance,1917
10293,inheritance,6416
10293,inheritance,10302
10302,inheritance,8447
2346,using,6038
6038,inheritance,6853
1187,inheritance,10129
1187,inheritance,11069
1887,inheritance,6417
1898,inheritance,1925
1898,inheritance,1904
1898,inheritance,1887
1898,inheritance,9414
1898,inheritance,10296
1898,inheritance,10328
1898,inheritance,10724
6136,inheritance,10113
9414,inheritance,1918
10296,inheritance,6417
10296,inheritance,10305
47,using,7432
451,inheritance,12698
1267,using,10700
2745,inheritance,11081
2745,using,11056
3657,using,9105
3690,using,1267
3906,inheritance,1103
4070,inheritance,8824
4070,inheritance,10471
4070,inheritance,10622
5402,inheritance,10030
5964,inheritance,7334
5964,subframe,621
6239,inheritance,10265
7334,subframe,7360
7360,inheritance,7400
8021,perspective_on,9691
9691,inheritance,647
9739,inheritance,1267
10252,inheritance,10123
10265,inheritance,10123
10265,see_also,10252
10265,see_also,10123
11018,causative_of,11037
7597,perspective_on,6239
7597,perspective_on,6252
2939,inheritance,4983
2939,inheritance,5077
2939,inheritance,5323
2939,inheritance,10166
2939,inheritance,10238
2939,inheritance,5206
2939,inheritance,12312
2939,inheritance,4990
5206,inheritance,5219
5206,inheritance,10537
5206,inheritance,10635
5206,inheritance,13488
5206,inheritance,13562
10537,using,10551
7365,inheritance,7405
1116,causative_of,1048
1116,inheritance,8345
554,inheritance,10368
617,inheritance,7348
617,precedes,554
617,using,7300
716,inheritance,10924
716,see_also,734
716,using,6701
716,using,6743
734,precedes,716
753,inheritance,587
753,inheritance,7324
753,inheritance,3293
753,inheritance,7504
753,subframe,7348
2345,using,6037
5952,inheritance,7324
5952,subframe,617
5952,subframe,554
6037,inheritance,6852
7324,subframe,7348
7663,perspective_on,4523
7663,perspective_on,780
10368,using,10386
4029,inheritance,4099
4029,inheritance,4022
4029,inheritance,1473
4029,inheritance,1626
4029,inheritance,4907
4029,inheritance,1779
4029,inheritance,5059
4029,inheritance,6795
4029,inheritance,6992
4029,inheritance,2884
4029,inheritance,7832
4029,inheritance,10418
4029,inheritance,10425
4029,inheritance,10940
4029,inheritance,7459
4029,inheritance,11136
4029,subframe,9869
4029,inheritance,13123
4029,using,13227
4029,inheritance,13528
4029,inheritance,13555
4029,inheritance,13590
43,inheritance,2748
43,inheritance,3520
43,inheritance,680
43,using,787
43,using,142
43,using,2635
43,using,2582
43,using,730
43,using,3492
43,using,1443
220,inheritance,13141
304,inheritance,2684
304,inheritance,5779
304,inheritance,7613
446,inheritance,12697
561,inheritance,10375
561,using,8125
574,causative_of,43
574,inheritance,2819
574,see_also,2303
574,see_also,656
574,see_also,707
574,see_also,730
574,see_also,638
574,subframe,707
574,subframe,730
574,using,2505
574,using,2582
691,using,5949
707,inheritance,10915
707,see_also,730
707,see_also,656
707,using,6693
1733,inheritance,10889
2118,inheritance,4573
2216,inheritance,2774
2216,inheritance,2106
2216,inheritance,2253
2216,inheritance,1946
2216,inheritance,2399
2216,inheritance,2809
2216,inheritance,3820
2216,inheritance,1414
2216,inheritance,5353
2216,inheritance,7567
2216,inheritance,109
2216,inheritance,2427
2216,inheritance,1069
2216,inheritance,1240
2216,inheritance,5409
2216,inheritance,10711
2216,inheritance,6264
2216,inheritance,8904
2216,inheritance,6087
2216,inheritance,8471
2216,inheritance,7644
2216,inheritance,10834
2216,inheritance,8891
2216,inheritance,124
2216,inheritance,11180
2216,using,1500
2216,using,2524
2303,see_also,2337
3983,causative_of,5729
4154,using,3602
4215,inheritance,10959
4215,using,92
4493,causative_of,5617
4493,inheritance,4530
4493,inheritance,7873
4493,using,6862
5353,causative_of,5605
5409,inheritance,10036
5949,using,8136
6524,see_also,7739
6524,using,8004
7268,using,10176
7680,inheritance,184
7680,using,232
7680,using,244
7680,using,220
7739,inheritance,8004
10375,using,10393
11124,inheritance,2684
11124,see_also,2684
4918,inheritance,8388
8566,inheritance,8388
8566,inheritance,8605
19,inheritance,387
19,inheritance,6181
19,inheritance,374
19,inheritance,425
19,perspective_on,9205
19,using,2965
19,using,2670
19,using,1002
19,using,7411
19,using,7187
19,using,440
41,inheritance,3507
41,inheritance,755
41,inheritance,676
41,inheritance,3350
41,see_also,2290
41,see_also,776
41,see_also,755
41,subframe,7311
41,subframe,5088
41,using,776
41,using,143
41,using,2290
41,using,623
41,using,708
41,using,3493
41,using,1444
41,using,6646
41,using,7424
59,inheritance,3221
59,inheritance,573
59,inheritance,3200
59,inheritance,5470
59,inheritance,4766
59,inheritance,2746
59,inheritance,4406
59,inheritance,7892
59,inheritance,9605
59,inheritance,9683
59,inheritance,739
59,inheritance,708
59,inheritance,9716
59,inheritance,3058
59,inheritance,9738
59,inheritance,10353
59,inheritance,11199
112,causative_of,4687
122,causative_of,8117
167,inheritance,8288
167,using,8274
221,inheritance,6940
233,inheritance,10018
286,see_also,2126
286,using,2126
286,using,6277
333,inheritance,4559
425,using,7200
440,inheritance,5445
440,inheritance,7172
440,using,2126
440,using,5796
440,using,7025
440,using,4877
440,inheritance,12696
557,inheritance,10371
573,causative_of,41
573,inheritance,2820
573,inheritance,9119
573,see_also,2290
573,see_also,657
573,see_also,708
573,see_also,739
573,see_also,639
573,subframe,708
573,using,2290
623,inheritance,2614
623,inheritance,7349
623,precedes,557
623,using,7298
695,using,5953
708,inheritance,10916
708,see_also,657
708,using,5746
708,using,6694
708,using,6737
755,inheritance,594
755,inheritance,7325
755,inheritance,3312
755,inheritance,7506
755,subframe,7349
797,inheritance,8368
797,see_also,849
833,using,387
849,inheritance,9178
877,causative_of,889
877,using,13164
877,see_also,13164
1087,perspective_on,4067
1087,using,11108
1195,see_also,1444
1241,subframe,5361
1266,inheritance,2155
1300,inheritance,8226
1300,inheritance,1002
1300,inheritance,9302
1300,precedes,6234
1300,inheritance,13164
1460,inchoative_of,1558
1460,inheritance,1571
1460,inheritance,11316
1460,precedes,1558
1524,using,9572
1551,inheritance,1693
1558,inheritance,1668
1558,precedes,2224
1558,precedes,1551
1558,precedes,7862
1571,precedes,1668
1668,precedes,1716
1668,precedes,1676
1668,precedes,1693
1693,inheritance,5088
2126,inheritance,4574
2126,inheritance,7217
2224,inheritance,1676
2290,see_also,9119
2290,see_also,2338
2290,using,2338
2338,using,6031
2670,inheritance,5477
2698,inheritance,3875
2698,inheritance,2670
2698,inheritance,3836
2698,inheritance,2467
2698,inheritance,7488
2698,inheritance,2386
2698,inheritance,75
2746,inheritance,11082
2746,using,11057
2837,using,2820
3058,inheritance,2698
3200,causative_of,4737
3312,subframe,7389
3350,using,2594
3450,inheritance,10491
3475,causative_of,3493
3507,using,6320
3507,using,10794
3659,using,9107
4042,perspective_on,6836
4042,perspective_on,6820
4067,inheritance,8821
4067,inheritance,10468
4067,inheritance,10619
4067,using,5995
4171,inheritance,6482
4171,inheritance,8245
4171,using,7558
4406,causative_of,539
4406,inheritance,2185
4464,using,8525
4595,inchoative_of,1177
4666,causative_of,173
4766,causative_of,833
4877,inheritance,333
5406,inheritance,10034
5470,causative_of,2224
5531,precedes,1668
5953,inheritance,7325
5953,subframe,623
5953,subframe,557
6031,inheritance,6846
6220,using,10315
6234,inheritance,8307
6234,inheritance,10266
6482,using,4559
6757,inheritance,10794
6769,inheritance,10342
7200,inheritance,7233
7325,subframe,7349
7349,inheritance,7389
7488,using,7475
7752,perspective_on,2820
7752,perspective_on,2837
7862,inheritance,1716
7892,inheritance,7905
8013,perspective_on,9683
8013,perspective_on,739
8117,inheritance,8097
8226,inheritance,6378
8274,inheritance,7752
8472,inheritance,877
9205,inheritance,9222
9683,inheritance,639
9700,perspective_on,9716
9700,perspective_on,708
9716,inheritance,657
9738,inheritance,1266
10253,inheritance,10124
10266,inheritance,10124
10266,see_also,10253
10266,see_also,10124
10371,using,10389
11006,causative_of,11028
11410,precedes,11593
7592,perspective_on,6234
11763,subframe,11760
1469,using,1916
1893,inheritance,6423
1900,inheritance,1931
1900,inheritance,1909
1900,inheritance,1893
1900,inheritance,9413
1900,inheritance,10297
1900,inheritance,10329
1900,inheritance,10725
1900,inheritance,3546
1900,inheritance,1786
1900,inheritance,12351
2897,inheritance,10653
2897,inheritance,13476
2936,inheritance,4980
2936,inheritance,5074
2936,inheritance,5081
2936,inheritance,5320
2936,inheritance,6788
2936,inheritance,5415
2936,inheritance,10163
2936,inheritance,10235
2936,inheritance,5203
2936,inheritance,12313
2936,inheritance,4987
4662,inheritance,10907
5203,inheritance,5216
5203,inheritance,10534
5203,inheritance,10632
5203,inheritance,12241
5203,inheritance,13490
5203,inheritance,13564
5937,using,10101
5978,inheritance,5982
6026,inheritance,10738
6138,inheritance,10115
6393,inheritance,12351
6529,inheritance,10044
7143,inheritance,7095
7143,using,7101
7267,using,10175
7916,inheritance,8498
7977,using,7984
8450,inheritance,10494
9360,inheritance,13541
9413,inheritance,1922
10297,inheritance,6423
10297,inheritance,10306
10306,inheritance,8450
10437,inheritance,10445
10534,using,10548
12215,subframe,11593
5649,using,11265
1966,inheritance,2495
1966,inheritance,6358
1966,inheritance,11206
1966,inheritance,5650
1966,inheritance,11215
1966,inheritance,11224
1966,inheritance,11233
1966,inheritance,11252
1966,inheritance,11275
1966,inheritance,11324
1966,using,689
1188,inheritance,10130
1188,inheritance,10151
1188,inheritance,11070
1307,inheritance,8233
1307,inheritance,9309
1957,inheritance,3741
1957,inheritance,9048
1957,using,3741
1957,using,10451
1957,inheritance,13519
1957,inheritance,13518
6441,perspective_on,6431
6441,perspective_on,5539
6756,inheritance,10793
11286,inheritance,11297
23,inheritance,378
23,inheritance,431
23,inheritance,7708
23,perspective_on,9209
23,using,2970
521,metaphorical_projection,6634
711,inheritance,10919
711,using,5749
711,using,6738
855,inheritance,9184
1303,inheritance,8229
1303,inheritance,9305
1327,inheritance,10988
1463,inchoative_of,1560
1463,inheritance,11317
1463,precedes,1560
1556,inheritance,1698
1871,inheritance,3269
1871,inheritance,1588
1871,inheritance,1463
1871,inheritance,1556
1871,inheritance,3698
1871,inheritance,2228
1871,inheritance,7867
1871,inheritance,9333
1871,inheritance,37
1871,inheritance,1055
1871,inheritance,5960
1871,inheritance,11099
1871,inheritance,9448
1871,using,5430
4427,inheritance,3260
4456,see_also,8456
4456,using,8519
5410,inheritance,10037
6759,inheritance,10796
7148,inheritance,10814
7867,inheritance,1718
7867,precedes,1602
8229,inheritance,6381
9209,inheritance,9226
9746,inheritance,1274
11317,inchoative_of,6518
7605,inheritance,8277
7605,inheritance,8680
7605,inheritance,9499
7605,subframe,1303
626,using,7297
3028,inchoative_of,4456
4596,inchoative_of,1181
7356,inheritance,7396
9242,precedes,9251
13147,inheritance,12829
935,causative_of,4619
7690,inheritance,8924
7690,using,470
8924,inheritance,8937
8924,inheritance,8963
8924,inheritance,8994
8924,inheritance,9006
8924,inheritance,9020
8963,perspective_on,8951
8963,perspective_on,8973
9020,inheritance,9033
5969,inheritance,7339
5969,using,8134
2938,inheritance,4982
2938,inheritance,5076
2938,inheritance,5083
2938,inheritance,5322
2938,inheritance,6791
2938,inheritance,5418
2938,inheritance,10165
2938,inheritance,10237
2938,inheritance,5205
2938,inheritance,12314
2938,inheritance,4989
777,using,1370
448,inheritance,12699
562,inheritance,10376
1963,inheritance,9054
1963,inheritance,10191
1963,inheritance,8882
1963,using,10457
2217,inheritance,8909
3660,using,9108
4074,inheritance,8829
4074,inheritance,10627
5533,precedes,1674
9148,using,9168
10376,using,10394
7678,inheritance,182
7678,using,229
7678,using,211
7678,using,243
7678,using,6549
9,inheritance,3653
80,inheritance,7525
190,see_also,1539
491,inheritance,8952
491,inheritance,3556
491,using,9287
537,inchoative_of,2985
585,inheritance,9127
585,see_also,2299
585,see_also,737
585,see_also,648
624,inheritance,7358
713,inheritance,2546
713,inheritance,10921
713,see_also,661
713,using,5751
713,using,6698
713,using,6740
762,inheritance,607
762,inheritance,7333
762,inheritance,3305
762,inheritance,7513
762,subframe,7358
828,using,394
1019,inheritance,1818
1019,inheritance,2025
1019,inheritance,8381
1019,inheritance,624
1019,using,1486
1090,perspective_on,4064
1102,using,1142
1268,inheritance,2152
1268,using,5572
1268,using,4184
1268,using,10701
1329,using,9476
1457,inchoative_of,1563
1457,inheritance,11321
1457,precedes,1563
1486,using,5039
1517,inheritance,1771
1517,inheritance,1845
1517,inheritance,6059
1517,inheritance,6501
1517,inheritance,6603
1517,using,9565
1563,precedes,2221
1591,inheritance,5526
1591,precedes,1563
1756,inheritance,7766
1756,using,6818
1771,inheritance,7781
1771,using,6834
1818,inheritance,2073
1818,inheritance,2048
1829,inheritance,2061
1829,inheritance,6400
1829,inheritance,3905
1829,inheritance,1756
1829,inheritance,1361
1869,inheritance,3281
1869,inheritance,3266
1869,inheritance,1591
1869,inheritance,1457
1869,inheritance,3695
1869,inheritance,2221
1869,inheritance,1829
1869,inheritance,1019
1869,inheritance,7866
1869,inheritance,9331
1869,inheritance,11092
1869,inheritance,9445
1962,inheritance,9053
1962,inheritance,10190
1962,using,10456
1962,inheritance,13502
2025,inheritance,1517
2048,perspective_on,2061
2048,perspective_on,1845
2061,using,2166
2073,perspective_on,1756
2073,perspective_on,1771
2215,inheritance,2770
2215,inheritance,2098
2215,inheritance,2248
2215,inheritance,4064
2215,inheritance,2364
2215,inheritance,1421
2215,inheritance,3148
2215,inheritance,5352
2215,inheritance,6124
2215,inheritance,7572
2215,inheritance,168
2215,inheritance,3036
2215,inheritance,3905
2215,inheritance,4431
2215,inheritance,9325
2215,inheritance,10518
2215,inheritance,11161
2215,inheritance,11179
2215,using,4040
2229,inheritance,3019
2229,subframe,1548
2229,using,6007
2299,see_also,9127
2343,using,6035
2364,inheritance,5340
2364,using,3004
2364,using,10566
2628,inheritance,2638
2628,inheritance,5911
2680,inheritance,5484
2744,inheritance,11080
2744,using,11055
2985,inheritance,9959
3026,inchoative_of,4459
3036,inheritance,7715
3036,using,10582
3305,subframe,7398
3396,causative_of,3372
3424,using,6912
3424,using,7275
3525,using,10791
3556,inheritance,7250
3629,see_also,6754
3629,using,9580
3653,using,9101
3675,causative_of,3281
3861,using,6706
3905,inheritance,1102
3967,inheritance,3330
3993,using,3952
4040,perspective_on,6818
4064,inheritance,8818
4064,inheritance,10616
4064,using,5992
4170,inheritance,6481
4170,inheritance,8244
4170,using,7557
4210,inheritance,10954
4312,causative_of,6238
4403,inheritance,2188
4459,using,8520
4495,inheritance,4535
4495,inheritance,7875
4495,using,6864
4535,using,6898
4535,using,6768
4549,inheritance,1102
4549,inheritance,1361
4549,inheritance,1794
4549,inheritance,1421
4549,inheritance,1379
4549,inheritance,4184
4549,inheritance,1142
4770,causative_of,828
4811,inheritance,8075
5019,inheritance,6338
5019,inheritance,8127
5019,inheritance,9344
5019,using,6098
5278,inheritance,4481
5278,using,5286
5407,inheritance,10035
5467,causative_of,2221
5723,subframe,1829
5921,using,6898
5935,using,6490
5935,using,10099
5962,inheritance,7333
5962,subframe,624
6035,inheritance,6850
6209,using,4368
6228,using,10323
6238,inheritance,10260
6344,inchoative_of,6338
6438,perspective_on,6428
6522,see_also,7733
6522,using,7998
6754,inheritance,10791
6768,inheritance,10341
6768,see_also,6898
7333,subframe,7358
7358,inheritance,7398
7546,inheritance,7538
7671,perspective_on,2373
7692,inheritance,8926
7692,perspective_on,491
7692,using,472
7692,using,3556
7692,using,282
7724,inheritance,9331
7733,inheritance,7998
8022,perspective_on,9692
8022,perspective_on,737
8926,inheritance,8939
8926,inheritance,8964
8926,inheritance,8983
8926,inheritance,8996
8926,inheritance,9008
8926,inheritance,9022
8964,perspective_on,8952
8964,perspective_on,8974
9022,inheritance,9035
9140,using,9160
9195,inheritance,3055
9240,inheritance,537
9268,inheritance,5019
9268,see_also,5019
9325,inheritance,2373
9460,perspective_on,9465
9460,perspective_on,9470
9465,inheritance,9455
9692,inheritance,648
9704,perspective_on,9720
9704,perspective_on,713
9720,inheritance,661
9740,causative_of,823
9740,inheritance,1268
10251,inheritance,10118
10260,inheritance,10118
10260,see_also,10251
10260,see_also,10118
10566,inheritance,10576
10576,using,10689
10754,subframe,3835
11016,causative_of,11035
11150,using,4535
11161,using,11150
11321,inchoative_of,6522
1860,subframe,1869
7596,perspective_on,6238
7596,perspective_on,6251
12846,inheritance,13157
13180,perspective_on,13191
13157,inheritance,12836
136,using,1661
763,inheritance,7514
1661,using,4718
7734,inheritance,7999
2679,using,5229
3485,causative_of,3504
1888,inheritance,6418
1897,inheritance,1926
1897,inheritance,1905
1897,inheritance,1888
1897,inheritance,10295
1897,inheritance,10327
1897,inheritance,10723
1926,using,1779
2402,inheritance,2926
2402,inheritance,1897
2926,inheritance,2262
2926,inheritance,3758
10295,inheritance,6418
10295,inheritance,10304
24,using,449
449,inheritance,12700
564,inheritance,10378
620,inheritance,7361
1022,inheritance,564
1022,inheritance,620
1022,inheritance,10053
1228,inheritance,8204
1273,using,10705
1464,inheritance,11320
1557,inheritance,1702
1873,inheritance,3273
1873,inheritance,1593
1873,inheritance,1464
1873,inheritance,1557
1873,inheritance,3699
1873,inheritance,2227
1873,inheritance,1958
1873,inheritance,9335
1873,inheritance,48
1873,inheritance,4638
1873,inheritance,5965
1873,inheritance,11100
