idFE,frameName,feName,coreType
8883,Abandonment,Abandonment.Agent,cty_core
8884,Abandonment,Abandonment.Theme,cty_core
8885,Abandonment,Abandonment.Place,cty_peripheral
8886,Abandonment,Abandonment.Time,cty_peripheral
8887,Abandonment,Abandonment.Manner,cty_peripheral
8888,Abandonment,Abandonment.Duration,cty_peripheral
8889,Abandonment,Abandonment.Explanation,cty_extra-thematic
8890,Abandonment,Abandonment.Depictive,cty_extra-thematic
8891,Abandonment,Abandonment.Degree,cty_peripheral
8892,Abandonment,Abandonment.Means,cty_peripheral
8893,Abandonment,Abandonment.Purpose,cty_peripheral
8894,Abandonment,Abandonment.Event_description,cty_extra-thematic
2492,Abounding_with,Abounding_with.Theme,cty_core
2493,Abounding_with,Abounding_with.Location,cty_core
2494,Abounding_with,Abounding_with.Degree,cty_peripheral
2495,Abounding_with,Abounding_with.Depictive,cty_extra-thematic
2496,Abounding_with,Abounding_with.Time,cty_peripheral
4786,Absorb_heat,Absorb_heat.Entity,cty_core
4787,Absorb_heat,Absorb_heat.Container,cty_core
4788,Absorb_heat,Absorb_heat.Heat_source,cty_core
4789,Absorb_heat,Absorb_heat.Place,cty_peripheral
4790,Absorb_heat,Absorb_heat.Medium,cty_peripheral
4791,Absorb_heat,Absorb_heat.Manner,cty_peripheral
4792,Absorb_heat,Absorb_heat.Time,cty_peripheral
4793,Absorb_heat,Absorb_heat.Explanation,cty_extra-thematic
4794,Absorb_heat,Absorb_heat.Temperature,cty_peripheral
4795,Absorb_heat,Absorb_heat.Duration,cty_peripheral
4796,Absorb_heat,Absorb_heat.Circumstances,cty_extra-thematic
4797,Absorb_heat,Absorb_heat.Purpose,cty_extra-thematic
4798,Absorb_heat,Absorb_heat.Depictive,cty_extra-thematic
4799,Absorb_heat,Absorb_heat.Result,cty_extra-thematic
7036,Abundance,Abundance.Collection,cty_core
7037,Abundance,Abundance.Quantity,cty_core
7038,Abundance,Abundance.Degree,cty_peripheral
7039,Abundance,Abundance.Time,cty_extra-thematic
7040,Abundance,Abundance.Circumstances,cty_extra-thematic
7041,Abundance,Abundance.Measure,cty_peripheral
7042,Abundance,Abundance.Place,cty_core
4174,Abusing,Abusing.Abuser,cty_core
4175,Abusing,Abusing.Victim,cty_core
4176,Abusing,Abusing.Type,cty_peripheral
4177,Abusing,Abusing.Degree,cty_extra-thematic
4178,Abusing,Abusing.Place,cty_peripheral
4179,Abusing,Abusing.Time,cty_peripheral
4180,Abusing,Abusing.Manner,cty_peripheral
4181,Abusing,Abusing.Means,cty_peripheral
4182,Abusing,Abusing.Instrument,cty_peripheral
4183,Abusing,Abusing.Purpose,cty_peripheral
4184,Abusing,Abusing.Explanation,cty_extra-thematic
4185,Abusing,Abusing.Duration,cty_peripheral
4186,Abusing,Abusing.Frequency,cty_extra-thematic
4187,Abusing,Abusing.Depictive,cty_extra-thematic
4188,Abusing,Abusing.Circumstances,cty_extra-thematic
4189,Abusing,Abusing.Period_of_iterations,cty_extra-thematic
8130,Access_scenario,Access_scenario.Theme,cty_core
8131,Access_scenario,Access_scenario.Useful_location,cty_core
8132,Access_scenario,Access_scenario.Barrier,cty_core
13419,Accident,Accident.Type,cty_peripheral
13420,Accident,Accident.Accident,cty_core
13421,Accident,Accident.Place,cty_peripheral
13422,Accident,Accident.Time,cty_peripheral
13423,Accident,Accident.Victim,cty_core
13424,Accident,Accident.Cause,cty_peripheral
13425,Accident,Accident.Description,cty_peripheral
13426,Accident_description,Accident_description.Accident,cty_core
13427,Accident_description,Accident_description.Description,cty_core
13428,Accident_description,Accident_description.Degree,cty_peripheral
11396,Accommodation,Accommodation.Lodge,cty_core
11397,Accommodation,Accommodation.Rate,cty_peripheral
11398,Accommodation,Accommodation.Type,cty_peripheral
11519,Accommodation,Accommodation.Place,cty_peripheral
11520,Accommodation,Accommodation.Tourist,cty_peripheral
11521,Accommodation,Accommodation.Purpose,cty_peripheral
2455,Accompaniment,Accompaniment.Participant,cty_core
2456,Accompaniment,Accompaniment.Co-participant,cty_core
2457,Accompaniment,Accompaniment.Participants,cty_core
6585,Accomplishment,Accomplishment.Means,cty_peripheral
6586,Accomplishment,Accomplishment.Agent,cty_core
6587,Accomplishment,Accomplishment.Instrument,cty_peripheral
6588,Accomplishment,Accomplishment.Place,cty_peripheral
6589,Accomplishment,Accomplishment.Time,cty_peripheral
6590,Accomplishment,Accomplishment.Manner,cty_peripheral
6591,Accomplishment,Accomplishment.Explanation,cty_extra-thematic
6592,Accomplishment,Accomplishment.Degree,cty_extra-thematic
6593,Accomplishment,Accomplishment.Goal,cty_core
6594,Accomplishment,Accomplishment.Outcome,cty_extra-thematic
6595,Accomplishment,Accomplishment.Circumstances,cty_extra-thematic
6596,Accomplishment,Accomplishment.Duration,cty_peripheral
6597,Accomplishment,Accomplishment.Domain,cty_extra-thematic
6598,Accomplishment,Accomplishment.Particular_iteration,cty_extra-thematic
1618,Accoutrements,Accoutrements.Wearer,cty_peripheral
1619,Accoutrements,Accoutrements.Style,cty_peripheral
1620,Accoutrements,Accoutrements.Material,cty_peripheral
1621,Accoutrements,Accoutrements.Accoutrement,cty_core
1622,Accoutrements,Accoutrements.Descriptor,cty_peripheral
1623,Accoutrements,Accoutrements.Use,cty_peripheral
1624,Accoutrements,Accoutrements.Part,cty_peripheral
1625,Accoutrements,Accoutrements.Body_location,cty_peripheral
1626,Accoutrements,Accoutrements.Creator,cty_peripheral
1627,Accoutrements,Accoutrements.Time_of_creation,cty_peripheral
1628,Accoutrements,Accoutrements.Name,cty_peripheral
8317,Accuracy,Accuracy.Agent,cty_core
8318,Accuracy,Accuracy.Target,cty_extra-thematic
8319,Accuracy,Accuracy.Outcome,cty_extra-thematic
8320,Accuracy,Accuracy.Means,cty_core
8321,Accuracy,Accuracy.Degree,cty_core
8322,Accuracy,Accuracy.Time,cty_extra-thematic
8323,Accuracy,Accuracy.Place,cty_extra-thematic
8324,Accuracy,Accuracy.Instrument,cty_core
8325,Accuracy,Accuracy.Target_value,cty_extra-thematic
8326,Accuracy,Accuracy.Deviation,cty_core
8327,Accuracy,Accuracy.Domain,cty_extra-thematic
8328,Accuracy,Accuracy.Circumstances,cty_extra-thematic
8329,Accuracy,Accuracy.Frequency,cty_extra-thematic
3829,Achieving_first,Achieving_first.Cognizer,cty_core
3830,Achieving_first,Achieving_first.New_idea,cty_core
3831,Achieving_first,Achieving_first.Time,cty_peripheral
3832,Achieving_first,Achieving_first.Place,cty_peripheral
3833,Achieving_first,Achieving_first.Means,cty_peripheral
3834,Achieving_first,Achieving_first.Purpose,cty_peripheral
3835,Achieving_first,Achieving_first.Explanation,cty_extra-thematic
3836,Achieving_first,Achieving_first.Field,cty_peripheral
3837,Achieving_first,Achieving_first.Instrument,cty_peripheral
3838,Achieving_first,Achieving_first.Manner,cty_peripheral
3839,Achieving_first,Achieving_first.Basis,cty_peripheral
3840,Achieving_first,Achieving_first.Location_of_appearance,cty_extra-thematic
5980,Active_substance,Active_substance.Effect,cty_core
5981,Active_substance,Active_substance.Substance,cty_core
5982,Active_substance,Active_substance.Descriptor,cty_extra-thematic
5983,Active_substance,Active_substance.Type,cty_peripheral
5984,Active_substance,Active_substance.Name,cty_peripheral
1382,Activity,Activity.Activity,cty_core-unexpressed
1383,Activity,Activity.Duration,cty_peripheral
1384,Activity,Activity.Place,cty_peripheral
1385,Activity,Activity.Time,cty_peripheral
1386,Activity,Activity.Agent,cty_core
1387,Activity,Activity.Manner,cty_peripheral
1722,Activity_abandoned_state,Activity_abandoned_state.Agent,cty_core
1723,Activity_abandoned_state,Activity_abandoned_state.Time,cty_peripheral
1724,Activity_abandoned_state,Activity_abandoned_state.Duration,cty_peripheral
1725,Activity_abandoned_state,Activity_abandoned_state.Activity,cty_core
1726,Activity_abandoned_state,Activity_abandoned_state.Place,cty_peripheral
1854,Activity_done_state,Activity_done_state.Agent,cty_core
1855,Activity_done_state,Activity_done_state.Activity,cty_core
1856,Activity_done_state,Activity_done_state.Time,cty_peripheral
1857,Activity_done_state,Activity_done_state.Place,cty_peripheral
1676,Activity_finish,Activity_finish.Depictive,cty_extra-thematic
1677,Activity_finish,Activity_finish.Manner,cty_peripheral
1678,Activity_finish,Activity_finish.Result,cty_extra-thematic
1679,Activity_finish,Activity_finish.Co-timed_event,cty_extra-thematic
1680,Activity_finish,Activity_finish.Place,cty_peripheral
1681,Activity_finish,Activity_finish.Time,cty_peripheral
1682,Activity_finish,Activity_finish.Agent,cty_core
1683,Activity_finish,Activity_finish.Activity,cty_core
1684,Activity_finish,Activity_finish.Means,cty_peripheral
1685,Activity_finish,Activity_finish.Purpose,cty_peripheral
1686,Activity_finish,Activity_finish.Degree,cty_peripheral
1687,Activity_finish,Activity_finish.Explanation,cty_extra-thematic
1688,Activity_finish,Activity_finish.Circumstances,cty_extra-thematic
1689,Activity_finish,Activity_finish.Containing_event,cty_extra-thematic
13465,Activity_learning,Activity_learning.Student,cty_core
13467,Activity_learning,Activity_learning.Subject,cty_core
13469,Activity_learning,Activity_learning.Skill,cty_core
13471,Activity_learning,Activity_learning.Teacher,cty_core
13546,Activity_learning,Activity_learning.Subjects,cty_core
13547,Activity_learning,Activity_learning.Duration,cty_peripheral
13551,Activity_learning,Activity_learning.Goal,cty_peripheral
13552,Activity_learning,Activity_learning.Instrument,cty_peripheral
13554,Activity_learning,Activity_learning.Place,cty_peripheral
13577,Activity_learning,Activity_learning.Manner,cty_peripheral
13585,Activity_learning,Activity_learning.Means,cty_peripheral
13592,Activity_learning,Activity_learning.Explanation,cty_peripheral
13601,Activity_learning,Activity_learning.Time,cty_peripheral
13689,Activity_learning,Activity_learning.Degree,cty_peripheral
1663,Activity_ongoing,Activity_ongoing.Duration,cty_core
1664,Activity_ongoing,Activity_ongoing.Activity,cty_core
1665,Activity_ongoing,Activity_ongoing.Place,cty_peripheral
1666,Activity_ongoing,Activity_ongoing.Purpose,cty_extra-thematic
1667,Activity_ongoing,Activity_ongoing.Time,cty_peripheral
1668,Activity_ongoing,Activity_ongoing.Depictive,cty_extra-thematic
1669,Activity_ongoing,Activity_ongoing.Manner,cty_peripheral
1670,Activity_ongoing,Activity_ongoing.Means,cty_peripheral
1671,Activity_ongoing,Activity_ongoing.Co-timed_event,cty_extra-thematic
1672,Activity_ongoing,Activity_ongoing.Agent,cty_core
1673,Activity_ongoing,Activity_ongoing.Explanation,cty_extra-thematic
1674,Activity_ongoing,Activity_ongoing.Event_description,cty_extra-thematic
1675,Activity_ongoing,Activity_ongoing.Circumstances,cty_extra-thematic
1709,Activity_pause,Activity_pause.Activity,cty_core
1710,Activity_pause,Activity_pause.Agent,cty_core
1711,Activity_pause,Activity_pause.Manner,cty_peripheral
1712,Activity_pause,Activity_pause.Means,cty_peripheral
1713,Activity_pause,Activity_pause.Place,cty_peripheral
1714,Activity_pause,Activity_pause.Time,cty_peripheral
1715,Activity_pause,Activity_pause.Purpose,cty_peripheral
1716,Activity_pause,Activity_pause.Depictive,cty_extra-thematic
1717,Activity_pause,Activity_pause.Completeness,cty_peripheral
1718,Activity_pause,Activity_pause.Duration,cty_peripheral
1719,Activity_pause,Activity_pause.Legal_basis,cty_extra-thematic
1720,Activity_pause,Activity_pause.Explanation,cty_extra-thematic
1721,Activity_pause,Activity_pause.Event_description,cty_extra-thematic
1850,Activity_paused_state,Activity_paused_state.Agent,cty_core
1851,Activity_paused_state,Activity_paused_state.Time,cty_peripheral
1852,Activity_paused_state,Activity_paused_state.Activity,cty_core
1853,Activity_paused_state,Activity_paused_state.Duration,cty_peripheral
1734,Activity_prepare,Activity_prepare.Agent,cty_core
1735,Activity_prepare,Activity_prepare.Activity,cty_core
1736,Activity_prepare,Activity_prepare.Place,cty_peripheral
1737,Activity_prepare,Activity_prepare.Time,cty_peripheral
1738,Activity_prepare,Activity_prepare.Manner,cty_peripheral
1739,Activity_prepare,Activity_prepare.Means,cty_peripheral
1740,Activity_prepare,Activity_prepare.Purpose,cty_extra-thematic
1741,Activity_prepare,Activity_prepare.Duration,cty_peripheral
1742,Activity_prepare,Activity_prepare.Depictive,cty_extra-thematic
1743,Activity_prepare,Activity_prepare.Degree,cty_peripheral
1744,Activity_prepare,Activity_prepare.Beneficiary,cty_extra-thematic
1745,Activity_prepare,Activity_prepare.Iterations,cty_extra-thematic
1746,Activity_prepare,Activity_prepare.Event_description,cty_extra-thematic
1727,Activity_ready_state,Activity_ready_state.Protagonist,cty_core
1728,Activity_ready_state,Activity_ready_state.Activity,cty_core
1729,Activity_ready_state,Activity_ready_state.Salient_entity,cty_core
1730,Activity_ready_state,Activity_ready_state.Time,cty_peripheral
1731,Activity_ready_state,Activity_ready_state.Result,cty_extra-thematic
1732,Activity_ready_state,Activity_ready_state.Duration,cty_peripheral
1733,Activity_ready_state,Activity_ready_state.Degree,cty_extra-thematic
5523,Activity_resume,Activity_resume.Duration,cty_peripheral
5524,Activity_resume,Activity_resume.Activity,cty_core
5525,Activity_resume,Activity_resume.Place,cty_peripheral
5526,Activity_resume,Activity_resume.Explanation,cty_extra-thematic
5527,Activity_resume,Activity_resume.Time,cty_peripheral
5528,Activity_resume,Activity_resume.Manner,cty_peripheral
5529,Activity_resume,Activity_resume.Agent,cty_core
5530,Activity_resume,Activity_resume.Circumstances,cty_extra-thematic
5531,Activity_resume,Activity_resume.Depictive,cty_extra-thematic
5532,Activity_resume,Activity_resume.Result,cty_extra-thematic
5533,Activity_resume,Activity_resume.Event_description,cty_extra-thematic
1568,Activity_start,Activity_start.Place,cty_peripheral
1569,Activity_start,Activity_start.Purpose,cty_peripheral
1570,Activity_start,Activity_start.Time,cty_peripheral
1571,Activity_start,Activity_start.Depictive,cty_extra-thematic
1572,Activity_start,Activity_start.Manner,cty_peripheral
1573,Activity_start,Activity_start.Means,cty_peripheral
1574,Activity_start,Activity_start.Activity,cty_core
1575,Activity_start,Activity_start.Agent,cty_core
1576,Activity_start,Activity_start.Co-timed_event,cty_extra-thematic
1577,Activity_start,Activity_start.Circumstances,cty_extra-thematic
1578,Activity_start,Activity_start.Containing_event,cty_extra-thematic
1579,Activity_start,Activity_start.Event_description,cty_extra-thematic
1580,Activity_start,Activity_start.Explanation,cty_extra-thematic
1581,Activity_start,Activity_start.Particular_iteration,cty_extra-thematic
1582,Activity_start,Activity_start.New_situation,cty_extra-thematic
1583,Activity_start,Activity_start.Communicative_force,cty_extra-thematic
1584,Activity_start,Activity_start.Concessive,cty_extra-thematic
1690,Activity_stop,Activity_stop.Purpose,cty_extra-thematic
1691,Activity_stop,Activity_stop.Place,cty_peripheral
1692,Activity_stop,Activity_stop.Time,cty_peripheral
1693,Activity_stop,Activity_stop.Depictive,cty_extra-thematic
1694,Activity_stop,Activity_stop.Manner,cty_peripheral
1695,Activity_stop,Activity_stop.Result,cty_extra-thematic
1696,Activity_stop,Activity_stop.Agent,cty_core
1697,Activity_stop,Activity_stop.Activity,cty_core-unexpressed
1698,Activity_stop,Activity_stop.Duration,cty_peripheral
1699,Activity_stop,Activity_stop.Means,cty_extra-thematic
1700,Activity_stop,Activity_stop.Co-timed_event,cty_extra-thematic
1701,Activity_stop,Activity_stop.Degree,cty_peripheral
1702,Activity_stop,Activity_stop.Frequency,cty_extra-thematic
1703,Activity_stop,Activity_stop.Containing_event,cty_extra-thematic
1704,Activity_stop,Activity_stop.Circumstances,cty_extra-thematic
1705,Activity_stop,Activity_stop.Re-encoding,cty_extra-thematic
1706,Activity_stop,Activity_stop.Explanation,cty_extra-thematic
1707,Activity_stop,Activity_stop.Event_description,cty_extra-thematic
1708,Activity_stop,Activity_stop.Particular_iteration,cty_extra-thematic
13499,Activity_teaching,Activity_teaching.Activity,cty_core
13502,Activity_teaching,Activity_teaching.Teacher,cty_core
13515,Activity_teaching,Activity_teaching.Classroom,cty_peripheral
13517,Activity_teaching,Activity_teaching.Students,cty_core
13518,Activity_teaching,Activity_teaching.Topic,cty_core
13519,Activity_teaching,Activity_teaching.Subject,cty_core
13520,Activity_teaching,Activity_teaching.Duration,cty_peripheral
13521,Activity_teaching,Activity_teaching.Type,cty_peripheral
13522,Activity_teaching,Activity_teaching.Level,cty_peripheral
13543,Activity_teaching,Activity_teaching.Goal,cty_peripheral
13544,Activity_teaching,Activity_teaching.Way,cty_peripheral
13548,Activity_teaching,Activity_teaching.Place,cty_peripheral
13549,Activity_teaching,Activity_teaching.Time,cty_peripheral
6925,Actually_occurring_entity,Actually_occurring_entity.Instance,cty_core
6926,Actually_occurring_entity,Actually_occurring_entity.Type,cty_core
2079,Addiction,Addiction.Addict,cty_core
2080,Addiction,Addiction.Addictant,cty_core
2081,Addiction,Addiction.Degree,cty_peripheral
2082,Addiction,Addiction.Compeller,cty_peripheral
4434,Adding_up,Adding_up.Cognizer,cty_core
4435,Adding_up,Adding_up.Numbers,cty_core
4436,Adding_up,Adding_up.Result,cty_core
4437,Adding_up,Adding_up.Time,cty_peripheral
4438,Adding_up,Adding_up.Place,cty_peripheral
4439,Adding_up,Adding_up.Purpose,cty_peripheral
4440,Adding_up,Adding_up.Means,cty_peripheral
4441,Adding_up,Adding_up.Manner,cty_peripheral
7020,Adducing,Adducing.Speaker,cty_core
7021,Adducing,Adducing.Addressee,cty_peripheral
7022,Adducing,Adducing.Manner,cty_peripheral
7023,Adducing,Adducing.Means,cty_peripheral
7024,Adducing,Adducing.Medium,cty_core
7025,Adducing,Adducing.Depictive,cty_extra-thematic
7026,Adducing,Adducing.Time,cty_peripheral
7027,Adducing,Adducing.Place,cty_peripheral
7028,Adducing,Adducing.Specified_entity,cty_core
7029,Adducing,Adducing.Role,cty_core
7030,Adducing,Adducing.Purpose,cty_peripheral
7031,Adducing,Adducing.Explanation,cty_extra-thematic
7032,Adducing,Adducing.Containing_event,cty_extra-thematic
7033,Adducing,Adducing.Event_description,cty_extra-thematic
7034,Adducing,Adducing.Frequency,cty_extra-thematic
7035,Adducing,Adducing.Circumstances,cty_extra-thematic
11222,Adjacency,Adjacency.Ground,cty_core
11223,Adjacency,Adjacency.Figure,cty_core
11224,Adjacency,Adjacency.Distance,cty_extra-thematic
11225,Adjacency,Adjacency.Direction,cty_extra-thematic
11226,Adjacency,Adjacency.Time,cty_peripheral
11227,Adjacency,Adjacency.Figures,cty_core-unexpressed
11228,Adjacency,Adjacency.Deixis,cty_extra-thematic
11229,Adjacency,Adjacency.Accessibility,cty_extra-thematic
11230,Adjacency,Adjacency.Directness,cty_extra-thematic
6160,Adjusting,Adjusting.Agent,cty_core
6161,Adjusting,Adjusting.Part,cty_core
6162,Adjusting,Adjusting.Feature,cty_core
6163,Adjusting,Adjusting.Imposed_purpose,cty_extra-thematic
6164,Adjusting,Adjusting.Means,cty_peripheral
6165,Adjusting,Adjusting.Place,cty_peripheral
6166,Adjusting,Adjusting.Time,cty_peripheral
6167,Adjusting,Adjusting.Final_value,cty_peripheral
6168,Adjusting,Adjusting.Instrument,cty_peripheral
6169,Adjusting,Adjusting.Purpose,cty_peripheral
6170,Adjusting,Adjusting.Manner,cty_peripheral
6171,Adjusting,Adjusting.Degree,cty_peripheral
6172,Adjusting,Adjusting.Circumstances,cty_extra-thematic
6934,Adopt_selection,Adopt_selection.Agent,cty_core
6935,Adopt_selection,Adopt_selection.Attribute,cty_core
6936,Adopt_selection,Adopt_selection.Value,cty_core
6937,Adopt_selection,Adopt_selection.Time,cty_peripheral
6938,Adopt_selection,Adopt_selection.Manner,cty_peripheral
6939,Adopt_selection,Adopt_selection.Event_description,cty_extra-thematic
6940,Adopt_selection,Adopt_selection.Depictive,cty_extra-thematic
6941,Adopt_selection,Adopt_selection.Purpose,cty_peripheral
6942,Adopt_selection,Adopt_selection.Role,cty_extra-thematic
6943,Adopt_selection,Adopt_selection.Place,cty_peripheral
6944,Adopt_selection,Adopt_selection.Frequency,cty_extra-thematic
6945,Adopt_selection,Adopt_selection.Containing_event,cty_extra-thematic
6946,Adopt_selection,Adopt_selection.Circumstances,cty_extra-thematic
6947,Adopt_selection,Adopt_selection.Re-encoding,cty_extra-thematic
6948,Adopt_selection,Adopt_selection.Particular_iteration,cty_extra-thematic
6949,Adopt_selection,Adopt_selection.Means,cty_peripheral
6950,Adopt_selection,Adopt_selection.Instrument,cty_peripheral
6951,Adopt_selection,Adopt_selection.Duration,cty_extra-thematic
6952,Adopt_selection,Adopt_selection.Explanation,cty_extra-thematic
6953,Adopt_selection,Adopt_selection.Communicative_force,cty_extra-thematic
5050,Aesthetics,Aesthetics.Entity,cty_core
5051,Aesthetics,Aesthetics.Attribute,cty_core
5052,Aesthetics,Aesthetics.Degree,cty_core
5053,Aesthetics,Aesthetics.Time,cty_extra-thematic
5054,Aesthetics,Aesthetics.Circumstances,cty_extra-thematic
5055,Aesthetics,Aesthetics.Viewpoint,cty_extra-thematic
5056,Aesthetics,Aesthetics.Place,cty_extra-thematic
12688,Affirm_or_deny,Affirm_or_deny.Speaker,cty_core
12689,Affirm_or_deny,Affirm_or_deny.Message,cty_core
12690,Affirm_or_deny,Affirm_or_deny.Addressee,cty_extra-thematic
12691,Affirm_or_deny,Affirm_or_deny.Place,cty_peripheral
12692,Affirm_or_deny,Affirm_or_deny.Time,cty_peripheral
12693,Affirm_or_deny,Affirm_or_deny.Manner,cty_peripheral
12694,Affirm_or_deny,Affirm_or_deny.Iterations,cty_extra-thematic
12695,Affirm_or_deny,Affirm_or_deny.Means,cty_peripheral
12696,Affirm_or_deny,Affirm_or_deny.Depictive,cty_extra-thematic
12697,Affirm_or_deny,Affirm_or_deny.Degree,cty_extra-thematic
12698,Affirm_or_deny,Affirm_or_deny.Containing_event,cty_extra-thematic
12699,Affirm_or_deny,Affirm_or_deny.Event_description,cty_extra-thematic
12700,Affirm_or_deny,Affirm_or_deny.Frequency,cty_extra-thematic
12701,Affirm_or_deny,Affirm_or_deny.Internal_cause,cty_peripheral
12702,Affirm_or_deny,Affirm_or_deny.Medium,cty_core
12703,Affirm_or_deny,Affirm_or_deny.Topic,cty_core
4968,Age,Age.Entity,cty_core
4969,Age,Age.Attribute,cty_core
4970,Age,Age.Age,cty_core
4971,Age,Age.Degree,cty_core
4972,Age,Age.Time,cty_peripheral
4973,Age,Age.Circumstances,cty_extra-thematic
4974,Age,Age.Expressor,cty_core
4975,Age,Age.Descriptor,cty_extra-thematic
4976,Age,Age.Duration,cty_peripheral
13950,Age_descriptor,Age_descriptor.Description,cty_core
13951,Age_descriptor,Age_descriptor.People,cty_core
1183,Aggregate,Aggregate.Individuals,cty_core
1184,Aggregate,Aggregate.Aggregate,cty_core
1185,Aggregate,Aggregate.Aggregate_property,cty_extra-thematic
1186,Aggregate,Aggregate.Name,cty_extra-thematic
1187,Aggregate,Aggregate.Container_possessor,cty_extra-thematic
1188,Aggregate,Aggregate.Domain,cty_extra-thematic
8440,Aging,Aging.Entity,cty_core
8441,Aging,Aging.Time,cty_peripheral
8442,Aging,Aging.Circumstances,cty_extra-thematic
8443,Aging,Aging.Manner,cty_peripheral
8444,Aging,Aging.Place,cty_peripheral
8445,Aging,Aging.Result,cty_extra-thematic
7228,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Speaker,cty_core
7229,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Interlocutor,cty_core
7230,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Medium,cty_peripheral
7231,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Proposed_action,cty_core
7232,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Manner,cty_peripheral
7233,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Depictive,cty_extra-thematic
7234,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Means,cty_peripheral
7235,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Internal_cause,cty_extra-thematic
7236,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Place,cty_peripheral
7237,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Time,cty_peripheral
7238,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Purpose,cty_peripheral
7239,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Particular_iteration,cty_extra-thematic
7240,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Role,cty_peripheral
7241,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Co-timed_event,cty_extra-thematic
7242,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Frequency,cty_extra-thematic
7243,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Explanation,cty_extra-thematic
7244,Agree_or_refuse_to_act,Agree_or_refuse_to_act.Event_description,cty_extra-thematic
8736,Agriculture,Agriculture.Agriculturist,cty_core
8737,Agriculture,Agriculture.Food,cty_core
8738,Agriculture,Agriculture.Instrument,cty_peripheral
8739,Agriculture,Agriculture.Duration,cty_peripheral
8740,Agriculture,Agriculture.Manner,cty_peripheral
8741,Agriculture,Agriculture.Means,cty_peripheral
8742,Agriculture,Agriculture.Outcome,cty_peripheral
8743,Agriculture,Agriculture.Place,cty_peripheral
8744,Agriculture,Agriculture.Time,cty_peripheral
8745,Agriculture,Agriculture.Purpose,cty_peripheral
8746,Agriculture,Agriculture.Frequency,cty_peripheral
8747,Agriculture,Agriculture.Degree,cty_peripheral
8748,Agriculture,Agriculture.Ground,cty_core
8749,Agriculture,Agriculture.Particular_iteration,cty_extra-thematic
8750,Agriculture,Agriculture.Type,cty_peripheral
8751,Agriculture,Agriculture.Event_description,cty_extra-thematic
8752,Agriculture,Agriculture.Circumstances,cty_extra-thematic
8283,Aiming,Aiming.Agent,cty_core
8284,Aiming,Aiming.Targeted,cty_core
8285,Aiming,Aiming.Outcome,cty_extra-thematic
8286,Aiming,Aiming.Means,cty_peripheral
8287,Aiming,Aiming.Time,cty_peripheral
8288,Aiming,Aiming.Depictive,cty_extra-thematic
8289,Aiming,Aiming.Place,cty_peripheral
8290,Aiming,Aiming.Manner,cty_peripheral
8291,Aiming,Aiming.Duration,cty_extra-thematic
8292,Aiming,Aiming.Purpose,cty_peripheral
8293,Aiming,Aiming.Particular_iteration,cty_extra-thematic
8294,Aiming,Aiming.Circumstances,cty_extra-thematic
8295,Aiming,Aiming.Instrument,cty_core
8296,Aiming,Aiming.Target_location,cty_core
8297,Aiming,Aiming.Location_of_protagonist,cty_extra-thematic
8298,Aiming,Aiming.Activity,cty_core
8299,Aiming,Aiming.Containing_event,cty_extra-thematic
8300,Aiming,Aiming.Explanation,cty_extra-thematic
8797,Alignment_image_schema,Alignment_image_schema.Alignment_match,cty_core
8798,Alignment_image_schema,Alignment_image_schema.Ground,cty_core
8799,Alignment_image_schema,Alignment_image_schema.Alignment_mismatch,cty_core
13345,Allergens,Allergens.fe_Alérgenos_Alérgeno,cty_core
13346,Allergens,Allergens.fe_Alérgenos_Origem,cty_peripheral
13348,Allergens,Allergens.fe_Alérgenos_Descritor,cty_peripheral
6883,Alliance,Alliance.Alliance,cty_core
6884,Alliance,Alliance.Members,cty_core
6885,Alliance,Alliance.Purpose,cty_peripheral
6886,Alliance,Alliance.Period_of_existence,cty_peripheral
6887,Alliance,Alliance.Member_1,cty_core
6888,Alliance,Alliance.Member_2,cty_core
6889,Alliance,Alliance.Descriptor,cty_extra-thematic
8512,Alternatives,Alternatives.Situation,cty_core
8513,Alternatives,Alternatives.Agent,cty_core
8514,Alternatives,Alternatives.Number_of_possibilities,cty_peripheral
8515,Alternatives,Alternatives.Salient_entity,cty_core
8516,Alternatives,Alternatives.Purpose,cty_extra-thematic
11334,Alternativity,Alternativity.Profiled_alternative,cty_core
11335,Alternativity,Alternativity.Contrasting_alternative,cty_core
4678,Amalgamation,Amalgamation.Parts,cty_core
4679,Amalgamation,Amalgamation.Whole,cty_core
4680,Amalgamation,Amalgamation.Part_1,cty_core
4681,Amalgamation,Amalgamation.Part_2,cty_core
