chocolate.n,qla_subtype_of,doce.n
chouriço.n,qla_subtype_of,carne.n
churro.n,qla_subtype_of,doce.n
cocada.n,qla_subtype_of,doce.n
compota.n,qla_subtype_of,doce.n
coquetel.n,qla_subtype_of,bebida alcoólica.n
cuca.n,qla_subtype_of,bolo.n
dobradinha.n,qla_subtype_of,caldo.n
drinque.n,qla_subtype_of,bebida alcoólica.n
fécula.n,qla_subtype_of,farinha.n
guloseima.n,qla_subtype_of,doce.n
hambúrguer.n,qla_subtype_of,sanduíche.n
linguiça.n,qla_subtype_of,carne.n
moqueca capixaba.n,qla_subtype_of,caldo.n
mousse.n,qla_subtype_of,doce.n
nutella.n,qla_subtype_of,doce.n
paçoca.n,qla_subtype_of,doce.n
pastel.n,qla_subtype_of,salgado.n
picadinho.n,qla_subtype_of,carne.n
polvilho.n,qla_subtype_of,farinha.n
quentão.n,qla_subtype_of,bebida alcoólica.n
rosca.n,qla_subtype_of,pão.n
salsicha.n,qla_subtype_of,carne.n
salsichão.n,qla_subtype_of,carne.n
sonho.n,qla_subtype_of,pão.n
sorvete.n,qla_subtype_of,doce.n
steak.n,qla_subtype_of,carne.n
tapioca.n,qla_subtype_of,farinha.n
torresmo.n,qla_subtype_of,carne.n
padaria.n,qla_subtype_of,loja.n
pizza.n,qla_subtype_of,prato.n
chácara.n,qla_subtype_of,acomodação.n
rancho.n,qla_subtype_of,acomodação.n
sítio.n,qla_subtype_of,acomodação.n
bangalô.n,qla_subtype_of,acomodação.n
acampamento.n,qla_subtype_of,acomodação.n
city tour.n,qla_subtype_of,serviço.n
traslado.n,qla_subtype_of,serviço.n
meia pensão.n,qla_subtype_of,serviço.n
pensão completa.n,qla_subtype_of,serviço.n
refeição.n,qla_subtype_of,serviço.n
acomodação.n,qla_subtype_of,infraestrutura.n
passeio.n,qla_subtype_of,serviço.n
câmbio.n,qla_subtype_of,serviço.n
troca.n,qla_subtype_of,serviço.n
universidade.n,qla_subtype_of,instituição.n
organização.n,qla_subtype_of,instituição.n
sede.n,qla_subtype_of,instituição.n
sindicato.n,qla_subtype_of,instituição.n
marco histórico.n,qla_subtype_of,monumento.n
instituição de ensino.n,qla_subtype_of,instituição.n
instituição educacional.n,qla_subtype_of,instituição.n
instituição.n,qla_subtype_of,infraestrutura.n
chafariz.n,qla_subtype_of,monumento.n
balão,qla_subtype_of,transporte.n
teleférico,qla_subtype_of,transporte.n
turista.n,qla_subtype_of,pessoa.n
naturista.n,qla_subtype_of,pessoa.n
visitante.n,qla_subtype_of,pessoa.n
viajante.n,qla_subtype_of,pessoa.n
geek.n,qla_subtype_of,pessoa.n
frequentador.n,qla_subtype_of,pessoa.n
folião.n,qla_subtype_of,pessoa.n
aventureiro.n,qla_subtype_of,pessoa.n
academia.n,qla_subtype_of,estabelecimento.n
agência.n,qla_subtype_of,estabelecimento.n
agropecuária.n,qla_subtype_of,estabelecimento.n
antiquário.n,qla_subtype_of,estabelecimento.n
assistência médica.n,qla_subtype_of,estabelecimento.n
atacadista.n,qla_subtype_of,estabelecimento.n
banco.n,qla_subtype_of,estabelecimento.n
bomboniere.n,qla_subtype_of,estabelecimento.n
casa noturna.n,qla_subtype_of,estabelecimento.n
club.n,qla_subtype_of,estabelecimento.n
consultoria de recursos humanos.n,qla_subtype_of,estabelecimento.n
consultório.n,qla_subtype_of,estabelecimento.n
corporação.n,qla_subtype_of,estabelecimento.n
delivery.n,qla_subtype_of,serviço de transporte.n
drogaria.n,qla_subtype_of,estabelecimento.n
editora de jornais.n,qla_subtype_of,estabelecimento.n
empreendimento.n,qla_subtype_of,corporação.n
empresa.n,qla_subtype_of,estabelecimento.n
estabelecimento.n,qla_subtype_of,infraestrutura.n
farmácia.n,qla_subtype_of,estabelecimento.n
feira de artesanato.n,qla_subtype_of,evento.n
franquia.n,qla_subtype_of,empresa.n
lava-rápido.n,qla_subtype_of,empresa.n
local com música ao vivo.n,qla_subtype_of,estabelecimento.n
local para eventos.n,qla_subtype_of,estabelecimento.n
loja.n,qla_subtype_of,estabelecimento.n
mercadinho.n,qla_subtype_of,mercado.n
mercearia.n,qla_subtype_of,mercado.n
operadora.n,qla_subtype_of,empresa.n
posto de combustível.n,qla_subtype_of,estabelecimento.n
posto de gasolina.n,qla_subtype_of,estabelecimento.n
produtora de cine e vídeo.n,qla_subtype_of,estabelecimento.n
provedor de internet.n,qla_subtype_of,estabelecimento.n
salão de beleza.n,qla_subtype_of,estabelecimento.n
serviço público.n,qla_subtype_of,estabelecimento.n
serviço de alinhamento e balanceamento.n,qla_subtype_of,estabelecimento.n
serviço veterinário de emergência.n,qla_subtype_of,estabelecimento.n
supermercado.n,qla_subtype_of,loja.n
venda.n,qla_subtype_of,loja.n
vinícola.n,qla_subtype_of,estabelecimento.n
ingresso.n,qla_subtype_of,documento.n
pacote.n,qla_subtype_of,serviço.n
pacote turístico.n,qla_subtype_of,serviço.n
agência.n,qla_subtype_of,estabelecimento.n
ingresso.n,qla_subtype_of,documento.n
cobertura.n,qla_subtype_of,estrutura.n
duplex.n,qla_subtype_of,apartamento.n
vila.n,qla_subtype_of,estrutura.n
triplex.n,qla_subtype_of,apartamento.n
estrutura.n,qla_subtype_of,infraestrutura.n
fazenda.n,qla_subtype_of,estrutura.n
spa.n,qla_subtype_of,salão de beleza.n
atração.n,qla_subtype_of,infraestrutura.n
quitinete.n,qla_subtype_of,apartamento.n
mapa.n,qla_subtype_of,texto.n
igreja.n,qla_subtype_of,instituição.n
abertura.n,qla_subtype_of,cerimônia.n
encerramento.n,qla_subtype_of,cerimônia.n
medalha.n,qla_subtype_of,cerimônia.n
analista de desempenho.n,qla_subtype_of,profissional.n
auxiliar técnico.n,qla_subtype_of,profissional.n
auxiliar.n,qla_subtype_of,profissional.n
chef.n,qla_subtype_of,profissional.n
coordenador.n,qla_subtype_of,profissional.n
cozinheiro.n,qla_subtype_of,profissional.n
diretor.n,qla_subtype_of,profissional.n
fisiologista.n,qla_subtype_of,profissional.n
fisioterapeuta.n,qla_subtype_of,profissional.n
fotógrafo.n,qla_subtype_of,profissional.n
gerente.n,qla_subtype_of,profissional.n
instrutor.n,qla_subtype_of,profissional.n
massagista.n,qla_subtype_of,profissional.n
médico.n,qla_subtype_of,profissional.n
nutricionista.n,qla_subtype_of,profissional.n
observador técnico.n,qla_subtype_of,profissional.n
olheiro.n,qla_subtype_of,profissional.n
preparador de goleiro.n,qla_subtype_of,profissional.n
preparador físico.n,qla_subtype_of,profissional.n
psicólogo.n,qla_subtype_of,profissional.n
roupeiro.n,qla_subtype_of,profissional.n
segurança.n,qla_subtype_of,profissional.n
supervisor.n,qla_subtype_of,profissional.n
técnico.n,qla_subtype_of,profissional.n
treinador assistente.n,qla_subtype_of,profissional.n
treinador.n,qla_subtype_of,profissional.n
veterinário.n,qla_subtype_of,profissional.n
whisky.n,qla_subtype_of,bebida.n
ponta esquerda.n,qla_subtype_of,jogador.n
tocar.v,qla_subtype_of,jogada.n
toque.n,qla_subtype_of,jogada.n
saque.n,qla_subtype_of,jogada.n
sacar.v,qla_subtype_of,jogada.n
fuga.n,qla_subtype_of,técnica.n
ala.n,qla_subtype_of,jogador.n
capitão.n,qla_subtype_of,jogador.n
cruzar.v,qla_subtype_of,jogada.n
cruzar.v,qla_subtype_of,jogada.n
bicicleta.n,qla_subtype_of,veículo.n
bicicleta.n,qla_subtype_of,jogada.n
borboleta.n,qla_subtype_of,nado.n
costas.n,qla_subtype_of,nado.n
peito.n,qla_subtype_of,nado.n
nado livre.n,qla_subtype_of,nado.n
borboleta.n,qla_subtype_of,animal.n
café.n,qla_subtype_of,estabelecimento.n
café.n,qla_subtype_of,bebida.n
tesoura.n,qla_subtype_of,salto.n
tesoura.n,qla_subtype_of,arma.n
gancho.n,qla_subtype_of,golpe.n
meia.n,qla_subtype_of,jogador.n
abertura.n,qla_subtype_of,jogador.n
servidor.n,qla_subtype_of,jogador.n
apito.n,qla_subtype_of,equipamento.n
arco.n,qla_subtype_of,equipamento.n
argola.n,qla_subtype_of,equipamento.n
arma.n,qla_subtype_of,equipamento.n
bandeira.n,qla_subtype_of,equipamento.n
barco.n,qla_subtype_of,equipamento.n
barra.n,qla_subtype_of,equipamento.n
barras assimétricas.n,qla_subtype_of,equipamento.n
barras paralelas.n,qla_subtype_of,equipamento.n
bastão.n,qla_subtype_of,equipamento.n
bicicleta.n,qla_subtype_of,equipamento.n
bike.n,qla_subtype_of,equipamento.n
bola.n,qla_subtype_of,equipamento.n
caiaque.n,qla_subtype_of,equipamento.n
câmera digital.n,qla_subtype_of,equipamento.n
caneleira.n,qla_subtype_of,equipamento.n
canoa.n,qla_subtype_of,equipamento.n
capacete.n,qla_subtype_of,equipamento.n
cartão.n,qla_subtype_of,equipamento.n
cavalo com alças.n,qla_subtype_of,equipamento.n
cavalo.n,qla_subtype_of,equipamento.n
clipe nasal.n,qla_subtype_of,equipamento.n
coquilha.n,qla_subtype_of,equipamento.n
corda.n,qla_subtype_of,equipamento.n
cotoveleira.n,qla_subtype_of,equipamento.n
volante.n,qla_subtype_of,equipamento.n
vela.n,qla_subtype_of,equipamento.n
vara.n,qla_subtype_of,equipamento.n
trave.n,qla_subtype_of,equipamento.n
trampolim.n,qla_subtype_of,equipamento.n
taco.n,qla_subtype_of,equipamento.n
dardo.n,qla_subtype_of,equipamento.n
disco.n,qla_subtype_of,equipamento.n
embarcação.n,qla_subtype_of,equipamento.n
espada.n,qla_subtype_of,equipamento.n
solo.n,qla_subtype_of,equipamento.n
skate.n,qla_subtype_of,equipamento.n
sabre.n,qla_subtype_of,equipamento.n
fita.n,qla_subtype_of,equipamento.n
flecha.n,qla_subtype_of,equipamento.n
florete.n,qla_subtype_of,equipamento.n
joelheira.n,qla_subtype_of,equipamento.n
maça.n,qla_subtype_of,equipamento.n
máscara facial.n,qla_subtype_of,equipamento.n
remo.n,qla_subtype_of,equipamento.n
raquete.n,qla_subtype_of,equipamento.n
protetor nasal.n,qla_subtype_of,equipamento.n
protetor de ouvido.n,qla_subtype_of,equipamento.n
protetor de orelha.n,qla_subtype_of,equipamento.n
protetor de garganta.n,qla_subtype_of,equipamento.n
protetor bucal.n,qla_subtype_of,equipamento.n
protetor de cabeça.n,qla_subtype_of,equipamento.n
prancha.n,qla_subtype_of,equipamento.n
pistola.n,qla_subtype_of,equipamento.n
pistola de partida.n,qla_subtype_of,equipamento.n
peteca.n,qla_subtype_of,equipamento.n
peso.n,qla_subtype_of,equipamento.n
pena.n,qla_subtype_of,equipamento.n
óculos.n,qla_subtype_of,equipamento.n
óculos de natação.n,qla_subtype_of,equipamento.n
mesa.n,qla_subtype_of,equipamento.n
martelo.n,qla_subtype_of,equipamento.n
máscara.n,qla_subtype_of,equipamento.n
mesa de salto.n,qla_subtype_of,equipamento.n
mesa.n,qla_subtype_of,aparelho.n
corda.n,qla_subtype_of,aparelho.n
fita.n,qla_subtype_of,aparelho.n
maça.n,qla_subtype_of,aparelho.n
mesa.n,qla_subtype_of,móvel.n
lençol.n,qla_subtype_of,jogada.n
artilheiro.n,qla_subtype_of,jogador.n
cruzamento.n,qla_subtype_of,jogada.n
amazona.n,qla_subtype_of,atleta.n
arqueiro.n,qla_subtype_of,atleta.n
arremessador.n,qla_subtype_of,atleta.n
atirador.n,qla_subtype_of,atleta.n
boxeador.n,qla_subtype_of,atleta.n
caiaquista.n,qla_subtype_of,atleta.n
fundista.n,qla_subtype_of,atleta.n
ginasta.n,qla_subtype_of,atleta.n
escalador.n,qla_subtype_of,atleta.n
canoísta.n,qla_subtype_of,atleta.n
carateca.n,qla_subtype_of,atleta.n
cavaleiro.n,qla_subtype_of,atleta.n
ciclista.n,qla_subtype_of,atleta.n
corredor.n,qla_subtype_of,atleta.n
decatleta.n,qla_subtype_of,atleta.n
esgrimista.n,qla_subtype_of,atleta.n
velocista.n,qla_subtype_of,atleta.n
velejador.n,qla_subtype_of,atleta.n
triatleta.n,qla_subtype_of,atleta.n
trampolinista.n,qla_subtype_of,atleta.n
trampoliner.n,qla_subtype_of,atleta.n
tenista.n,qla_subtype_of,atleta.n
surfista.n,qla_subtype_of,atleta.n
skatista.n,qla_subtype_of,atleta.n
saltador.n,qla_subtype_of,atleta.n
remador.n,qla_subtype_of,atleta.n
pugilista.n,qla_subtype_of,atleta.n
pentatleta.n,qla_subtype_of,atleta.n
golfista.n,qla_subtype_of,atleta.n
grequista.n,qla_subtype_of,atleta.n
halterofilista.n,qla_subtype_of,atleta.n
heptatleta.n,qla_subtype_of,atleta.n
judoca.n,qla_subtype_of,atleta.n
lançador.n,qla_subtype_of,atleta.n
levantador.n,qla_subtype_of,atleta.n
lutador.n,qla_subtype_of,atleta.n
maratonista.n,qla_subtype_of,atleta.n
marchador.n,qla_subtype_of,atleta.n
pesista.n,qla_subtype_of,atleta.n
nadador.n,qla_subtype_of,atleta.n
meio-fundista.n,qla_subtype_of,atleta.n
mesatenista.n,qla_subtype_of,atleta.n
jogador.n,qla_subtype_of,atleta.n
esportista.n,qla_subtype_of,atleta.n
desportista.n,qla_subtype_of,atleta.n
ala-armador.n,qla_subtype_of,jogador.n
ala-pivô.n,qla_subtype_of,jogador.n
apanhador.n,qla_subtype_of,jogador.n
armador central.n,qla_subtype_of,jogador.n
armador.n,qla_subtype_of,jogador.n
arremessador.n,qla_subtype_of,jogador.n
asa.n,qla_subtype_of,jogador.n
atacante.n,qla_subtype_of,jogador.n
ataque.n,qla_subtype_of,jogador.n
avançado.n,qla_subtype_of,jogador.n
zagueiro.n,qla_subtype_of,jogador.n
zaga.n,qla_subtype_of,jogador.n
batedor.n,qla_subtype_of,jogador.n
cabeça de área.n,qla_subtype_of,jogador.n
central armador.n,qla_subtype_of,jogador.n
jogador de badminton.n,qla_subtype_of,jogador.n
jogador de basquete.n,qla_subtype_of,jogador.n
jogador de futebol.n,qla_subtype_of,jogador.n
jogador de handball.n,qla_subtype_of,jogador.n
jogador de vôlei.n,qla_subtype_of,jogador.n
jogador de rúgbi.n,qla_subtype_of,jogador.n
jogador de pólo.n,qla_subtype_of,jogador.n
jogador de hóquei sobre grama.n,qla_subtype_of,jogador.n
centro.n,qla_subtype_of,jogador.n
centroavante.n,qla_subtype_of,jogador.n
contra-proa.n,qla_subtype_of,remador.n
contra-voga.n,qla_subtype_of,remador.n
craque.n,qla_subtype_of,jogador.n
defensor externo.n,qla_subtype_of,jogador.n
defensor interno.n,qla_subtype_of,jogador.n
defensor.n,qla_subtype_of,jogador.n
defesa direita.n,qla_subtype_of,jogador.n
lateral.n,qla_subtype_of,jogador.n
lançador.n,qla_subtype_of,jogador.n
hooker.n,qla_subtype_of,jogador.n
goleiro.n,qla_subtype_of,jogador.n
full back.n,qla_subtype_of,jogador.n
fly half.n,qla_subtype_of,jogador.n
flanqueador.n,qla_subtype_of,jogador.n
extremo.n,qla_subtype_of,jogador.n
entrada de rede.n,qla_subtype_of,jogador.n
defesa.n,qla_subtype_of,jogador.n
defesa esquerda.n,qla_subtype_of,jogador.n
leme.n,qla_subtype_of,remador.n
levantador.n,qla_subtype_of,jogador.n
líbero.n,qla_subtype_of,jogador.n
médio central.n,qla_subtype_of,jogador.n
médio.n,qla_subtype_of,jogador.n
meia armador.n,qla_subtype_of,jogador.n
meia direita.n,qla_subtype_of,jogador.n
meia esquerda.n,qla_subtype_of,jogador.n
meio de campo.n,qla_subtype_of,jogador.n
meio de rede.n,qla_subtype_of,jogador.n
meio scrum.n,qla_subtype_of,jogador.n
meio-campista.n,qla_subtype_of,jogador.n
meio-campo.n,qla_subtype_of,jogador.n
meio.n,qla_subtype_of,jogador.n
número cinco.n,qla_subtype_of,remador.n
número dois.n,qla_subtype_of,remador.n
número oito.n,qla_subtype_of,remador.n
número quatro.n,qla_subtype_of,remador.n
número seis.n,qla_subtype_of,remador.n
número sete.n,qla_subtype_of,remador.n
número três.n,qla_subtype_of,remador.n
oitavo.n,qla_subtype_of,jogador.n
pilar aberto.n,qla_subtype_of,jogador.n
pilar fechado.n,qla_subtype_of,jogador.n
pivô.n,qla_subtype_of,jogador.n
ponta direita.n,qla_subtype_of,jogador.n
ponteiro.n,qla_subtype_of,jogador.n
primeiro centro.n,qla_subtype_of,remador.n
primeiro lateral.n,qla_subtype_of,jogador.n
primeiro ponta.n,qla_subtype_of,jogador.n
proa.n,qla_subtype_of,remador.n
rebatedor.n,qla_subtype_of,jogador.n
recebedor.n,qla_subtype_of,jogador.n
receptor.n,qla_subtype_of,jogador.n
reserva.n,qla_subtype_of,jogador.n
sacador.n,qla_subtype_of,jogador.n
saída de rede.n,qla_subtype_of,jogador.n
segundo centro.n,qla_subtype_of,remador.n
segundo lateral.n,qla_subtype_of,jogador.n
segundo ponta.n,qla_subtype_of,jogador.n
sota-proa.n,qla_subtype_of,remador.n
sota-voga.n,qla_subtype_of,remador.n
talonador.n,qla_subtype_of,jogador.n
titular.n,qla_subtype_of,jogador.n
voga.n,qla_subtype_of,remador.n
volante.n,qla_subtype_of,jogador.n
barra fixa.n,qla_subtype_of,aparelho.n
aparelho.n,qla_subtype_of,equipamento.n
maratona.n,qla_subtype_of,corrida.n
atletismo.n,qla_subtype_of,esporte.n
badminton.n,qla_subtype_of,esporte.n
baseball.n,qla_subtype_of,esporte.n
basquete.n,qla_subtype_of,esporte.n
basquetebol.n,qla_subtype_of,esporte.n
beisebol.n,qla_subtype_of,esporte.n
boxe.n,qla_subtype_of,esporte.n
canoagem.n,qla_subtype_of,esporte.n
caratê.n,qla_subtype_of,esporte.n
ciclismo.n,qla_subtype_of,esporte.n
escalada.n,qla_subtype_of,esporte.n
esgrima.n,qla_subtype_of,esporte.n
esqueite.n,qla_subtype_of,esporte.n
esqueitismo.n,qla_subtype_of,esporte.n
futebol.n,qla_subtype_of,esporte.n
futsal.n,qla_subtype_of,esporte.n
ginástica.n,qla_subtype_of,esporte.n
voleibol.n,qla_subtype_of,esporte.n
vôlei.n,qla_subtype_of,esporte.n
vôlei de praia.n,qla_subtype_of,esporte.n
vela.n,qla_subtype_of,esporte.n
triatlo.n,qla_subtype_of,esporte.n
tiro esportivo.n,qla_subtype_of,esporte.n
tiro com arco.n,qla_subtype_of,esporte.n
tênis.n,qla_subtype_of,esporte.n
tênis de mesa.n,qla_subtype_of,esporte.n
taekwondo.n,qla_subtype_of,esporte.n
surfe.n,qla_subtype_of,esporte.n
softbol.n,qla_subtype_of,esporte.n
softball.n,qla_subtype_of,esporte.n
skate.n,qla_subtype_of,esporte.n
salto ornamental.n,qla_subtype_of,esporte.n
rugby.n,qla_subtype_of,esporte.n
rugbi.n,qla_subtype_of,esporte.n
remo.n,qla_subtype_of,esporte.n
pólo aquático.n,qla_subtype_of,esporte.n
pentatlo moderno.n,qla_subtype_of,esporte.n
golfe.n,qla_subtype_of,esporte.n
halterofilismo.n,qla_subtype_of,esporte.n
handebol.n,qla_subtype_of,esporte.n
hipismo.n,qla_subtype_of,esporte.n
hóquei sobre grama.n,qla_subtype_of,esporte.n
judô.n,qla_subtype_of,esporte.n
karatê.n,qla_subtype_of,esporte.n
levantamento de peso.n,qla_subtype_of,esporte.n
nado sincronizado.n,qla_subtype_of,esporte.n
natação.n,qla_subtype_of,esporte.n
atleta.n,qla_subtype_of,profissional.n
profissional.n,qla_subtype_of,pessoa.n
ponta.n,qla_subtype_of,jogador.n
ponta direita.n,qla_subtype_of,ponta.n
ponta esquerda.n,qla_subtype_of,ponta.n
ciclismo BMX corrida.n,qla_subtype_of,ciclismo BMX.n
ciclismo BMX freestyle.n,qla_subtype_of,ciclismo BMX.n
ciclismo BMX manobras.n,qla_subtype_of,ciclismo BMX.n
ciclismo BMX racing.n,qla_subtype_of,ciclismo BMX.n
advertência.n,qla_subtype_of,sanção.n
cartão amarelo.n,qla_subtype_of,sanção.n
cartão preto.n,qla_subtype_of,sanção.n
cartão vermelho.n,qla_subtype_of,sanção.n
cartão.n,qla_subtype_of,sanção.n
desclassificação.n,qla_subtype_of,sanção.n
desqualificação.n,qla_subtype_of,sanção.n
exclusão.n,qla_subtype_of,sanção.n
expulsão.n,qla_subtype_of,sanção.n
impedimento.n,qla_subtype_of,sanção.n
inelegibilidade.n,qla_subtype_of,sanção.n
lance-livre.n,qla_subtype_of,sanção.n
lateral.n,qla_subtype_of,sanção.n
man-up.n,qla_subtype_of,sanção.n
passe à frente.n,qla_subtype_of,sanção.n
passividade.n,qla_subtype_of,sanção.n
pena.n,qla_subtype_of,sanção.n
penalidade.n,qla_subtype_of,sanção.n
pênalti.n,qla_subtype_of,sanção.n
vantagem.n,qla_subtype_of,sanção.n
tiro livre.n,qla_subtype_of,sanção.n
suspensão.n,qla_subtype_of,sanção.n
carrinho.n,qla_subtype_of,infração.n
derrubar.v,qla_subtype_of,infração.n
entrada.n,qla_subtype_of,infração.n
splashing.n,qla_subtype_of,infração.n
carrinho.n,qla_subtype_of,falta.n
derrubar.v,qla_subtype_of,falta.n
entrada.n,qla_subtype_of,falta.n
splashing.n,qla_subtype_of,falta.n
carrinho.n,qla_subtype_of,falha.n
derrubar.v,qla_subtype_of,falha.n
entrada.n,qla_subtype_of,falha.n
splashing.n,qla_subtype_of,falha.n
cavar.v,qla_subtype_of,falha.n
condução.n,qla_subtype_of,falha.n
conduzir.v,qla_subtype_of,falha.n
dois toques.n,qla_subtype_of,falha.n
dupla falta.n,qla_subtype_of,falha.n
falta de pé.n,qla_subtype_of,falha.n
impedimento.n,qla_subtype_of,falha.n
invadir.v,qla_subtype_of,falha.n
invasão.n,qla_subtype_of,falha.n
jogo perigoso.n,qla_subtype_of,falha.n
mão.n,qla_subtype_of,falha.n
queimar a largada.v,qla_subtype_of,falha.n
queimar.v,qla_subtype_of,falha.n
simulação.n,qla_subtype_of,falha.n
simular.v,qla_subtype_of,falha.n
cavar.v,qla_subtype_of,falta.n
condução.n,qla_subtype_of,falta.n
conduzir.v,qla_subtype_of,falta.n
dois toques.n,qla_subtype_of,falta.n
dupla falta.n,qla_subtype_of,falta.n
falta de pé.n,qla_subtype_of,falta.n
impedimento.n,qla_subtype_of,falta.n
invadir.v,qla_subtype_of,falta.n
invasão.n,qla_subtype_of,falta.n
jogo perigoso.n,qla_subtype_of,falta.n
mão.n,qla_subtype_of,falta.n
